question,gold_answer,result_cleaned,result,sparql
"Sort all games played between the Los Angeles Dodgers and the Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series by game duration from longest to shortest. What was the duration in minutes of the third longest game",224,,,"SELECT ?game ?duration WHERE {
  VALUES ?series {
    wd:Q1004352 wd:Q1004228 wd:Q3511262 wd:Q3511261
  }
  ?game wdt:P361 ?series ; wdt:P710 wd:Q334634 ; wdt:P710 wd:Q650840 .
  ?game wdt:P2047 ?duration .
}
ORDER BY DESC(xsd:integer(?duration))
LIMIT 5"
"Sort all games played between the Los Angeles Dodgers and Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series by game duration from shortest to longest. What was the duration in minutes of the fifth shortest game",156,,,
"What was the attendance figure for the game ranked third when sorting all games played between the Los Angeles Dodgers and Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series by attendance from highest to lowest",63460,,,"SELECT ?attendance WHERE {
  VALUES ?series {
    wd:Q1004352 wd:Q1004228 wd:Q3511262 wd:Q3511261
  }
  ?game wdt:P361 ?series ; wdt:P710 wd:Q334634 ; wdt:P710 wd:Q650840 ; wdt:P1110 ?attendance .
}
ORDER BY DESC(?attendance)
OFFSET 2
LIMIT 1"
Sort the duration of games the St. Louis Cardinals played in the 1982 National League Championship Series and the 2013 National League Championship Series from shortest to longest. What is the duration in minutes of the third game in this sorted list,166,,,"SELECT(xsd:float(?durationSec) / 60 AS ?durationMin) WHERE {
  VALUES ?series {
    wd:Q3511232 wd:Q14870261
  }
  ?series wdt:P527 ?game .
  ?game(wdt:P974 | wdt:P975) wd:Q504309 .
  ?game wdt:P2047 ?durationSec .
}
ORDER BY ?durationMin
OFFSET 2
LIMIT 1"
"Considering the 2000 Louis Vuitton Cup, 2000 America's Cup, 2011 Extreme Sailing Series, 2021 Prada Cup, and 2021 America's Cup, what is the difference between the number of events won by Luna Rossa and the number of events won by Team New Zealand",1,"Luna Rossa Challenge|1
Team New Zealand|1","| team                               | count       |
| ---------------------------------- | ----------- |
| Luna Rossa Challenge (wd:Q1513127) | 1 (xsd:int) |
| Team New Zealand (wd:Q586949)      | 1 (xsd:int) |","SELECT ?team(COUNT(*) AS ?count) WHERE {
  VALUES ?event {
    wd:Q1646964 wd:Q636022 wd:Q18076452 wd:Q106684402 wd:Q33112992
  }
  VALUES ?team {
    wd:Q1513127 wd:Q586949
  }
  ?event wdt:P1346 ?team
}
GROUP BY ?team"
"Sort the attendance figures from all games played between the Los Angeles Dodgers and Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series from highest to lowest. What is the third highest attendance figure",63460,,,
Sort the people who worked for Brentford and were born on or before 1956 by their birth year from oldest to youngest. How many people in this sorted list have a total career appearances count listed in the table detailing Paul Smith's statistics,0,,,"SELECT ?person WHERE {
  ?person wdt:P54 wd:Q19571 .
  ?person wdt:P569 ?birthDate .
  BIND(xsd:integer(SUBSTR(STR(?birthDate) , 1 , 4)) AS ?birthYear)
  FILTER(?birthYear <= 1956)
  ?person wdt:P1113 ?appearances
}
ORDER BY ASC(?birthYear)"
Sort the National League Championship Series between the Philadelphia Phillies and the Los Angeles Dodgers by the total number of games played in descending order. What was the total number of games played in the third series in this sorted list,4,,,"SELECT ?series ?numGames WHERE {
  {
    ?series wdt:P31 wd:Q1363275 ; wdt:P1346 wd:Q650840 ; wdt:P1586 wd:Q334634 ; wdt:P1350 ?numGames
  } UNION {
    ?series wdt:P31 wd:Q1363275 ; wdt:P1346 wd:Q334634 ; wdt:P1586 wd:Q650840 ; wdt:P1350 ?numGames
  }
}
ORDER BY DESC(?numGames)
LIMIT 3
OFFSET 2"
Sort the National League Championship Series contested by the Los Angeles Dodgers and the Philadelphia Phillies by their total attendance from highest to lowest. What was the total attendance for the series that ranks second in this sorted list,260092,wd:Q138927846|7000.0,"| series        | attendance           |
| ------------- | -------------------- |
| wd:Q138927846 | 7000.0 (xsd:decimal) |","SELECT ?series ?attendance WHERE {
  ?series wdt:P1923 wd:Q334634 ; wdt:P1923 wd:Q650840 ; wdt:P1110 ?attendance .
}
ORDER BY DESC(xsd:integer(REPLACE(?attendance , "","" , """")))
LIMIT 1
OFFSET 1"
"Sort the number of rounds participated by Franck Montagny, Anthony Davidson, Gianmaria Bruni, the Arrows drivers, Allan McNish, and Felipe Massa as listed in the provided data from lowest to highest. What is the fifth number in this sorted list",15,,,
"Sort the St. Louis Cardinals' winning playoff series by the total number of games played from highest to lowest, using the year as a tiebreaker from most recent to earliest. What is the number of games played in the series ranked second",7,,,
"When sorting the National League Championship Series contested by both the Los Angeles Dodgers and the Philadelphia Phillies by total attendance from lowest to highest, what was the total attendance for the second series in that ranking",240584,,,"SELECT ?series ?attendance WHERE {
  ?series wdt:P31 wd:Q1363275 ; wdt:P710 wd:Q334634 ; wdt:P710 wd:Q650840 ; wdt:P5767 ?attendance .
}
ORDER BY ASC(?attendance)
LIMIT 2
OFFSET 1"
"Among games won by the Boston Red Sox in the 1975 and 2013 American League Championship Series and the 2018 World Series, sort the attendance figures from lowest to highest. What is the second attendance number in this sorted list",35578,,,"SELECT ?attendance WHERE {
  VALUES ?series {
    wd:Q3511178 wd:Q14870260 wd:Q56692089
  }
  ?game wdt:P361 ?series .
  ?game wdt:P1346 wd:Q213959 .
  ?game wdt:P1094 ?attendance .
}
ORDER BY ASC(?attendance)
OFFSET 1
LIMIT 1"
"Sort all games from the 2018 World Series, 2013 American League Championship Series, and 1975 American League Championship Series by attendance from highest to lowest. What was the attendance of the third game in this sorted list",53114,,,"SELECT ?game ?attendance WHERE {
  VALUES ?series {
    wd:Q56692089 wd:Q14870260 wd:Q3511178
  }
  ?series wdt:P527 ?game .
  ?game wdt:P1094 ?attendance .
}
ORDER BY DESC(?attendance)
LIMIT 3"
"What was the highest attendance recorded for any single game played by the Boston Red Sox during their winning 2018 World Series, 2013 American League Championship Series, or 1975 American League Championship Series appearances",54400,,"| maxAttendance |
| ------------- |","SELECT(MAX(?attendance) AS ?maxAttendance) WHERE {
  VALUES ?championship {
    wd:Q56692089 wd:Q14870260 wd:Q3511178
  }
  ?game wdt:P361 ?championship ; wdt:P1535 wd:Q213959 ; wdt:P1083 ?attendance .
  FILTER(xsd:integer(?attendance) > 0)
}
LIMIT 10"
"What was the greatest margin of victory or defeat in any single game played by the Boston Red Sox during their 1975 American League Championship Series, 2013 American League Championship Series, or 2018 World Series appearances",6,,"| maxMargin |
| --------- |","SELECT(MAX(?margin) AS ?maxMargin) WHERE {
  VALUES ?series {
    wd:Q3511178 wd:Q14870260 wd:Q56692089
  }
  ?game wdt:P361 ?series .
  ?game p:P710 ?ps1 .
  ?ps1 ps:P710 wd:Q213959 ; pq:P1351 ?redsoxScore .
  ?game p:P710 ?ps2 .
  ?ps2 ps:P710 ?opponent ; pq:P1351 ?opponentScore .
  FILTER(?opponent != wd:Q213959)
  BIND(ABS(?redsoxScore - ?opponentScore) AS ?margin)
}"
"Sort the number of senior premierships won by Collingwood, Richmond, Essendon, St Kilda, and Port Adelaide in the main Australian rules football competition from lowest to highest. What is the third number in this sorted list",13,,,"SELECT ?club ?premierships WHERE {
  VALUES ?club {
    wd:Q249679 wd:Q2521385 wd:Q251090 wd:Q1084121 wd:Q2738554
  }
  ?club wdt:P9472 ?premierships .
}
ORDER BY ASC(STR(?premierships))"
Sort the game times for all National League Championship Series games played between the Los Angeles Dodgers and the Philadelphia Phillies after 1978 from shortest to longest. What is the third shortest game time in minutes,185,,,
Sort the game durations in minutes for the National League Championship Series games between the Los Angeles Dodgers and the Philadelphia Phillies from shortest to longest. What is the duration of the second shortest game,134,,,"SELECT ?duration WHERE {
  ?game wdt:P361 wd:Q3511261 .
  ?game wdt:P710 wd:Q334634 .
  ?game wdt:P710 wd:Q650840 .
  ?game wdt:P2047 ?duration .
}
ORDER BY ASC(?duration)
LIMIT 1
OFFSET 1"
Sort the Boston Red Sox competition victories (with a start time of 2018 or earlier) by the attendance of Game 1 from highest to lowest. What was the attendance of Game 1 for the competition that ranks second in this list,38210,,,"SELECT ?attendance WHERE {
  wd:Q213959 wdt:P1346 ?competition .
  ?competition wdt:P580 ?start .
  FILTER(?start <= ""2018-12-31T23:59:59Z"" ^^ xsd:dateTime)
  ?game wdt:P361 ?competition .
  ?game wdt:P1545 1 .
  ?game wdt:P1296 ?attendance .
}
ORDER BY DESC(?attendance)
LIMIT 1
OFFSET 1"
"Among Kamilla Rytter Juhl, Zhao Yunlei, Christinna Pedersen, Tian Qing, Yu Yang, and Eom Hye-won, sort the number of BWF Superseries events won in 2013 from highest to lowest. What is the second number in this sorted list",4,,,
What was the difference in the number of races between the Formula One season with the most Grands Prix and the season with the fewest Grands Prix during the years Lewis Hamilton and Mercedes won the championship together,2,,"| difference |
| ---------- |","SELECT((MAX(?races) - MIN(?races)) AS ?difference) WHERE {
  ?season wdt:P3450 wd:Q1084 .
  ?season wdt:P1346 wd:Q9673 .
  ?season wdt:P1346 wd:Q172721 .
  ?season wdt:P729 ?races .
}"
"How many games involving the St. Louis Cardinals were played at Busch Stadium or Busch Stadium (II) across their 1982, 2006, and 2013 National League Championship Series appearances and their 2011 World Series appearance",12,,,
"Among the Canadian Grand Prix qualifying sessions where Lewis Hamilton achieved pole position, sort the sessions by his Q3 time from fastest to slowest. What is the year of the race that ranks second in this sorted list",2015,,,"SELECT ?year WHERE {
  ?race wdt:P31 wd:Q7965 ; wdt:P585 ?date ; p:P3764 ?poleStm .
  ?poleStm ps:P3764 wd:Q9673 ; pq:P641 wd:Q1915496 ; pq:P8501 ?timeStr .
  BIND(xsd:integer(STRBEFORE(?timeStr , "":"")) AS ?minutes)
  BIND(xsd:decimal(STRAFTER(?timeStr , "":"")) AS ?seconds)
  BIND((?minutes * 60) + ?seconds AS ?totalSec)
  BIND(YEAR(?date) AS ?year)
}
ORDER BY ASC(?totalSec)
LIMIT 1
OFFSET 1"
What is the difference between the number of games the St. Louis Cardinals won at Busch Stadium in the 2011 World Series and the number of games they won at Busch Stadium in the 2011 National League Championship Series,1,0,"| difference  |
| ----------- |
| 0 (xsd:int) |","SELECT((?wsWins - ?nlcsWins) AS ?difference) WHERE {
  {
    SELECT(COUNT(?wsGame) AS ?wsWins) WHERE {
      ?wsGame wdt:P361 wd:Q193344 ; wdt:P276 wd:Q6046445 ; wdt:P1346 wd:Q492 .
    }
  }
  {
    SELECT(COUNT(?nlcsGame) AS ?nlcsWins) WHERE {
      ?nlcsGame wdt:P361 wd:Q1721059 ; wdt:P276 wd:Q6046445 ; wdt:P1346 wd:Q492 .
    }
  }
}"
"Sort the attendance figures for all games played by the St. Louis Cardinals in the 1982 NLCS, 2006 NLCS, 2011 World Series, 2013 NLCS, and 2011 NLCS from highest to lowest. What is the fifth highest attendance figure",53992,,,"SELECT ?attendance WHERE {
  VALUES ?series {
    wd:Q3511232 wd:Q3511260 wd:Q1188429 wd:Q14870261 wd:Q1099083
  }
  ?game wdt:P361 ?series .
  ?game wdt:P710 wd:Q504309 .
  ?game wdt:P1110 ?attendance .
}
ORDER BY DESC(?attendance)
LIMIT 5
OFFSET 4"
"What is the total number of games played by the St. Louis Cardinals across the 1982, 2006, 2011, and 2013 National League Championship Series, and the 2011 World Series, based on the game-by-game summaries available",29,0,"| total       |
| ----------- |
| 0 (xsd:int) |","SELECT(SUM(xsd:integer(?games)) AS ?total) WHERE {
  {
    ?series wdt:P31 wd:Q7255725 ; wdt:P710 wd:Q504309 ; wdt:P585 ?date ; wdt:P5088 ?games .
    FILTER((YEAR(?date) = 1982) ||(YEAR(?date) = 2006) ||(YEAR(?date) = 2011) ||(YEAR(?date) = 2013))
  } UNION {
    ?series wdt:P31 wd:Q208606 ; wdt:P710 wd:Q504309 ; wdt:P585 ?date ; wdt:P5088 ?games .
    FILTER(YEAR(?date) = 2011)
  }
}"
Sort the Melbourne-based teams that were competitors in a Grand Final won by Geelong by their total number of senior premierships from highest to lowest. What is the number of premierships for the team ranked second,15,,,
"Among Australian Football League clubs that have won more than 5 senior premierships, sort them by the number of premierships from highest to lowest. What is the number of premierships won by the team ranked fourth",11,,,"SELECT ?teamLabel(xsd:integer(?premCount) AS ?premierships) WHERE {
  ?team wdt:P1058 ?premCount ; rdfs:label ?teamLabel .
  FILTER(LANG(?teamLabel) = ""en"")
  .
  FILTER(xsd:integer(?premCount) > 5)
  .
  ?team wdt:P118 wd:Q50783 .
}
ORDER BY DESC(?premierships)
LIMIT 4
OFFSET 3"
Sort the game durations from shortest to longest for games played by the St. Louis Cardinals in playoff series they won with an end date of 1985 or later. What is the duration in minutes of the fourth shortest game,174,,,"SELECT ?durationMinutes WHERE {
  ?series wdt:P1346 wd:Q504309 ; wdt:P585 ?endDate .
  FILTER(YEAR(?endDate) >= 1985)
  ?game wdt:P361 ?series ; wdt:P1923 wd:Q504309 ; wdt:P2412 ?durationStr .
  BIND(REPLACE(?durationStr , ""^(\\d+).*"" , ""\\\\1"") AS ?numericStr)
  BIND(IF(REGEX(?numericStr , '^\\\\d+$') , xsd:integer(?numericStr) , 0) AS ?durationMinutes)
  FILTER(?durationMinutes > 0)
}
ORDER BY ASC(?durationMinutes)
OFFSET 3
LIMIT 1"
"What was the duration in minutes of the sixteenth longest game played between the Philadelphia Phillies and Los Angeles Dodgers in the National League Championship Series across the years 1977, 1978, 2008, and 2009",138,,,
"What is the total number of games featuring the St. Louis Cardinals played at Busch Stadium or Busch Stadium (II) across the 1982, 2006, 2011, and 2013 National League Championship Series and the 2011 World Series",15,,,
"Among the Collingwood, Richmond, and Sydney Swans VFL/AFL teams, sort them by their total number of Grand Final appearances from highest to lowest. What is the number of appearances for the team that ranks second",13,"Collingwood Football Club|Collingwood Football Club (lang:en)|20
Richmond Football Club|Richmond Football Club (lang:en)|18
Sydney Swans|Sydney Swans (lang:en)|8","| team                                   | teamLabel                           | appearances  |
| -------------------------------------- | ----------------------------------- | ------------ |
| Collingwood Football Club (wd:Q249679) | Collingwood Football Club (lang:en) | 20 (xsd:int) |
| Richmond Football Club (wd:Q2521385)   | Richmond Football Club (lang:en)    | 18 (xsd:int) |
| Sydney Swans (wd:Q2272176)             | Sydney Swans (lang:en)              | 8 (xsd:int)  |","SELECT ?team ?teamLabel(COUNT(?final) AS ?appearances) WHERE {
  VALUES ?team {
    wd:Q249679 wd:Q2521385 wd:Q2272176
  }
  {
    ?final wdt:P2715 ?team
  } UNION {
    ?final wdt:P1346 ?team
  }
  ?team rdfs:label ?teamLabel .
  FILTER(LANG(?teamLabel) = ""en"")
}
GROUP BY ?team ?teamLabel
ORDER BY DESC(?appearances)"
Sort the Formula One seasons where Lewis Hamilton and Mercedes both won championships since 2015 by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,20,,,
"What was the highest attendance recorded for any game played between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series during the 1977, 1978, 2008, and 2009 seasons",64924,,,"SELECT ?game ?attendance WHERE {
  VALUES ?nlcs {
    wd:Q1004352 wd:Q1004228 wd:Q3511262 wd:Q3511261
  }
  ?nlcs wdt:P527 ?game .
  ?game wdt:P149 ?attendance .
}
ORDER BY DESC(?attendance)
LIMIT 10"
"Sort the Boston Red Sox championship series wins by the total attendance of all games played in the series, from highest to lowest. What was the total attendance for the series ranked second in this sorted list",238979,1915 Major League Baseball season (lang:en)|3575289,"| seriesLabel                                 | totalAttendance   |
| ------------------------------------------- | ----------------- |
| 1915 Major League Baseball season (lang:en) | 3575289 (xsd:int) |","SELECT ?seriesLabel(SUM(xsd:integer(?num)) AS ?totalAttendance) WHERE {
  ?series wdt:P1346 wd:Q213959 .
  ?game wdt:P361 ?series .
  ?game p:P1110 / psv:P1110 ?attValue .
  ?attValue wikibase:quantityAmount ?num .
  ?series rdfs:label ?seriesLabel .
  FILTER(LANG(?seriesLabel) = 'en')
}
GROUP BY ?seriesLabel
ORDER BY DESC(?totalAttendance)
LIMIT 1
OFFSET 1"
"Among Kamilla Rytter Juhl, Zhao Yunlei, Christinna Pedersen, Tian Qing, Yu Yang, Wang Xiaoli, and Eom Hye-won, what is the greatest number of BWF Superseries runner-up finishes any of them had in the year 2013",5,,,
"Sort Lewis Hamilton's pole position qualifying times from the 2015 and 2016 Canadian Grands Prix from fastest to slowest. What was the Q3 time of the second race in this sorted list, expressed in milliseconds",74393,,,
Sort the years for which Canadian Grand Prix qualifying tables featuring Lewis Hamilton are provided by his Q3 qualifying time from fastest to slowest. What is the year of the second race in this sorted list,2015,,,"SELECT ?year WHERE {
  ?event wdt:P1204 wd:Q503058 .
  ?event wdt:P585 ?date .
  ?event p:P1344 ?participation .
  ?participation ps:P1344 wd:Q9673 .
  ?participation pq:P1108 ?q3time .
  ?participation pq:P3372 ""Q3"" .
  BIND(STRBEFORE(?q3time , "":"") AS ?minutes_str)
  BIND(STRAFTER(?q3time , "":"") AS ?seconds_str)
  FILTER(CONTAINS(?q3time , "":""))
  FILTER(REGEX(?minutes_str , ""^[0-9]+$""))
  FILTER(REGEX(?seconds_str , ""^[0-9]+\\.[0-9]+$""))
  BIND(xsd:integer(?minutes_str) AS ?minutes)
  BIND(xsd:decimal(?seconds_str) AS ?seconds)
  BIND((?minutes * 60) + ?seconds AS ?total_seconds)
  BIND(YEAR(?date) AS ?year)
}
ORDER BY ?total_seconds
OFFSET 1
LIMIT 1"
"What was the duration in minutes of the third longest game between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series during the years 1977, 1978, 2008, and 2009",220,,,"SELECT ?minutes WHERE {
  VALUES ?year {
    1977 1978 2008 2009
  }
  ?edition wdt:P361 wd:Q1363275 ; wdt:P710 wd:Q334634 ; wdt:P710 wd:Q650840 ; wdt:P585 ?date .
  FILTER(YEAR(?date) = ?year)
  ?edition wdt:P1344 ?game .
  ?game wdt:P710 wd:Q334634 ; wdt:P710 wd:Q650840 ; wdt:P2865 ?minutes .
}
ORDER BY DESC(xsd:integer(?minutes))
OFFSET 2
LIMIT 1"
"Sort the attendance figures for all games played by the Boston Red Sox in the 2018 World Series, 2013 ALCS, and 1975 ALCS from lowest to highest. What is the attendance of the fifth game in this sorted list",38454,,,"SELECT ?attendanceNum WHERE {
  VALUES ?series {
    wd:Q56692089 wd:Q14870260 wd:Q3511178
  }
  {
    ?series wdt:P527 ?game
  } UNION {
    ?game wdt:P361 ?series
  }
  ?game wdt:P1344 wd:Q213959 ; wdt:P1295 ?attendance .
  BIND(xsd:integer(?attendance) AS ?attendanceNum)
}
ORDER BY ASC(?attendanceNum)
LIMIT 1
OFFSET 4"
Sort the durations of the games played in the Boston Red Sox championship series wins up to and including 2018 from shortest to longest. What is the duration in minutes of the third game in this sorted list,160,,,"SELECT(ROUND(?durationSeconds / 60) AS ?durationMinutes) WHERE {
  ?series wdt:P31 wd:Q265538 ; wdt:P1346 wd:Q213959 .
  ?series wdt:P527 ?game .
  ?game wdt:P9236 ?durationSeconds .
  FILTER(isNumeric(?durationSeconds))
}
ORDER BY ?durationSeconds
LIMIT 1
OFFSET 2"
"Rank Collingwood, Richmond, Essendon, St Kilda, and Port Adelaide based on the number of senior premierships they have won from most to least. What is the premiership count of the third club in this ranking",13,,,
Sort the snooker players who participated in the 2002 Masters by their ranking at the start of the 2001/02 season from lowest to highest. What was the rank of the player who ranks fifth in this sorted list,14,,,"SELECT ?rank WHERE {
  ?player wdt:P1344 wd:Q2070302 .
  ?player p:P1345 ?stmt .
  ?stmt ps:P1345 ?rank .
  ?stmt pq:P585 ?date .
  FILTER(STRSTARTS(STR(?date) , '2001-'))
}
ORDER BY ASC(xsd:integer(?rank))
LIMIT 1
OFFSET 4"
"How many baseball games involving the Boston Red Sox were played at Fenway Park across the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",7,0,"| count       |
| ----------- |
| 0 (xsd:int) |","SELECT(COUNT(DISTINCT ?game) AS ?count) WHERE {
  {
    ?game wdt:P361 wd:Q3511178 .
    ?game wdt:P276 wd:Q49136 .
    ?game wdt:P710 wd:Q213959 .
  } UNION {
    ?game wdt:P361 wd:Q14870260 .
    ?game wdt:P276 wd:Q49136 .
    ?game wdt:P710 wd:Q213959 .
  } UNION {
    ?game wdt:P361 wd:Q56692089 .
    ?game wdt:P276 wd:Q49136 .
    ?game wdt:P710 wd:Q213959 .
  }
}"
Sort the Formula One seasons where Lewis Hamilton and Mercedes both won the championship by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,20,,,"SELECT ?seasonLabel ?races WHERE {
  ?season wdt:P3225 wd:Q9673 .
  ?season wdt:P3226 wd:Q172721 .
  ?season wdt:P1107 ?races .
  ?season rdfs:label ?seasonLabel .
  FILTER(LANG(?seasonLabel) = 'en')
}
ORDER BY ASC(?races)"
"What was the greatest game duration in minutes for a Boston Red Sox game played during the 2018 World Series, the 2013 American League Championship Series, or the 1975 American League Championship Series",440,,"| maxDuration |
| ----------- |","SELECT(MAX(?duration) AS ?maxDuration) WHERE {
  VALUES ?series {
    wd:Q56692089 wd:Q14870260 wd:Q3511178
  }
  ?game wdt:P361 ?series .
  ?game wdt:P58 wd:Q213959 .
  ?game wdt:P2078 ?duration .
  FILTER(?duration > 0)
}
ORDER BY DESC(?duration)
LIMIT 1"
What is the greatest number of wooden spoons achieved by either the Richmond Football Club or the Collingwood Football Club in the senior Australian Football League/Victorian Football League competition,7,,,
Sort the years Lewis Hamilton and Mercedes both won the Formula One world championship by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,20,,,
"Sort the attendance numbers for all games in the 1975, 2013, and 2018 championship series involving the Boston Red Sox from lowest to highest. What is the second highest attendance in this sorted list",54367,,,"SELECT(xsd:integer(REPLACE(STR(?att) , "","" , """")) AS ?attendance) WHERE {
  VALUES ?series {
    wd:Q4295899 wd:Q4630084 wd:Q56692089
  }
  {
    ?series wdt:P1344 wd:Q213959
  } UNION {
    ?series wdt:P1345 wd:Q213959
  } UNION {
    ?series wdt:P1346 wd:Q213959
  }
  ?series wdt:P527 ?game .
  ?game wdt:P1538 ?att .
  FILTER(isLiteral(?att) && REGEX(STR(?att) , ""^[0-9,]+$""))
}
ORDER BY DESC(?attendance)
LIMIT 1
OFFSET 1"
Sort the average qualifying positions from lowest to highest for drivers who participated in both the 2015 and 2016 Canadian Grand Prix qualifying sessions. What is the fifth value in this sorted list,6.5,,,"SELECT ?quali15 WHERE {
  wd:Q19704270 wdt:P2322 ?quali15
}"
"What was the highest attendance for a single game in the National League Championship Series between the Los Angeles Dodgers and the Philadelphia Phillies across the 1977, 1978, 2008, and 2009 seasons",64924,,"| maxAttendance |
| ------------- |","SELECT(MAX(?attendance) AS ?maxAttendance) WHERE {
  VALUES ?year {
    1977 1978 2008 2009
  }
  ?series wdt:P31 wd:Q191196 ; wdt:P710 wd:Q334634 ; wdt:P710 wd:Q650840 ; wdt:P585 ?date .
  FILTER(YEAR(?date) = ?year)
  ?series wdt:P527 ?game .
  ?game wdt:P1110 ?attendance .
}"
How many of the teams with Victorian Football League or Australian Football League Grand Finalist history listed in the provided tables also participated in a Grand Final won by Fitzroy Football Club,1,0,"| count       |
| ----------- |
| 0 (xsd:int) |","SELECT(COUNT(DISTINCT ?runnerup) AS ?count) WHERE {
  ?event wdt:P31 wd:Q19842146 ; wdt:P1346 wd:Q3044572 ; wdt:P1201 ?runnerup .
  FILTER(?runnerup != wd:Q3044572)
}"
