question,gold_answer,KG answer,file_path
What 's the genre of the album from the Muscle Shoals Sound Studio by one of the first musicians to specialise on the flute,jazz,|classical music,OTT_QA_dev_complex_01229.json
who is on the board of directors at Tesla,"['Robyn Denholm', 'Elon Musk', 'Kimbal Musk', 'Ira Ehrenpreis', 'James Murdoch', 'Kathleen Wilson-Thompson', 'Joe Gebbia', 'J. B. Straubel']","Ira Ehrenpreis
Joe Gebbia
Elon Musk
James Murdoch
Robyn Denholm
Kathleen Wilson-Thompson
J. B. Straubel
Kimbal Musk
Hiromichi Mizuno
Larry Ellison",Monaco_time_complex_00722.json
Who was the Who was the head coach of the Chicago Fire Football Club,Ezra Hendrickson,Gregg Berhalter,CompMix_infobox_complex_00095.json
What is the capacity of the stadium where the 2014 Southeastern Conference SEC vs Power Conference game is played between two teams from Kentucky,"79,560",61000.0,OTT_QA_dev_complex_01289.json
What is the capacity of The City of Manchester stadium for domestic football games,"53,400",|55017.0,CompMix_infobox_complex_00113.json
What was the name of the actor who played Charlie in Willy Wonka and the Chocolate Factory,Peter Ostrum,"Michael Bollner|Michael Bollner (lang:en)
Kurt Großkurth|Kurt Großkurth (lang:en)
David Battley|David Battley (lang:en)
Peter Stuart|Peter Stuart (lang:en)
wd:Q138505794|Albert Wilkinson (lang:en)
...|...
Werner Heyking|Werner Heyking (lang:en)
Tim Brooke-Taylor|Tim Brooke-Taylor (lang:en)
Günter Meisner|Günter Meisner (lang:en)
Peter Capell|Peter Capell (lang:en)
Ursula Reit|Ursula Reit (lang:en)",CompMix_table_complex_00341.json
What is the record label of the band with the single Drunken Lullabies that is available as a premium download in Rock Band Reloaded,Borstal Beat Records,SideOneDummy Records,OTT_QA_dev_complex_01288.json
"What sea contains the Lampedusa , the enclosed part of the nation that hosted the Primavera Rosa in the 2003 UCI Women 's Road World Cup",Tunisian,Mediterranean Sea,OTT_QA_dev_complex_01108.json
Who were the main actors in The Sting that won an Academy Award for Best Picture over American Graffiti,Paul Newman;Robert Redford;Robert Shaw,"Paulene Myers
John Quade
Larry D. Mann
Brad Sullivan
Robert Earl Jones
...
Dana Elcar
Robert Redford
Ray Walston
William Benedict
Harold Gould",CompMix_infobox_complex_00005.json
What languages are spoken in Scandinavia,"[['Danish', 'German'], ['Norwegian', 'Kven', 'Romani', 'Scandoromani', 'Norwegian Sign Language'], ['Swedish', 'Sámi', 'Finnish', 'Meänkieli', 'Romani', 'Yiddish'], ['Swedish'], ['Faroese', 'Danish'], ['Finnish', 'Swedish', 'Sami', 'Karelian', 'Finnish Kalo', 'Finnish Sign Language', 'Finland-Swedish Sign Language'], ['Icelandic']]","Norway|Nynorsk
Norway|Bokmål
Norway|Sámi
Norway|Norwegian
Sweden|Swedish
Denmark|Danish",Monaco_non_time_complex_00839.json
Which book by John le Carré was the last to feature the character George Smiley,A Legacy of Spies,"Smiley's People
The Honourable Schoolboy
A Murder of Quality
The Looking Glass War
The Secret Pilgrim
The Spy Who Came in from the Cold
Tinker Tailor Soldier Spy
Call for the Dead",CompMix_table_complex_00391.json
"What MLB team was the 2008 Major League Baseball draft player who was renowned for his ability to work the corners of the plate , drafted to",Minnesota Twins,Los Angeles Angels,OTT_QA_dev_complex_01005.json
What is the longitude of the place from the National Register of Historic Places where you could find a member of the Century Pioneer Family Farm Program,82°39′03″W,spatial reference system (wd:P3037)|POINT(10.261996 52.742848) (geo:wktLiteral),OTT_QA_dev_complex_01034.json
What is the lowest number of Grand Final appearances for the senior team of either the Richmond or Collingwood football club in the Victorian Football League/Australian Football League,11,0,Sportsreason_TANQ_complex_01401.json
Sort the Formula One seasons when Michael Schumacher was Drivers' Champion by the number of races from lowest to highest. What is the number of races in the third season in the sorted list,17,2000 Formula One World Championship|17.0,Sportsreason_TANQ_complex_01389.json
What is the number of seasons of the TV series Money Heist,3,3.0,CompMix_infobox_complex_00222.json
What was the nickname of the soccer club New York Red Bulls soccer team,The Red Bulls Metro,Metro (lang:en),CompMix_infobox_complex_00094.json
When and where were all the members of the Beatles born,"[['John Lennon', '9 October 1940', 'Liverpool, England'], ['Paul McCartney', '18 June 1942', 'Liverpool, England'], ['George Harrison', '25 February 1943', 'Liverpool, England'], ['Ringo Starr', '7 July 1940', 'Liverpool, England']]","John Lennon|1940-10-09T00:00:00Z|Liverpool Maternity Hospital
Paul McCartney|1942-06-18T00:00:00Z|Walton Hospital
Ringo Starr|1940-07-07T00:00:00Z|Dingle
George Harrison|1943-02-25T00:00:00Z|12 Arnold Grove",Monaco_non_time_complex_00868.json
Who was the lyricist of the music Love Me Like You Do,"Max Martin,Savan Kotecha,Ilya Salmanzadeh,Ali Payami,Tove Nilsson","Tove Lo
Ilya Salmanzadeh
Ali Payami
Max Martin
Savan Kotecha",CompMix_infobox_complex_00260.json
"Besides Tom Brady, what 2022 Bucs player has been playing in the NFL for over ten years","['Blaine Gabbert', 'Mike Evans', 'Julio Jones', 'Kyle Rudolph', 'Ryan Jensen', 'William Gholston', 'Akiem Hicks', 'Lavonte David', 'Sean Murphy-Bunting', 'Ryan Succop']",Category:Tampa Bay Buccaneers players,Monaco_time_complex_00710.json
Sort the Formula One seasons where Lewis Hamilton and Mercedes both won championships since 2015 by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,20,"2020 Formula One World Championship|17.0
2015 Formula One World Championship|19.0",Sportsreason_TANQ_complex_01343.json
Which independent countries was Elizabeth II Queen of throughout her lifetime,"['United Kingdom', 'Canada', 'Australia', 'New Zealand', 'South Africa', 'Pakistan', 'Ceylon', 'Ghana', 'Nigeria', 'Sierra Leone', 'Tanganyika', 'Jamaica', 'Trinidad and Tobago', 'Uganda', 'Kenya', 'Malawi', 'Malta', 'The Gambia', 'Rhodesia', 'Guyana', 'Barbados', 'Mauritius', 'Fiji', 'The Bahamas', 'Grenada', 'Papua New Guinea', 'Solomon Islands', 'Tuvalu', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Belize', 'Antigua and Barbuda', 'Saint Kitts and Nevis']",United Kingdom,Monaco_non_time_complex_00818.json
Return the major ancestry groups of Asian Americans along with the languages and major religions practiced by each group.,"[['Chinese American', 'various varieties of Chinese', '52% Irreligion'], ['Filipino Americans', 'Filipino', 'Christianity'], ['Vietnamese Americans', 'English', 'Buddhism (43%)'], ['Indian Americans', 'Hindi', 'Hinduism'], ['Indian Americans', 'Hindi', 'Christianity'], ['Indian Americans', 'Hindi', 'Islam'], ['Indian Americans', 'Hindi', 'Sikhism'], ['Indian Americans', 'Hindi', 'Other religion'], ['Indian Americans', 'Hindi', 'No religion'], ['Korean Americans', 'English', '61% Protestantism'], ['Korean Americans', 'English', '23% Unaffiliated'], ['Korean Americans', 'English', '10% Roman Catholicism'], ['Korean Americans', 'English', '6% Buddhism'], ['Korean Americans', 'Korean', '61% Protestantism'], ['Korean Americans', 'Korean', '23% Unaffiliated'], ['Korean Americans', 'Korean', '10% Roman Catholicism'], ['Korean Americans', 'Korean', '6% Buddhism'], ['Japanese Americans', 'American English', 'Protestantism'], ['Japanese Americans', 'American English', 'Unaffiliated'], ['Japanese Americans', 'American English', 'Buddhism'], ['Japanese Americans', 'American English', 'Catholicism'], ['Japanese Americans', 'American English', 'Shinto'], ['Japanese Americans', 'Japanese', 'Protestantism'], ['Japanese Americans', 'Japanese', 'Unaffiliated'], ['Japanese Americans', 'Japanese', 'Buddhism'], ['Japanese Americans', 'Japanese', 'Catholicism'], ['Japanese Americans', 'Japanese', 'Shinto']]","Japanese people|Japanese people (lang:en)|Japanese|shinbutsu-shūgō
Japanese people|Japanese people (lang:en)|Japanese|Christianity in Japan
Japanese people|Japanese people (lang:en)|Japanese|Buddhism
Han Chinese people|Han Chinese people (lang:en)|Chinese|Chinese folk religion
Han Chinese people|Han Chinese people (lang:en)|Chinese|ancestor worship
...|...|...|...
Indians|Indians (lang:en)|Gujarati|Zoroastrianism
Indians|Indians (lang:en)|Punjabi|Zoroastrianism
Indians|Indians (lang:en)|Tamil|Zoroastrianism
Indians|Indians (lang:en)|Telugu|Zoroastrianism
Indians|Indians (lang:en)|Bangla|Zoroastrianism",Monaco_non_time_complex_00774.json
What is the nationality of the artist whose song was played during the lowest rated dance in week 7 of Strictly Come Dancing series 17,American,"Bucky Pizzarelli|United States
Bucky Pizzarelli|United States
Bucky Pizzarelli|United States
Bucky Pizzarelli|United States
Bucky Pizzarelli|United States
...|...
Miklós Fenyő|Hungary
Miklós Fenyő|Hungary
Miklós Fenyő|Hungary
Miklós Fenyő|Hungary
Buckwheat Zydeco|United States",OTT_QA_dev_complex_01174.json
How many matches have Zinedine Zidane played for France national football team,108,"Zinedine Zidane|2
Zinedine Zidane|3",CompMix_infobox_complex_00193.json
Who managed Norwich City F.C. when they were promoted to the English Premier League in 2021,Daniel Farke,Philippe Clement,CompMix_table_complex_00357.json
What are Quentin Tarantino's five highest grossing films in descending order,"['Django Unchained', 'Once Upon a Time in Hollywood', 'Inglourious Basterds', 'Pulp Fiction', 'Kill Bill: Volume 1']","Pulp Fiction
Death Proof
Four Rooms
The Movie Critic
Reservoir Dogs: Sundance Institute 1991 June Film Lab",Monaco_time_complex_00738.json
What was the name of the dog that played the character of Lassie in the TV series Lassie,Pal,"Lassie
Lassie
Lassie
Lassie
Lassie
...
Lassie
Lassie
Lassie
Lassie
Lassie",CompMix_infobox_complex_00017.json
Of the games played before October 28 who was the coach of the 1914 Army Cadets football team with the smallest margin of victory,George Sandy Sanford,Charles Dudley Daly,OTT_QA_dev_complex_01240.json
What is the running time of the first movie of The Hobbit series - The Hobbit: An Unexpected Journey,169 minutes,"169.0
182.0",CompMix_infobox_complex_00007.json
Which football club was represented by the soccer player Raúl González in the year 2002,Real Madrid,"Cosenza Calcio
A.S. Martina Franca 1947
Central Córdoba de Rosario
U.S. Darfo Boario S.S.D.
Cosenza Calcio 1914
...
Brescia Calcio
F.C. Crotone
Quilmes Atlético Club
Argentina men's national association football team
U.S. Salernitana 1919",CompMix_table_complex_00365.json
What is the run time of the movie The King of Pigs,97 minutes,97.0,CompMix_infobox_complex_00234.json
What is the main topic of the television series Better Call Saul,black comedy,"drama fiction
legal drama
tragedy
crime television series",CompMix_infobox_complex_00241.json
Which player was the top goalscorer in the 2021 MLS regular season,Valentín Castellanos,"Jeong Sang-bin
Aziel Jackson
Kyle Hiebert
Jayden Reid
Caden Glover
Jared Stroud
Roman Bürki
Nicholas Gioacchini",CompMix_infobox_complex_00257.json
What is the name of the actor who plays the leading role in the movie The Terminator,Arnold Schwarzenegger,"Bill Paxton
Rick Rossovich
Dick Miller
Linda Hamilton
Shawn Schepps
...
Earl Boen
Marianne Muellerleile
Franco Columbu
William Wisher Jr.
Brian Thompson",CompMix_infobox_complex_00020.json
Name the historic era in which each novel by Alexander Dumas pere is set.,"[['The Fencing Master', 'Decembrist revolt'], ['The Corsican Brothers', 'The Victorian era'], ['The Black Tulip', 'Renaissance'], ['La Sanfelice', 'French Revolutionary War.'], ['The Prussian Terror', ""Seven Weeks' War""], ['Georges', '1815–1839: the era of the Bourbon Restoration through the reign of Louis-Philippe of France. It begins on the day that Napoleon left his first island of exile, Elba, beginning the Hundred Days period.'], ['The Count of Monte Cristo', 'during the historical events of 1815–1839: the era of the Bourbon Restoration through the reign of Louis-Philippe of France. It begins on the day that Napoleon left his first island of exile, Elba, beginning the Hundred Days period when Napoleon returned to power.'], ['The Three Musketeers', 'Ancien Régime'], ['Twenty Years After', 'reign of Louis XIV'], ['Twenty Years After', 'English Civil War'], ['Louis XIV and His Century', 'Great Century'], ['La Reine Margot', 'the French Wars of Religion.'], ['La Dame de Monsoreau', 'French Wars of Religion'], ['The Forty-Five Guardsmen', 'French Wars of Religion'], ['Ascanio', 'the Renaissance'], ['The Page of the Duke of Savoy', 'French Wars of Religion'], [""Andrée de Taverney, or The Mesmerist's Victim"", 'French Revolution'], [""The Queen's Necklace"", 'the Affair of the Diamond Necklace'], ['Ange Pitou', 'The French Revolution'], ['Le Chevalier de Maison-Rouge', 'Reign of Terror'], ['Captain Paul', 'American Revolutionary War.'], ['The Conspirators', '1718'], ['The Vicomte de Bragelonne', '1660s'], [""The Women's War"", 'the Fronde'], ['Joseph Balsamo', 'The French Revolution'], ['The Royal Life Guard or The Flight of the Royal Family.', 'The French Revolution'], ['The Companions of Jehu', 'French revolution'], ['The Knight of Sainte-Hermine', 'rise of the Napoleonic Empire'], ['Isaac Laquedem', '1228'], ['The Two Dianas', ""1500's""], ['The Horoscope: a romance of the reign of François II', 'French Wars of Religion'], ['Robin Hood the Outlaw', 'crusades'], ['The Countess of Salisbury', '14th century']]","The Three Musketeers|17th century
The Count of Monte Cristo|1814",Monaco_non_time_complex_00767.json
What was the difference in the number of games played between the 2008 National League Championship Series and the 1977 National League Championship Series,1,2008 National League Championship Series|1977 National League Championship Series|5.0|4.0|1.0,Sportsreason_TANQ_complex_01493.json
What is the name of the narrator of the series Gossip Girl,Kristen Bell,"Blair Waldorf
Ivy Dickens
Serena van der Woodsen
Vanessa Abrams
Charles Bartholomew Bass
Nate Archibald
Jenny Humphrey
Lily van der Woodsen
Dan Humphrey",CompMix_infobox_complex_00277.json
What are the main differences between the election system in Germany and the US,"['Plurality voting refers to electoral systems in which the candidate in an electoral district who poll more than any other (that is, receive a plurality) are elected. Under single-winner plurality voting, and in systems based on single-member districts, plurality voting is called single member  plurality (SMP), which is widely known as first-past-the-post. In SMP/FPTP the leading candidate, whether or not they have a majority of votes, is elected.', 'Party-list proportional representation (list-PR) is a subset of proportional representation electoral systems in which multiple candidates are elected (e.g., elections to parliament) through their position on an electoral list. They can also be used as part of mixed-member electoral systems.']","2016 Oldham Metropolitan Borough Council election in Failsworth East|first-past-the-post voting
2016 Oldham Metropolitan Borough Council election in Failsworth West|first-past-the-post voting
2016 Oldham Metropolitan Borough Council election in Hollinwood|first-past-the-post voting
2016 Oldham Metropolitan Borough Council election in Medlock Vale|first-past-the-post voting
2016 Oldham Metropolitan Borough Council election in Royton North|first-past-the-post voting
...|...
2016 Oldham Metropolitan Borough Council election in Chadderton Central|first-past-the-post voting
2016 Oldham Metropolitan Borough Council election in Chadderton North|first-past-the-post voting
2016 Oldham Metropolitan Borough Council election in Chadderton South|first-past-the-post voting
2016 Oldham Metropolitan Borough Council election in Coldhurst|first-past-the-post voting
2016 Oldham Metropolitan Borough Council election in Crompton|first-past-the-post voting",Monaco_non_time_complex_00798.json
Which football player was awarded FIFA world player of the year in 1999,Rivaldo,"Fabio Cannavaro
Birgit Prinz
Cristiano Ronaldo
Romário
Zinedine Zidane
...
Luka Modrić
Ronaldo
Kaká
Lionel Messi
Roberto Baggio",CompMix_table_complex_00486.json
"Among Collingwood, Richmond, and the Sydney Swans, what is the second lowest number of Grand Final appearances each team has made in the VFL/AFL competition",13,"1997–98 Bayernliga|1
2006 Tippeligaen|1
2008 Tippeligaen|1",Sportsreason_TANQ_complex_01489.json
