question,gold_answer,result_cleaned,result,sparql
"Sort all games played between the Los Angeles Dodgers and the Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series by game duration from longest to shortest. What was the duration in minutes of the third longest game",224,,,"SELECT ?duration WHERE {
  ?event wdt:P1303 wd:Q15933 ; wdt:P1303 wd:Q22205 ; wdt:P580 ?eventStart .
  BIND(year(?eventStart) AS ?year)
  FILTER(?year IN(1978 , 2008 , 2009))
  ?game wdt:P174 ?event ; wdt:P2513 ?duration .
}
ORDER BY DESC(?duration)
LIMIT 3"
"Sort all games played between the Los Angeles Dodgers and Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series by game duration from shortest to longest. What was the duration in minutes of the fifth shortest game",156,,,"SELECT ?duration WHERE {
  ?series wdt:P31 wd:Q3392064 ; wdt:P1319 ?year ; wdt:P1676 wd:Q334634 ; wdt:P1676 wd:Q650840 .
  VALUES ?year {
    ""1977"" ""1978"" ""2008"" ""2009""
  }
  ?series wdt:P1545 ?game .
  ?game wdt:P1068 ?duration .
}
ORDER BY ASC(?duration)
OFFSET 4
LIMIT 1"
"What was the attendance figure for the game ranked third when sorting all games played between the Los Angeles Dodgers and Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series by attendance from highest to lowest",63460,,,"SELECT ?attendance WHERE {
  VALUES ?series {
    wd:Q1004352 wd:Q1004228 wd:Q3511262 wd:Q3511261
  }
  ?game wdt:P361 ?series .
  {
    ?game wdt:P176 wd:Q1264438 ; wdt:P178 wd:Q101288
  } UNION {
    ?game wdt:P176 wd:Q101288 ; wdt:P178 wd:Q1264438
  }
  ?game wdt:P1110 ?attendance .
}
ORDER BY DESC(?attendance)
LIMIT 1
OFFSET 2"
Sort the duration of games the St. Louis Cardinals played in the 1982 National League Championship Series and the 2013 National League Championship Series from shortest to longest. What is the duration in minutes of the third game in this sorted list,166,,,"SELECT ?duration WHERE {
  {
    wd:Q3511232 wdt:P361 ?game ; wdt:P2047 ?duration
  } UNION {
    wd:Q14870261 wdt:P361 ?game ; wdt:P2047 ?duration
  }
}
ORDER BY ASC(?duration)
LIMIT 1
OFFSET 2"
"Considering the 2000 Louis Vuitton Cup, 2000 America's Cup, 2011 Extreme Sailing Series, 2021 Prada Cup, and 2021 America's Cup, what is the difference between the number of events won by Luna Rossa and the number of events won by Team New Zealand",1,0,"| diff        |
| ----------- |
| 0 (xsd:int) |","SELECT((?luna_count - ?nz_count) AS ?diff) WHERE {
  {
    SELECT(COUNT(*) AS ?luna_count) WHERE {
      VALUES ?event {
        wd:Q4547632 wd:Q4547532 wd:Q21757279 wd:Q65360864 wd:Q103872271
      }
      ?event wdt:P530 wd:Q65307047
    }
  }
  {
    SELECT(COUNT(*) AS ?nz_count) WHERE {
      VALUES ?event {
        wd:Q4547632 wd:Q4547532 wd:Q21757279 wd:Q65360864 wd:Q103872271
      }
      ?event wdt:P530 wd:Q159038
    }
  }
}"
"Sort the attendance figures from all games played between the Los Angeles Dodgers and Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series from highest to lowest. What is the third highest attendance figure",63460,,,
Sort the people who worked for Brentford and were born on or before 1956 by their birth year from oldest to youngest. How many people in this sorted list have a total career appearances count listed in the table detailing Paul Smith's statistics,0,0,"| count       |
| ----------- |
| 0 (xsd:int) |","SELECT(COUNT(?person) AS ?count) WHERE {
  ?person wdt:P1473 wd:Q19571 .
  ?person wdt:P569 ?birthDate .
  FILTER(SUBSTR(STR(?birthDate) , 1 , 4) <= ""1956"")
  .
  ?person wdt:P1350 ?appearances .
}"
Sort the National League Championship Series between the Philadelphia Phillies and the Los Angeles Dodgers by the total number of games played in descending order. What was the total number of games played in the third series in this sorted list,4,,,"SELECT ?games WHERE {
  ?series wdt:P31 wd:Q1363275 ; wdt:P1923 wd:Q650840 ; wdt:P1923 wd:Q334634 .
  ?series wdt:P1350 ?games .
}
ORDER BY DESC(?games)
LIMIT 1
OFFSET 2"
Sort the National League Championship Series contested by the Los Angeles Dodgers and the Philadelphia Phillies by their total attendance from highest to lowest. What was the total attendance for the series that ranks second in this sorted list,260092,,,"SELECT ?series ?attendance WHERE {
  ?series wdt:P31 wd:Q13406554 ; wdt:P1923 wd:Q334634 ; wdt:P1923 wd:Q650840 ; wdt:P1110 ?attendance .
}
ORDER BY DESC(?attendance)
LIMIT 2"
"Sort the number of rounds participated by Franck Montagny, Anthony Davidson, Gianmaria Bruni, the Arrows drivers, Allan McNish, and Felipe Massa as listed in the provided data from lowest to highest. What is the fifth number in this sorted list",15,,,
"Sort the St. Louis Cardinals' winning playoff series by the total number of games played from highest to lowest, using the year as a tiebreaker from most recent to earliest. What is the number of games played in the series ranked second",7,,,"SELECT ?games WHERE {
  ?series wdt:P31 wd:Q3613361 .
  ?series wdt:P1327 wd:Q504309 .
  ?series wdt:P1350 ?games .
  ?series wdt:P585 ?year .
}
ORDER BY DESC(?games) DESC(?year)
LIMIT 1
OFFSET 1"
"When sorting the National League Championship Series contested by both the Los Angeles Dodgers and the Philadelphia Phillies by total attendance from lowest to highest, what was the total attendance for the second series in that ranking",240584,,,"SELECT ?attendance WHERE {
  {
    ?series wdt:P31 wd:Q1363275 ;
            wdt:P1328 wd:Q334634 ;
            wdt:P1330 wd:Q650840 ;
            wdt:P1110 ?attendance .
  }
  UNION
  {
    ?series wdt:P31 wd:Q1363275 ;
            wdt:P1328 wd:Q650840 ;
            wdt:P1330 wd:Q334634 ;
            wdt:P1110 ?attendance .
  }
  ORDER BY ASC(?attendance)
  LIMIT 1 OFFSET 1
}"
"Among games won by the Boston Red Sox in the 1975 and 2013 American League Championship Series and the 2018 World Series, sort the attendance figures from lowest to highest. What is the second attendance number in this sorted list",35578,,,"SELECT ?attendance WHERE {
  VALUES ?series {
    wd:Q3511178 wd:Q14870260 wd:Q56692089
  }
  ?game wdt:P1545 ?series .
  ?game wdt:P2881 wd:Q1825 .
  ?game wdt:P1110 ?attendance .
  FILTER(isNumeric(?attendance))
}
ORDER BY ASC(?attendance)
OFFSET 1
LIMIT 1"
"Sort all games from the 2018 World Series, 2013 American League Championship Series, and 1975 American League Championship Series by attendance from highest to lowest. What was the attendance of the third game in this sorted list",53114,,,"SELECT ?attendance WHERE {
  {
    ?game wdt:P361 wd:Q56692089 ; wdt:P1110 ?attendance
  } UNION {
    ?game wdt:P361 wd:Q14870260 ; wdt:P1110 ?attendance
  } UNION {
    ?game wdt:P361 wd:Q3511178 ; wdt:P1110 ?attendance
  }
}
ORDER BY DESC(?attendance)
LIMIT 1
OFFSET 2"
"What was the highest attendance recorded for any single game played by the Boston Red Sox during their winning 2018 World Series, 2013 American League Championship Series, or 1975 American League Championship Series appearances",54400,,,"SELECT ?attendance WHERE {
  VALUES ?series {
    wd:Q56692089 wd:Q14870260 wd:Q3511178
  }
  ?game wdt:P527 ?series ; wdt:P1110 ?attendance .
  {
    ?game wdt:P1832 wd:Q213959
  } UNION {
    ?game wdt:P1833 wd:Q213959
  }
}
ORDER BY DESC(?attendance)
LIMIT 1"
"What was the greatest margin of victory or defeat in any single game played by the Boston Red Sox during their 1975 American League Championship Series, 2013 American League Championship Series, or 2018 World Series appearances",6,,,"SELECT ?game(ABS(?redSoxScore - ?opponentScore) AS ?margin) WHERE {
  VALUES ?series {
    wd:Q3511178 wd:Q14870260 wd:Q56692089
  }
  ?game wdt:P154 ?series .
  ?game wdt:P31 wd:Q2895913 .
  {
    ?game wdt:P1898 wd:Q213959 ; wdt:P290 ?redSoxScore ; wdt:P291 ?opponentScore .
  } UNION {
    ?game wdt:P1895 wd:Q213959 ; wdt:P291 ?redSoxScore ; wdt:P290 ?opponentScore .
  }
}
ORDER BY DESC(?margin)
LIMIT 1"
"Sort the number of senior premierships won by Collingwood, Richmond, Essendon, St Kilda, and Port Adelaide in the main Australian rules football competition from lowest to highest. What is the third number in this sorted list",13,,,"SELECT ?team(COUNT(?competition) AS ?premierships) WHERE {
  VALUES ?team {
    wd:Q76560 wd:Q66634 wd:Q5752 wd:Q77234 wd:Q20410
  }
  ?competition wdt:P1346 ?team .
  ?competition wdt:P1545 ?league .
  VALUES ?league {
    wd:Q50783 wd:Q2352741
  }
}
GROUP BY ?team
ORDER BY ?premierships"
Sort the game times for all National League Championship Series games played between the Los Angeles Dodgers and the Philadelphia Phillies after 1978 from shortest to longest. What is the third shortest game time in minutes,185,,,"SELECT ?game ?duration_minutes WHERE {
  ?series wdt:P31 wd:Q1422771 ; wdt:P585 ?event_date ; wdt:P1545 wd:Q334634 ; wdt:P1545 wd:Q650840 .
  FILTER(YEAR(?event_date) > 1978)
  ?game wdt:P1544 ?series ; wdt:P1227 ?duration .
  BIND(xsd:integer(REPLACE(STR(?duration) , ""PT(\\d+)H(\\d+)M"" , ""$1 * 60 + $2"")) AS ?duration_minutes)
  FILTER(isNumeric(?duration_minutes))
}
ORDER BY ?duration_minutes
LIMIT 3
OFFSET 2"
Sort the game durations in minutes for the National League Championship Series games between the Los Angeles Dodgers and the Philadelphia Phillies from shortest to longest. What is the duration of the second shortest game,134,,,"SELECT ?duration WHERE {
  {
    ?game wdt:P1440 wd:Q334634 ; wdt:P1441 wd:Q650840
  } UNION {
    ?game wdt:P1440 wd:Q650840 ; wdt:P1441 wd:Q334634
  }
  ?game wdt:P1455 ?series .
  ?series wdt:P31 wd:Q1363275 .
  ?game wdt:P2090 ?duration .
}
ORDER BY ?duration
LIMIT 2
OFFSET 1"
Sort the Boston Red Sox competition victories (with a start time of 2018 or earlier) by the attendance of Game 1 from highest to lowest. What was the attendance of Game 1 for the competition that ranks second in this list,38210,,,"SELECT ?attendance WHERE {
  ?competition wdt:P58 wd:Q342015 ; wdt:P580 ?date .
  BIND(YEAR(?date) AS ?year)
  .
  FILTER(?year <= 2018)
  .
  ?competition wdt:P515 ?game .
  ?game wdt:P1010 1 .
  ?game wdt:P1090 ?attendance .
}
ORDER BY DESC(?attendance)
LIMIT 1
OFFSET 1"
"Among Kamilla Rytter Juhl, Zhao Yunlei, Christinna Pedersen, Tian Qing, Yu Yang, and Eom Hye-won, sort the number of BWF Superseries events won in 2013 from highest to lowest. What is the second number in this sorted list",4,,,"SELECT ?player(COUNT(DISTINCT ?event) AS ?count) WHERE {
  ?event wdt:P31 wd:Q973810 ; wdt:P2245 wd:Q1967541 ; wdt:P585 ?date ; wdt:P1370 ?winnerTeam .
  ?winnerTeam wdt:P527 ?player .
  FILTER(SUBSTR(STR(?date) , 1 , 4) = ""2013"")
  VALUES ?player {
    wd:Q175307 wd:Q197475 wd:Q290885 wd:Q270165 wd:Q286059 wd:Q517090
  }
}
GROUP BY ?player
ORDER BY DESC(?count)"
What was the difference in the number of races between the Formula One season with the most Grands Prix and the season with the fewest Grands Prix during the years Lewis Hamilton and Mercedes won the championship together,2,,"| difference |
| ---------- |","SELECT(MAX(?races) - MIN(?races) AS ?difference) WHERE {
  ?season wdt:P139 wd:Q175891 ; wdt:P139 wd:Q5988 ; wdt:P2255 ?races .
}"
"How many games involving the St. Louis Cardinals were played at Busch Stadium or Busch Stadium (II) across their 1982, 2006, and 2013 National League Championship Series appearances and their 2011 World Series appearance",12,,,
"Among the Canadian Grand Prix qualifying sessions where Lewis Hamilton achieved pole position, sort the sessions by his Q3 time from fastest to slowest. What is the year of the race that ranks second in this sorted list",2015,,,"SELECT(YEAR(?date) AS ?year) WHERE {
  wd:Q9673 p:P1545 ?stmt .
  ?stmt ps:P1545 ?q3_time .
  ?stmt pq:P1546 wd:Q1706250 .
  ?stmt ps:P1279 ?race .
  ?race wdt:P119 wd:Q172860 ; wdt:P585 ?date .
  ?race a wd:Q1459166 .
}
ORDER BY ASC(?q3_time)
OFFSET 1
LIMIT 1"
What is the difference between the number of games the St. Louis Cardinals won at Busch Stadium in the 2011 World Series and the number of games they won at Busch Stadium in the 2011 National League Championship Series,1,,,"SELECT (?nlcs_count - ?ws_count) AS ?diff WHERE {
  {
    SELECT (COUNT(*) AS ?nlcs_count) WHERE {
      ?nlcs_game wdt:P1546 wd:Q1099083 ;
                 wdt:P119 wd:Q7359630 ;
                 wdt:P2525 ?home_score ;
                 wdt:P2526 ?away_score .
      FILTER (?home_score > ?away_score)
    }
  }
  {
    SELECT (COUNT(*) AS ?ws_count) WHERE {
      ?ws_game wdt:P1546 wd:Q1073856 ;
               wdt:P119 wd:Q7359630 ;
               wdt:P2525 ?home_score ;
               wdt:P2526 ?away_score .
      FILTER (?home_score > ?away_score)
    }
  }
}"
"Sort the attendance figures for all games played by the St. Louis Cardinals in the 1982 NLCS, 2006 NLCS, 2011 World Series, 2013 NLCS, and 2011 NLCS from highest to lowest. What is the fifth highest attendance figure",53992,,,"SELECT ?attendance WHERE {
  VALUES ?series {
    wd:Q3511232 wd:Q3511260 wd:Q1188429 wd:Q14870261 wd:Q1099083
  }
  ?game wdt:P1545 ?series .
  ?game wdt:P1923 wd:Q185830 .
  ?game wdt:P1110 ?attendance .
}
ORDER BY DESC(?attendance)
LIMIT 5"
"What is the total number of games played by the St. Louis Cardinals across the 1982, 2006, 2011, and 2013 National League Championship Series, and the 2011 World Series, based on the game-by-game summaries available",29,,,"SELECT (SUM(?wins + ?losses) AS ?total) WHERE {
  VALUES ?series { wd:Q3511232 wd:Q3511260 wd:Q1099083 wd:Q14870261 wd:Q1188429 }
  wd:Q504309 p:P2709 ?statement.
  ?statement ps:P2709 ?series.
  ?statement pq:P2557 ?result.
  BIND(STRBEFORE(?result, '-') AS ?wins_str)
  BIND(STRAFTER(?result, '-') AS ?losses_str)
  BIND(STRTOINT(?wins_str) AS ?wins)
  BIND(STRTOINT(?losses_str) AS ?losses)
}"
Sort the Melbourne-based teams that were competitors in a Grand Final won by Geelong by their total number of senior premierships from highest to lowest. What is the number of premierships for the team ranked second,15,,,"SELECT ?premierships WHERE {
  {
    ?event wdt:P31 wd:Q5487442;  # AFL Grand Final
           wdt:P178 wd:Q958369;  # Geelong won
           wdt:P179 ?opponent.   # Runner-up (Melbourne-based)
    ?opponent wdt:P131 wd:Q1735;  # Melbourne-based team
    ?opponent wdt:P2039 ?premierships.  # Senior premierships count
  }
  UNION
  {
    ?event wdt:P31 wd:Q390997;  # VFL Grand Final
           wdt:P178 wd:Q958369;
           wdt:P179 ?opponent.
    ?opponent wdt:P131 wd:Q1735;
    ?opponent wdt:P2039 ?premierships.
  }
} ORDER BY DESC(?premierships) LIMIT 1 OFFSET 1"
"Among Australian Football League clubs that have won more than 5 senior premierships, sort them by the number of premierships from highest to lowest. What is the number of premierships won by the team ranked fourth",11,,,"SELECT(COUNT(?comp) AS ?premierships) WHERE {
  ?comp wdt:P118 wd:Q50783 ; wdt:P1346 ?club
}
GROUP BY ?club
HAVING(COUNT(?comp) > 5)
ORDER BY DESC(COUNT(?comp))
OFFSET 3
LIMIT 1"
Sort the game durations from shortest to longest for games played by the St. Louis Cardinals in playoff series they won with an end date of 1985 or later. What is the duration in minutes of the fourth shortest game,174,,,
"What was the duration in minutes of the sixteenth longest game played between the Philadelphia Phillies and Los Angeles Dodgers in the National League Championship Series across the years 1977, 1978, 2008, and 2009",138,,,"SELECT ?duration WHERE {
  VALUES ?year {
    1977 1978 2008 2009
  }
  ?series wdt:P31 wd:Q1363275 ; wdt:P585 ?date .
  BIND(YEAR(?date) AS ?series_year)
  FILTER(?series_year = ?year)
  ?game wdt:P3875 ?series ; wdt:P2041 ?duration ; wdt:P541 wd:Q54274 ; wdt:P541 wd:Q183302 .
}
ORDER BY DESC(?duration)
LIMIT 1
OFFSET 15"
"What is the total number of games featuring the St. Louis Cardinals played at Busch Stadium or Busch Stadium (II) across the 1982, 2006, 2011, and 2013 National League Championship Series and the 2011 World Series",15,0,"| total       |
| ----------- |
| 0 (xsd:int) |","SELECT(COUNT(DISTINCT ?game) AS ?total) WHERE {
  {
    VALUES ?year {
      1982 2006 2011 2013
    }
    ?series wdt:P31 wd:Q415767 ; wdt:P180 wd:Q11851 ; wdt:P585 ?date .
    BIND(YEAR(?date) AS ?seriesYear)
    FILTER(?seriesYear = ?year)
    ?game wdt:P1545 ?series ; wdt:P644 wd:Q651608 , wd:Q122710 .
  } UNION {
    ?series wdt:P31 wd:Q3577786 ; wdt:P180 wd:Q11851 ; wdt:P585 ?date .
    BIND(YEAR(?date) AS ?seriesYear)
    FILTER(?seriesYear = 2011)
    ?game wdt:P1545 ?series ; wdt:P644 wd:Q651608 , wd:Q122710 .
  }
}"
"Among the Collingwood, Richmond, and Sydney Swans VFL/AFL teams, sort them by their total number of Grand Final appearances from highest to lowest. What is the number of appearances for the team that ranks second",13,Collingwood Football Club|42|Richmond Football Club|24|Sydney Swans|17,"| team                                   | appearances  |
| -------------------------------------- | ------------ |
| Collingwood Football Club (wd:Q249679) | 42 (xsd:int) |
| Richmond Football Club (wd:Q2521385)   | 24 (xsd:int) |
| Sydney Swans (wd:Q2272176)             | 17 (xsd:int) |","SELECT ?team(COUNT(?event) AS ?appearances) WHERE {
  VALUES ?team {
    wd:Q249679 wd:Q2521385 wd:Q2272176
  }
  ?team wdt:P1344 ?event .
  ?event rdfs:label ?eventLabel .
  FILTER(CONTAINS(LCASE(?eventLabel) , ""grand final""))
  FILTER(LANG(?eventLabel) = 'en')
}
GROUP BY ?team
ORDER BY DESC(?appearances)"
Sort the Formula One seasons where Lewis Hamilton and Mercedes both won championships since 2015 by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,20,,,"SELECT ?numRaces WHERE {
  ?season a wd:Q3866634 ; wdt:P1321 wd:Q937 ; wdt:P1322 wd:Q28683 ; wdt:P585 ?date ; wdt:P4989 ?numRaces .
  FILTER(SUBSTR(STR(?date) , 1 , 4) >= ""2015"")
}
ORDER BY ASC(?numRaces)
LIMIT 1
OFFSET 1"
"What was the highest attendance recorded for any game played between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series during the 1977, 1978, 2008, and 2009 seasons",64924,,,"SELECT ?game ?attendance WHERE {
  {
    ?game wdt:P31 wd:Q39708 ; wdt:P1080 wd:Q5442 ; wdt:P1152 wd:Q6702 .
    ?game wdt:P585 ?date ; wdt:P5419 ?attendance .
    BIND(YEAR(?date) AS ?year)
    FILTER(?year IN(1977 , 2008))
  } UNION {
    ?game wdt:P31 wd:Q39708 ; wdt:P1080 wd:Q6702 ; wdt:P1152 wd:Q5442 .
    ?game wdt:P585 ?date ; wdt:P5419 ?attendance .
    BIND(YEAR(?date) AS ?year)
    FILTER(?year IN(1977 , 2008))
  }
  ?game wdt:P353 ?competition .
  ?competition rdfs:label ?compLabel .
  FILTER(CONTAINS(LCASE(STR(?compLabel)) , ""national league championship series"") && LANG(?compLabel) = 'en')
}
ORDER BY DESC(?attendance)
LIMIT 1"
"Sort the Boston Red Sox championship series wins by the total attendance of all games played in the series, from highest to lowest. What was the total attendance for the series ranked second in this sorted list",238979,,,"SELECT(SUM(?attendance) AS ?totalAttendance) WHERE {
  wd:Q1080 wdt:P2522 ?series .
  ?game wdt:P746 ?series .
  ?game wdt:P225 ?attendance .
}
GROUP BY ?series
ORDER BY DESC(?totalAttendance)
LIMIT 1
OFFSET 1"
"Among Kamilla Rytter Juhl, Zhao Yunlei, Christinna Pedersen, Tian Qing, Yu Yang, Wang Xiaoli, and Eom Hye-won, what is the greatest number of BWF Superseries runner-up finishes any of them had in the year 2013",5,,,"SELECT ?player(COUNT(?event) AS ?count) WHERE {
  VALUES ?player {
    wd:Q175307 wd:Q197475 wd:Q187150 wd:Q2147241 wd:Q179289 wd:Q105002 wd:Q445800
  }
  ?player p:P4623 ?statement .
  ?statement ps:P4623 ?event .
  ?statement pq:P119 wd:Q214063 .
  ?event wdt:P361 wd:Q992243 .
  ?event wdt:P585 ?eventDate .
  FILTER(year(?eventDate) = 2013)
}
GROUP BY ?player
ORDER BY DESC(?count)
LIMIT 1"
"Sort Lewis Hamilton's pole position qualifying times from the 2015 and 2016 Canadian Grands Prix from fastest to slowest. What was the Q3 time of the second race in this sorted list, expressed in milliseconds",74393,,,"SELECT ?time WHERE {
  wd:Q9673 wdt:P2781 ?time .
  ?race rdfs:label ""Canadian Grand Prix"" @en ; wdt:P585 ?date ; wdt:P31 wd:Q261984 .
  ?race wdt:P3067 ?result .
  ?result wdt:P2781 ?time .
  FILTER(year(?date) IN(2015 , 2016))
}
ORDER BY ASC(?time)
LIMIT 2"
Sort the years for which Canadian Grand Prix qualifying tables featuring Lewis Hamilton are provided by his Q3 qualifying time from fastest to slowest. What is the year of the second race in this sorted list,2015,,,
"What was the duration in minutes of the third longest game between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series during the years 1977, 1978, 2008, and 2009",220,,,"SELECT ?duration WHERE {
  VALUES ?series {
    wd:Q1004352 wd:Q1004228 wd:Q3511262 wd:Q3511261
  }
  ?game wdt:P359 ?series ; wdt:P1347 ?homeTeam ; wdt:P1348 ?awayTeam .
  FILTER((?homeTeam = wd:Q33173 && ?awayTeam = wd:Q2271) ||(?homeTeam = wd:Q2271 && ?awayTeam = wd:Q33173))
  ?game wdt:P2047 ?duration .
}
ORDER BY DESC(?duration)
LIMIT 1
OFFSET 2"
"Sort the attendance figures for all games played by the Boston Red Sox in the 2018 World Series, 2013 ALCS, and 1975 ALCS from lowest to highest. What is the attendance of the fifth game in this sorted list",38454,,,"SELECT ?attendance WHERE {
  VALUES ?series {
    wd:Q56692089 wd:Q14870260 wd:Q3511178
  }
  ?series wdt:P929 ?game .
  {
    ?game wdt:P2015 wd:Q426350
  } UNION {
    ?game wdt:P2016 wd:Q426350
  }
  ?game wdt:P4966 ?attendance .
}
ORDER BY ?attendance
OFFSET 4
LIMIT 1"
Sort the durations of the games played in the Boston Red Sox championship series wins up to and including 2018 from shortest to longest. What is the duration in minutes of the third game in this sorted list,160,,,"SELECT ?duration WHERE {
  wd:Q213959 p:P1641 ?statement .
  ?statement ps:P1641 ?series .
  ?series wdt:P585 ?year .
  FILTER(?year <= 2018)
  ?game wdt:P361 ?series .
  ?game wdt:P2047 ?duration
}
ORDER BY ASC(?duration)
LIMIT 1
OFFSET 2"
