question,gold_answer,result_cleaned,result,sparql
What awards are national quality award ?,Canada Awards for Excellence | Deming Prize | EFQM Excellence Award | Malcolm Baldrige National Quality Award | Philippine Quality Award | Rajiv Gandhi National Quality Award | Singapore Business Excellence Awards | Thailand Quality Award,"Rajiv Gandhi National Quality Award|Rajiv Gandhi National Quality Award (lang:en)
Malcolm Baldrige National Quality Award|Malcolm Baldrige National Quality Award (lang:en)
Viet Nam National Quality Award|Viet Nam National Quality Award (lang:en)","| award                                                 | label                                             |
| ----------------------------------------------------- | ------------------------------------------------- |
| Rajiv Gandhi National Quality Award (wd:Q16911967)    | Rajiv Gandhi National Quality Award (lang:en)     |
| Malcolm Baldrige National Quality Award (wd:Q1777742) | Malcolm Baldrige National Quality Award (lang:en) |
| Viet Nam National Quality Award (wd:Q30921691)        | Viet Nam National Quality Award (lang:en)         |","SELECT ?award ?label WHERE {
  ?award wdt:P31 / wdt:P279 * wd:Q618779 .
  ?award rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
  .
  FILTER(CONTAINS(LCASE(?label) , ""national quality award""))
}"
What are the giant sequoias with a trunk volume larger than 912.5 cubic meters ?,General Sherman | General Grant | President | Lincoln | Stagg | Boole | Genesis | King Arthur | Robert E. Lee | Ishi Giant | Washington | Adam | Nelder | Above Diamond (AD) | Hart | Grizzly Giant | Methuselah,,,"SELECT ?tree ?volumeValue ?label WHERE {
  ?tree wdt:P31 wd:Q811534 ; wdt:P2053 ?volume .
  ?volume wikibase:quantityValue ?volumeValue .
  ?volume wikibase:quantityUnit wd:Q35120 .
  FILTER(?volumeValue > 912.5)
  ?tree rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}"
What are the protected areas with an area larger than 250000 km squared ?,Marae Moana | Papahānaumokuākea Marine National Monument | Natural Park of the Coral Sea | Coral Sea Marine Park | Northeast Greenland National Park | British Indian Ocean Territory Marine Protected Area | Phoenix Islands Protected Area | Great Barrier Reef Marine Park | Tuvaijuittuq Marine Protected Area,,,"SELECT ?protectedArea ?name ?area_km2 WHERE {
  ?protectedArea wdt:P31 / wdt:P279 * wd:Q473972 .
  ?protectedArea wdt:P2046 ?amountNode .
  ?amountNode wikibase:quantityAmount ?value .
  ?amountNode wikibase:quantityUnit ?unit .
  BIND(IF(?unit = wd:Q25325 , xsd:decimal(?value) , IF(?unit = wd:Q712224 , xsd:decimal(?value) / 1000000 , 0)) AS ?area_km2)
  FILTER(?area_km2 > 250000)
  OPTIONAL {
    ?protectedArea rdfs:label ?name .
    FILTER(LANG(?name) = ""en"")
  }
}
ORDER BY DESC(?area_km2)
LIMIT 10"
Which weapons are of the type bolt action riffle ?,35M rifle | Accuracy International AWM | Arisaka Type 30 | Arisaka Type 38 | Arisaka Type 99 | Berdan rifle | Berthier rifle | BMS Cam rifle | Browning A-Bolt | Carcano | Dreyse needle gun | FN Model 24 | Gewehr 1888 | Gewehr 98 | Hanyang 88 | IOF .30-06 sporting rifle | Ishapore 2A1 rifle | Jungle Carbine | K31 | Karabiner 98k | Krag–Jørgensen | Lebel 1886 rifle | Mannlicher M1886 | Mannlicher M1888 | Mannlicher M1895 | Mannlicher–Schönauer | Mosin–Nagant | Mossberg MVP | Murata rifle | Remington Model 700 | Ross rifle | Ruger American | Ruger M77 | SIG Sauer 200 STR | Steyr Scout | Voere S16 [https://www.all4shooters.com/en/hunting/rifles/voere-k15a-small-caliber-s16-bolt-action-features/ New rifles by Voere: S16 and K15A | all4shooters] | Winchester Model 70,,,"SELECT ?weapon ?label WHERE {
  ?weapon p:P2283 / ps:P2283 wd:Q870863 .
  ?weapon wdt:P31 / wdt:P279 * wd:Q7089 .
  ?weapon rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
  .
  FILTER NOT EXISTS {
    ?weapon wdt:P31 wd:Q40280158
  }
  .
  FILTER NOT EXISTS {
    ?weapon wdt:P31 wd:Q49606957
  }
  .
}
LIMIT 50"
What military medals are the highest medal in a country ?,Cross to the Heroic Valour in Combat | The Victoria Cross for Australia | The Victoria Cross of Canada | The Valour Cross | The Legion of Honour | The Cross of Honour for Valour | Param Vir Chakra | Medal of Valor | Military Medal | The Victoria Cross for New Zealand | The War Cross with Sword | Order of Virtuti Militari | Hero of the Russian Federation | Order of St. George | Laureate Cross of Saint Ferdinand | The Victoria Cross | Medal of Honor | The Gold Cross of Zimbabwe,"Australia (lang:en)|Victoria Cross for Australia (lang:en)
Azad Hind (lang:en)|Sher-e-Hind (lang:en)
Azad Hind (lang:en)|Vir-e-Hind (lang:en)
Bangladesh (lang:en)|Bir Sreshtho (lang:en)
Canada (lang:en)|Victoria Cross (lang:en)
...|...
Norway (lang:en)|War Cross (lang:en)
Oman (lang:en)|Military Order of Oman (lang:en)
Pakistan (lang:en)|Hilal-i-Jur'at (lang:en)
United Kingdom (lang:en)|Victoria Cross (lang:en)
United States (lang:en)|Medal of Honor (lang:en)","| countryLabel             | medalLabel                             |
| ------------------------ | -------------------------------------- |
| Australia (lang:en)      | Victoria Cross for Australia (lang:en) |
| Azad Hind (lang:en)      | Sher-e-Hind (lang:en)                  |
| Azad Hind (lang:en)      | Vir-e-Hind (lang:en)                   |
| Bangladesh (lang:en)     | Bir Sreshtho (lang:en)                 |
| Canada (lang:en)         | Victoria Cross (lang:en)               |
| ...                      | ...                                    |
| Norway (lang:en)         | War Cross (lang:en)                    |
| Oman (lang:en)           | Military Order of Oman (lang:en)       |
| Pakistan (lang:en)       | Hilal-i-Jur'at (lang:en)               |
| United Kingdom (lang:en) | Victoria Cross (lang:en)               |
| United States (lang:en)  | Medal of Honor (lang:en)               |","SELECT DISTINCT ?countryLabel ?medalLabel WHERE {
  ?medal wdt:P31 / wdt:P279 * wd:Q1788716 .
  ?medal wdt:P17 ?country .
  ?medal rdfs:label ?medalLabel .
  FILTER(LANG(?medalLabel) = ""en"")
  ?country rdfs:label ?countryLabel .
  FILTER(LANG(?countryLabel) = ""en"")
  OPTIONAL {
    ?medal schema:description ?desc .
    FILTER(LANG(?desc) = ""en"")
  }
  FILTER(CONTAINS(LCASE(?desc) , ""highest military"") || CONTAINS(LCASE(?medalLabel) , ""medal of honor"") || CONTAINS(LCASE(?medalLabel) , ""victoria cross"") || CONTAINS(LCASE(?medalLabel) , ""param vir chakra"") || CONTAINS(LCASE(?medalLabel) , ""scharnhorst order"") || CONTAINS(LCASE(?medalLabel) , ""obelix medal""))
}
ORDER BY ?countryLabel
LIMIT 50"
Who is or was a member of the 10cc band ?,"Graham Gouldman | Paul Burgess | Rick Fenn | Eric Stewart | Laurence ""Lol"" Creme | [[Tony OMalley (musician)|Tony OMalley]] | Vic Emerson | Gary Wallis | Mike Stevens","Iain Hornal|Iain Hornal (lang:en)
Lol Creme|Lol Creme (lang:en)
Kevin Godley|Kevin Godley (lang:en)
Mike Stevens|Mike Stevens (lang:en)
Paul Burgess|Paul Burgess (lang:en)
Graham Gouldman|Graham Gouldman (lang:en)
Eric Stewart|Eric Stewart (lang:en)
Stuart Tosh|Stuart Tosh (lang:en)
Duncan Mackay|Duncan Mackay (lang:en)
Rick Fenn|Rick Fenn (lang:en)","| member                       | label                     |
| ---------------------------- | ------------------------- |
| Iain Hornal (wd:Q108936980)  | Iain Hornal (lang:en)     |
| Lol Creme (wd:Q1346568)      | Lol Creme (lang:en)       |
| Kevin Godley (wd:Q1346874)   | Kevin Godley (lang:en)    |
| Mike Stevens (wd:Q16943343)  | Mike Stevens (lang:en)    |
| Paul Burgess (wd:Q1887157)   | Paul Burgess (lang:en)    |
| Graham Gouldman (wd:Q540655) | Graham Gouldman (lang:en) |
| Eric Stewart (wd:Q588591)    | Eric Stewart (lang:en)    |
| Stuart Tosh (wd:Q711535)     | Stuart Tosh (lang:en)     |
| Duncan Mackay (wd:Q980159)   | Duncan Mackay (lang:en)   |
| Rick Fenn (wd:Q984323)       | Rick Fenn (lang:en)       |","SELECT ?member ?label WHERE {
  ?member wdt:P463 wd:Q169145 .
  ?member rdfs:label ?label .
  FILTER(LANG(?label) = 'en')
}"
What are the different professional wrestling streaming services ?,FITE TV https://www.fite.tv/join/ | Honor Club | IMPACT Plus | New Japan Pro-Wrestling World | WWE Network,,,"SELECT DISTINCT ?service ?name WHERE {
  VALUES ?promotion {
    wd:Q186791 wd:Q63367366 wd:Q765888
  }
  ?promotion wdt:P355 ?service .
  ?service wdt:P31 / wdt:P279 * wd:Q2065988 .
  ?service rdfs:label ?name .
  FILTER(LANG(?name) = ""en"")
}"
Which weapons are of the type carbines ?,"AK-104 | Amogh carbine | Burnside carbine | CETME Model LC carbine | Colt Model 1839 Carbine | De Lisle carbine | G13 carbine | ""Jungle Carbine"" (Lee–Enfield, Rifle No. 5 Mk I) | K31 | Karabiner 98k | M1 carbine | M4 carbine | Maynard carbine | Mosin–Nagant (M1907 Carbine) | Mosin–Nagant (M1938 Carbine) | Mosin–Nagant (M1944 Carbine) | Mosin–Nagant (M1891/59 Carbine) | QBZ-95B | SG 443 Carbine | SKS | Stoner 63/63A Carbine | Swiss Mannlicher M1893 Carbine | Type 44 carbine","Carbine of the galley troops|Carbine of the galley troops (lang:en)
John F. Kennedy assassination rifle|John F. Kennedy assassination rifle (lang:en)
C42 Carbin 6.45mm-E2014|C42 Carbin 6.45mm-E2014 (lang:en)","| weapon                                            | weaponLabel                                   |
| ------------------------------------------------- | --------------------------------------------- |
| Carbine of the galley troops (wd:Q112272582)      | Carbine of the galley troops (lang:en)        |
| John F. Kennedy assassination rifle (wd:Q2012291) | John F. Kennedy assassination rifle (lang:en) |
| C42 Carbin 6.45mm-E2014 (wd:Q63375275)            | C42 Carbin 6.45mm-E2014 (lang:en)             |","SELECT ?weapon ?weaponLabel WHERE {
  ?weapon wdt:P31 wd:Q183302 .
  ?weapon rdfs:label ?weaponLabel .
  FILTER(LANG(?weaponLabel) = ""en"")
}"
Which titles are used by current presidents of legislatures ?,Speaker | Chairman | Cathaoirleach | President | Presidents The European President of the Council of Ministers rotates every six months.,"President of House of Representatives (Cyprus) (lang:en)
president of the Legislative Assembly of Santa Catarina (lang:en)
President of the Queensland Legislative Council (lang:en)
Second President of the National Council of Austria (lang:en)
Vice President of the United States (lang:en)","| positionLabel                                                     |
| ----------------------------------------------------------------- |
| President of House of Representatives (Cyprus) (lang:en)          |
| president of the Legislative Assembly of Santa Catarina (lang:en) |
| President of the Queensland Legislative Council (lang:en)         |
| Second President of the National Council of Austria (lang:en)     |
| Vice President of the United States (lang:en)                     |","SELECT DISTINCT ?positionLabel WHERE {
  ?position wdt:P31 / wdt:P279 * wd:Q1758037 .
  ?person p:P39 ?positionStatement .
  ?positionStatement ps:P39 ?position .
  FILTER NOT EXISTS {
    ?positionStatement pq:P582 ?endTime
  }
  .
  ?position rdfs:label ?positionLabel .
  FILTER(LANG(?positionLabel) = 'en')
  .
  FILTER(CONTAINS(LCASE(?positionLabel) , 'president'))
}"
What are the existring aircraft carriers ?,[[Soviet aircraft carrier Admiral Gorshkov|Admiral Flota Sovetskogo Soyuza Gorshkov]] | [[Japanese aircraft carrier Akagi|Akagi]] | [[Japanese aircraft carrier Amagi|Amagi]] | [[Italian aircraft carrier Aquila|Aquila]] | [[Soviet aircraft carrier Admiral Gorshkov|Baku]] | [[HTMS Chakri Naruebet|Chakri Naruebet]] | [[Japanese aircraft carrier Chitose|Chitose]] | [[Japanese aircraft carrier Chiyoda|Chiyoda]] | [[Japanese aircraft carrier Chūyō|Chuyo]] | [[Spanish aircraft carrier Dédalo|Dédalo]] | [[Italian aircraft carrier Sparviero|Falco]] | [[German aircraft carrier Graf Zeppelin|Graf Zeppelin]] | [[Japanese aircraft carrier Hiryū|Hiryū]] | [[Japanese aircraft carrier Hiyō|Hiyō]] | [[Japanese aircraft carrier Hōshō|Hōshō]] | [[Japanese cruiser Ibuki (1943)|Ibuki]] | Izumo | [[French aircraft carrier Joffre|Joffre]] | [[Japanese aircraft carrier Kaga|Kaga]] | Kaga | [[Japanese aircraft carrier Katsuragi|Katsuragi]] | [[Soviet aircraft carrier Kiev|Kiev]] | [[Soviet aircraft carrier Ulyanovsk|Kremlin]] | [[Chinese aircraft carrier Liaoning|Liaoning]] | [[Brazilian aircraft carrier Minas Gerais|Minas Gerais]] | [[Soviet aircraft carrier Minsk|Minsk]] | [[Soviet aircraft carrier Novorossiysk|Novorossiysk]] | Richelieu (PA2) | [[Japanese aircraft carrier Ryūhō|Ryūhō]] | [[Japanese aircraft carrier Ryūjō|Ryūjō]] | [[Chinese aircraft carrier Shandong|Shandong]] | [[Japanese aircraft carrier Shinano|Shinano]] | [[Japanese aircraft carrier Shōhō|Shōhō]] | [[Japanese aircraft carrier Shōkaku|Shōkaku]] | [[Japanese aircraft carrier Sōryū|Sōryū]] | [[Italian aircraft carrier Sparviero|Sparviero]] | [[Japanese aircraft carrier Taihō|Taihō]] | [[Japanese aircraft carrier Taiyō|Taiyō]] | [[Type 003 aircraft carrier|Type 003]] | [[Type 004 aircraft carrier|Type 004]] | [[Japanese aircraft carrier Unryū|Unryū]] | [[ARA Veinticinco de Mayo (V-2)|Veinticinco de Mayo]] | [[German cruiser Seydlitz|Weser]] | [[Japanese aircraft carrier Zuihō|Zuihō]] | [[Japanese aircraft carrier Zuikaku|Zuikaku]],"Admiral Kuznetsov|Admiral Kuznetsov (lang:en)
Chūyō|Chūyō (lang:en)
Commandant Teste|Commandant Teste (lang:en)
Enterprise|Enterprise (lang:en)
German aircraft carrier Graf Zeppelin|German aircraft carrier Graf Zeppelin (lang:en)
...|...
USS Long Island|USS Long Island (lang:en)
USS Nimitz|USS Nimitz (lang:en)
USS Ranger|USS Ranger (lang:en)
USS Wasp|USS Wasp (lang:en)
USS Yorktown|USS Yorktown (lang:en)","| carrier                                            | name                                            |
| -------------------------------------------------- | ----------------------------------------------- |
| Admiral Kuznetsov (wd:Q274924)                     | Admiral Kuznetsov (lang:en)                     |
| Chūyō (wd:Q497609)                                 | Chūyō (lang:en)                                 |
| Commandant Teste (wd:Q568070)                      | Commandant Teste (lang:en)                      |
| Enterprise (wd:Q285801)                            | Enterprise (lang:en)                            |
| German aircraft carrier Graf Zeppelin (wd:Q156962) | German aircraft carrier Graf Zeppelin (lang:en) |
| ...                                                | ...                                             |
| USS Long Island (wd:Q1258270)                      | USS Long Island (lang:en)                       |
| USS Nimitz (wd:Q463161)                            | USS Nimitz (lang:en)                            |
| USS Ranger (wd:Q1044197)                           | USS Ranger (lang:en)                            |
| USS Wasp (wd:Q677346)                              | USS Wasp (lang:en)                              |
| USS Yorktown (wd:Q562230)                          | USS Yorktown (lang:en)                          |","SELECT DISTINCT ?carrier ?name WHERE {
  ?carrier wdt:P31 / wdt:P279 * wd:Q17205 .
  ?carrier wdt:P520 ?deliveryDate .
  FILTER NOT EXISTS {
    ?carrier wdt:P521 []
  }
  .
  FILTER NOT EXISTS {
    ?carrier wdt:P576 []
  }
  .
  OPTIONAL {
    ?carrier rdfs:label ?name .
    FILTER(lang(?name) = ""en"")
  }
}
ORDER BY ?name"
What are the dams with a fill structure larger than 27.4 millions of metric cubes ?,Tarbela Dam | Fort Peck Dam http://`www.nwd-mr.usace.army.mil/rcc/projdata/summaryengdat.pdf | Atatürk Dam | Oahe Dam | Mangla Dam | Gardiner Dam | Oroville Dam | San Luis Dam (BF Sisk Dam) | Nurek Dam | Garrison Dam | Aswan Dam | San Roque Dam | Fort Randall Dam | Guri Dam,,,"SELECT ?dam ?label WHERE {
  ?dam wdt:P31 wd:Q4022 .
  ?dam wdt:P2234 ?volume .
  FILTER(?volume > 27400000)
  .
  OPTIONAL {
    ?dam rdfs:label ?label
    FILTER(LANG(?label) = ""en"")
  }
}"
What are the promotion names of women wrestling promotions ?,Shimmer Women Athletes | Shine Wrestling | Women of Wrestling | Women Superstars United | ChickFight | Gorgeous Ladies of Wrestling | Ladies Major League Wrestling | Ladies Professional Wrestling Association | [[Naked Womens Wrestling League]] | Powerful Women of Wrestling | Rise Wrestling | [[World Womens Wrestling]] | Wrestlicious,"Sendai Girls' Pro Wrestling|Sendai Girls' Pro Wrestling (lang:en)
Dream Star Fighting Marigold|Dream Star Fighting Marigold (lang:en)
Shine Wrestling|Shine Wrestling (lang:en)
Marvelous That's Women Pro Wrestling|Marvelous That's Women Pro Wrestling (lang:en)
Tokyo Joshi Pro Wrestling|Tokyo Joshi Pro Wrestling (lang:en)
Pro Wrestling Wave|Pro Wrestling Wave (lang:en)
World Wonder Ring Stardom|World Wonder Ring Stardom (lang:en)","| promotion                                           | label                                          |
| --------------------------------------------------- | ---------------------------------------------- |
| Sendai Girls' Pro Wrestling (wd:Q11314716)          | Sendai Girls' Pro Wrestling (lang:en)          |
| Dream Star Fighting Marigold (wd:Q125481530)        | Dream Star Fighting Marigold (lang:en)         |
| Shine Wrestling (wd:Q16154294)                      | Shine Wrestling (lang:en)                      |
| Marvelous That's Women Pro Wrestling (wd:Q22125870) | Marvelous That's Women Pro Wrestling (lang:en) |
| Tokyo Joshi Pro Wrestling (wd:Q60772936)            | Tokyo Joshi Pro Wrestling (lang:en)            |
| Pro Wrestling Wave (wd:Q7246786)                    | Pro Wrestling Wave (lang:en)                   |
| World Wonder Ring Stardom (wd:Q8036525)             | World Wonder Ring Stardom (lang:en)            |","SELECT ?promotion ?label WHERE {
  ?promotion wdt:P31 wd:Q721067 .
  ?promotion wdt:P641 wd:Q11446353 .
  ?promotion rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}"
Which team has a goalkeeper that scored a goal ?,Porto | New York Red Bulls | Torquay United | Motherwell | Watford,"FC Baranovichi|FC Baranovichi (lang:en)
FC Vitebsk|FC Vitebsk (lang:en)","| team                         | teamLabel                |
| ---------------------------- | ------------------------ |
| FC Baranovichi (wd:Q2496995) | FC Baranovichi (lang:en) |
| FC Vitebsk (wd:Q846362)      | FC Vitebsk (lang:en)     |","SELECT DISTINCT ?team ?teamLabel WHERE {
  ?player wdt:P413 wd:Q201330 .
  ?player p:P1344 ?statement .
  ?statement pq:P54 ?team .
  ?statement pq:P1351 ?goals .
  FILTER(xsd:integer(?goals) > 0)
  .
  ?team rdfs:label ?teamLabel .
  FILTER(LANG(?teamLabel) = 'en')
  .
}"
Who was a nuclear whistleblower ?,Karen Silkwood | Mordechai Vanunu | Arnold Gundersen | George Galatis | Rainer Moormann,Dusty Ellis|Dusty Ellis (lang:en),"| person                     | personLabel           |
| -------------------------- | --------------------- |
| Dusty Ellis (wd:Q19845149) | Dusty Ellis (lang:en) |","SELECT ?person ?personLabel WHERE {
  ?person wdt:P31 wd:Q5 .
  ?person schema:description ?desc .
  FILTER(LANG(?desc) = 'en')
  .
  FILTER(CONTAINS(LCASE(?desc) , 'nuclear whistleblower'))
  .
  ?person rdfs:label ?personLabel .
  FILTER(LANG(?personLabel) = 'en')
}"
What are the lighthouses with a height of at least 26 meters ?,Jeddah Light | Yokohama Marine Tower | Palacio Barolo | Lighthouse of Genoa | Phare de Gatteville | Lesnoy Mole Rear Range Light | Mulantou Lighthouse | Baishamen Lighthouse | Punta Penna Lighthouse | Osinovetsky Light | Storozhenskiy Light | Vittoria Light | Recalada a Bahía Blanca Light | Maasvlakte Light | Planier Light | Campen Lighthouse | [[Phare dEckmühl]] | Świnoujście Lighthouse | Adziogol Lighthouse | Bari Light | Lighthouse of Praia da Barra | Calcanhar Lighthouse | Roches-Douvres Light | Nosy Alañaña Light,"Lighthouse of La Coubre|Lighthouse of La Coubre (lang:en)|213.0
Cape Hatteras Lighthouse|Cape Hatteras Lighthouse (lang:en)|210.0
Navassa Island Light|Navassa Island Light (lang:en)|162.0
Pensacola Light|Pensacola Light (lang:en)|150.0
Lighthouse of Alexandria|Lighthouse of Alexandria (lang:en)|137.0
...|...|...
Morro de São Paulo Lighthouse|Morro de São Paulo Lighthouse (lang:en)|26.0
Harrison Point Lighthouse|Harrison Point Lighthouse (lang:en)|26.0
Pensacola Bar Beacon|Pensacola Bar Beacon (lang:en)|26.0
Lighthouse of Cefalù|Lighthouse of Cefalù (lang:en)|26.0
Tinicum Island Rear Range Light|Tinicum Island Rear Range Light (lang:en)|26.0","| lighthouse                                    | lighthouseLabel                           | height              |
| --------------------------------------------- | ----------------------------------------- | ------------------- |
| Lighthouse of La Coubre (wd:Q3378474)         | Lighthouse of La Coubre (lang:en)         | 213.0 (xsd:decimal) |
| Cape Hatteras Lighthouse (wd:Q2508238)        | Cape Hatteras Lighthouse (lang:en)        | 210.0 (xsd:decimal) |
| Navassa Island Light (wd:Q6982191)            | Navassa Island Light (lang:en)            | 162.0 (xsd:decimal) |
| Pensacola Light (wd:Q7164695)                 | Pensacola Light (lang:en)                 | 150.0 (xsd:decimal) |
| Lighthouse of Alexandria (wd:Q43244)          | Lighthouse of Alexandria (lang:en)        | 137.0 (xsd:decimal) |
| ...                                           | ...                                       | ...                 |
| Morro de São Paulo Lighthouse (wd:Q16566342)  | Morro de São Paulo Lighthouse (lang:en)   | 26.0 (xsd:decimal)  |
| Harrison Point Lighthouse (wd:Q5856466)       | Harrison Point Lighthouse (lang:en)       | 26.0 (xsd:decimal)  |
| Pensacola Bar Beacon (wd:Q108556297)          | Pensacola Bar Beacon (lang:en)            | 26.0 (xsd:decimal)  |
| Lighthouse of Cefalù (wd:Q32848801)           | Lighthouse of Cefalù (lang:en)            | 26.0 (xsd:decimal)  |
| Tinicum Island Rear Range Light (wd:Q7808231) | Tinicum Island Rear Range Light (lang:en) | 26.0 (xsd:decimal)  |","SELECT ?lighthouse ?lighthouseLabel ?height WHERE {
  ?lighthouse wdt:P31 wd:Q39715 .
  ?lighthouse wdt:P2048 ?height .
  ?lighthouse rdfs:label ?lighthouseLabel .
  FILTER(LANG(?lighthouseLabel) = 'en')
  FILTER(?height >= 26)
}
ORDER BY DESC(?height)"
What are the commercially available software defined radios ?,Elecraft KX3 | USRP B200 | USRP B210 | USRP N200 | USRP N210 | USRP X300 | USRP X310,,,"SELECT ?s ?sLabel ?manufacturer ?manufacturerLabel WHERE {
  ?s wdt:P31 wd:Q189122 .
  ?s wdt:P176 ?manufacturer .
  ?s rdfs:label ?sLabel .
  FILTER(LANG(?sLabel) = 'en')
  .
  ?manufacturer rdfs:label ?manufacturerLabel .
  FILTER(LANG(?manufacturerLabel) = 'en')
}
LIMIT 10"
Which game is an alternate reality game ?,[[Ongs Hat]] | [[Majestic (video game)|Majestic]] | [[The Beast (game)|The Beast]] | ReGenesis Extended Reality | I Love Bees | Perplex City | Nowheremen | The Lost Ring | Commander Video | Superstruct | This Is My Milwaukee | [[Xi (alternate reality game)|Xi]] | Picture the Impossible | Potato Sack | Frog Fractions 2 | Cipher Hunt | Oxenfree | [[Sombra (Overwatch)|Sombra]] | [[Waking Titan (ARG)|Waking Titan]],"Year Zero|Year Zero (lang:en)
Cipher Hunt|Cipher Hunt (lang:en)
Spectacular Organic Corporation|Spectacular Organic Corporation (lang:en)
SexyGirlMax2019|SexyGirlMax2019 (lang:en)
Adult Swim ARG|Adult Swim ARG (lang:en)","| game                                            | label                                     |
| ----------------------------------------------- | ----------------------------------------- |
| Year Zero (wd:Q10394592)                        | Year Zero (lang:en)                       |
| Cipher Hunt (wd:Q104822351)                     | Cipher Hunt (lang:en)                     |
| Spectacular Organic Corporation (wd:Q110560087) | Spectacular Organic Corporation (lang:en) |
| SexyGirlMax2019 (wd:Q110560192)                 | SexyGirlMax2019 (lang:en)                 |
| Adult Swim ARG (wd:Q110560699)                  | Adult Swim ARG (lang:en)                  |","SELECT ?game ?label WHERE {
  ?game wdt:P31 wd:Q438419 .
  ?game rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}
LIMIT 5"
Who were Winnipeg Jets (1972–1996)/Arizona Coyotes general managers ?,Annis Stukus | Rudy Pilous | Mike Smith | John Paddock | Bobby Smith | Cliff Fletcher | Mike Barnett | Don Maloney | John Chayka | Steve Sullivan | Bill Armstrong,,,"SELECT ?gm ?gmLabel WHERE {
  {
    wd:Q576406 wdt:P505 ?gm
  } UNION {
    wd:Q206312 wdt:P505 ?gm
  }
  OPTIONAL {
    ?gm rdfs:label ?gmLabel .
    FILTER(LANG(?gmLabel) = 'en')
  }
}"
What typhoons were of the type super typhoons ?,Olive | Emma | Nancy | Violet | Dot | Megi | Songda | Muifa | Nalgae | Guchol | Jelawat | Bopha | Utor | Usagi | Francisco | Lekima | Haiyan | Neoguri | Rammasun | Halong | Genevieve | Phanfone | Vongfong | Nuri | Hagupit | Maysak | Noul | Dolphin | Nangka | Soudelor | Dujuan | Koppu | Meranti | Chaba | Haima | Nock-ten | Noru | Lan | Maria | Jebi | Mangkhut | Trami | Kong-rey | Yutu | Wutip | Hagibis,"Typhoon Goni|Typhoon Goni (lang:en)
Typhoon Surigae`|Typhoon Surigae` (lang:en)
Typhoon Chanthu|Typhoon Chanthu (lang:en)
Typhoon Mindulle|Typhoon Mindulle (lang:en)
Typhoon Kim|Typhoon Kim (lang:en)
Typhoon Irma|Typhoon Irma (lang:en)
Typhoon Mangkhut|Typhoon Mangkhut (lang:en)
Typhoon Wynne|Typhoon Wynne (lang:en)","| typhoon                          | label                      |
| -------------------------------- | -------------------------- |
| Typhoon Goni (wd:Q100986340)     | Typhoon Goni (lang:en)     |
| Typhoon Surigae` (wd:Q106493857) | Typhoon Surigae` (lang:en) |
| Typhoon Chanthu (wd:Q108440371)  | Typhoon Chanthu (lang:en)  |
| Typhoon Mindulle (wd:Q108665166) | Typhoon Mindulle (lang:en) |
| Typhoon Kim (wd:Q30597521)       | Typhoon Kim (lang:en)      |
| Typhoon Irma (wd:Q4353766)       | Typhoon Irma (lang:en)     |
| Typhoon Mangkhut (wd:Q56530829)  | Typhoon Mangkhut (lang:en) |
| Typhoon Wynne (wd:Q98083096)     | Typhoon Wynne (lang:en)    |","SELECT ?typhoon ?label WHERE {
  ?typhoon wdt:P31 wd:Q15941028 .
  OPTIONAL {
    ?typhoon rdfs:label ?label .
    FILTER(LANG(?label) = 'en')
  }
}"
