question,gold_answer,KG answer,file_path
when does the mlb season start and finish,"March 29 – October 31, 2018",April|October,NQ_table_test_simple_00512.json
What is the award nominated for Best Actress?,César Award for Best Actress,Academy Award for Best Actress,CompMix_table_simple_qa_00076.json
where did the battle of freeman's farm take place,"Stillwater, Saratoga County, New York",Stillwater,NQ_table_test_simple_00618.json
Who is a part of Sergio Busquets sports team?,"Spain national association football team, Catalonia national football team",Futbol Club Barcelona,CompMix_table_simple_qa_00224.json
Which weapons are of the type anti-materiel rifles ?,Steyr IWS 2000 | Steyr HS .50 | Istiglal | AMR-2 | Zijiang M99 | RT-20 | Vidhwansak | Pindad SPR-2 and SPR-3 | Shaher | Tor | KSVK | SV-18 | Zastava M93 Black Arrow | Denel NTW-20 | Snipex Alligator | Accuracy International AW50 | Accuracy International AS50 | Accuracy International AX50 | Barrett M82A1/M107 | Barrett M99 | Barrett XM109 | Barrett XM500 | Anzio 20mm rifle | Desert Tech HTI,"Gepard
AMR-2
Snipex Alligator
Solothurn S-18/100
Accuracy International AW50
...
Barrett M99
Barrett XM109
Accuracy International AX50
Accuracy International AS50
AM-50 Sayyad",Qampari_wikitables_simple_00033.json
what was the genre of the series The Sopranos?,crime serial,"drama television series
crime television series",CompMix_table_simple_qa_00309.json
what is genre of the series the Sopranos?,crime serial,"drama television series
crime television series",CompMix_table_simple_qa_00286.json
Which weapons are of the type carbines ?,"AK-104 | Amogh carbine | Burnside carbine | CETME Model LC carbine | Colt Model 1839 Carbine | De Lisle carbine | G13 carbine | ""Jungle Carbine"" (Lee–Enfield, Rifle No. 5 Mk I) | K31 | Karabiner 98k | M1 carbine | M4 carbine | Maynard carbine | Mosin–Nagant (M1907 Carbine) | Mosin–Nagant (M1938 Carbine) | Mosin–Nagant (M1944 Carbine) | Mosin–Nagant (M1891/59 Carbine) | QBZ-95B | SG 443 Carbine | SKS | Stoner 63/63A Carbine | Swiss Mannlicher M1893 Carbine | Type 44 carbine","AK-104
Puma
Carbine m/94
pistol-caliber carbine
Mannlicher M1890 Carbine
...
Tarpley carbine
Thorneycroft carbine
Colt Canada C8
Zastava M85
Barrett REC7",Qampari_wikitables_simple_00017.json
what is the aim of the consumer credit act,"to establish for the protection of consumers a new system, administered by the Director General of Fair Trading, of licensing and other control of traders concerned with the provision of credit, or the supply of goods on hire or hire-purchase, and their transactions, in place of the present enactments regulating moneylenders, pawnbrokers and hire-purchase traders and their transactions; and for related matters",Consumer Credit Act 1974|An Act to establish for the protection of consumers a new ... traders and their transactions; and for related matters. (lang:en),NQ_table_test_simple_00233.json
who sang oh annie i not your daddy,Kid Creole & The Coconuts,"Annie, I'm Not Your Daddy|Kid Creole and the Coconuts (lang:en)",NQ_table_test_simple_00617.json
who is the director of taarak mehta ka ooltah chashmah,Harshad Joshi | Malav Suresh Rajda,Dilip Joshi,NQ_table_test_simple_00908.json
Which nation did Raúl González play soccer for?,Spain,Argentina,CompMix_table_simple_qa_00037.json
What country did Raúl González represent in football?,Spain,Argentina,CompMix_table_simple_qa_00012.json
Which are the teams participated in the inaugural UEFA Championship?,Soviet Union; Yugoslavia; Czechoslovakia; France,"Yugoslavia men's national football team|Yugoslavia
Soviet Union national association football team|Soviet Union",CompMix_table_simple_qa_00053.json
when does south by southwest start in austin texas,"March 8–17, 2019",|March,NQ_table_test_simple_00721.json
what mlb teams did deion sanders play for,"New York Yankees (1989–1990) | Atlanta Braves (1991–1994) | Cincinnati Reds (1994–1995) | San Francisco Giants (1995) | Cincinnati Reds (1997, 2001)","Dallas Cowboys
Washington Commanders
New York Yankees
Atlanta Falcons
Baltimore Ravens
...
San Francisco 49ers
Atlanta Braves
Florida State Seminoles football
Gulf Coast League Yankees
Cincinnati Reds",NQ_table_test_simple_00072.json
who starred in the film far from the madding crowd,Carey Mulligan | Matthias Schoenaerts | Michael Sheen | Tom Sturridge | Juno Temple,"Jon Gunn
Sam Phillips
Carey Mulligan
Mark Wingett
Juno Temple
...
Harry Peacock
Jessica Barden
Tom Sturridge
Tilly Vosburgh
Victor McGuire",NQ_table_test_simple_00398.json
who won three stanley cups in a row,Toronto Maple Leafs | Montreal Canadiens | New York Islanders,"Anaheim Ducks
Carolina Hurricanes",NQ_table_test_simple_00311.json
who is the owner of the crowne plaza,InterContinental Hotels Group,IHG Hotels & Resorts,NQ_table_test_simple_00906.json
what is the pirates of the caribbean in order,The Curse of the Black Pearl | Dead Man's Chest | At World's End | On Stranger Tides | Dead Men Tell No Tales,"Pirates of the Caribbean: The Curse of the Black Pearl|2003-07-09T00:00:00Z|Pirates of the Caribbean: The Curse of the Black Pearl (lang:en)
Pirates of the Caribbean: Dead Man's Chest|2006-07-07T00:00:00Z|Pirates of the Caribbean: Dead Man's Chest (lang:en)
Pirates of the Caribbean: At World's End|2007-05-23T00:00:00Z|Pirates of the Caribbean: At World's End (lang:en)
Pirates of the Caribbean: On Stranger Tides|2011-05-18T00:00:00Z|Pirates of the Caribbean: On Stranger Tides (lang:en)
Pirates of the Caribbean: Dead Men Tell no Tales|2017-05-24T00:00:00Z|Pirates of the Caribbean: Dead Men Tell No Tales (lang:en)",NQ_table_test_simple_00217.json
what is the most current adobe flash player version,28.0.0.137,32.0.0.465,NQ_table_test_simple_00656.json
what is the most current adobe flash player version,28.0.0.137,32.0.0.465,NQ_table_test_simple_00657.json
what genre is the magic tree house books,Children's historical fantasy,children's book series,NQ_table_test_simple_00166.json
where does the brazos river start and stop,Llano Estacado | Gulf of Mexico,"Double Mountain Fork Brazos River|Double Mountain Fork Brazos River (lang:en)|Gulf of Mexico|Gulf of Mexico (lang:en)
Salt Fork Brazos River|Salt Fork Brazos River (lang:en)|Gulf of Mexico|Gulf of Mexico (lang:en)",NQ_table_test_simple_00000.json
who won the mens figure skating in 2018 olympics,Yuzuru Hanyu | Shoma Uno | Javier Fernández,"Jin Boyang
Yan Han
Deniss Vasiļjevs
Julian Zhi Jie Yee
Vincent Zhou
...
Nathan Chen
Shoma Uno
Javier Fernández
Patrick Chan
Denis Ten",NQ_table_test_simple_00363.json
what channel does thursday night football come on regular tv,NBC,NFL Network,NQ_table_test_simple_00700.json
Who was the distributor of the picture 12 Years as a Slave?,"InterCom, ProVideo, Netflix","InterCom
ProVideo
Netflix",CompMix_table_simple_qa_00023.json
Which club was Neymar transferred to from the football club Barcelona?,Paris Saint-Germain F.C.,Santos F.C.,CompMix_table_simple_qa_00269.json
how is the governor of the bank of england appointed,Monarch on advice from the Prime Minister,monarchy of the United Kingdom,NQ_table_test_simple_00039.json
who's playing in the world series and when is it,Houston Astros | Los Angeles Dodgers | October 24 – November 1,"New York Yankees|2024-10-25T00:00:00Z
Los Angeles Dodgers|2024-10-25T00:00:00Z",NQ_table_test_simple_00804.json
who played in the first fifty shades of grey,Dakota Johnson | Jamie Dornan | Jennifer Ehle | Marcia Gay Harden,"Luke Grimes
Max Martini
Dylan Neal
Megan Danso
Marcia Gay Harden
...
Rachel Skarsten
Christine Willes
Callum Keith Rennie
Jamie Dornan
Victor Rasuk",NQ_table_test_simple_00807.json
Who is Neymar's current soccer team?,Paris Saint-Germain F.C,Santos F.C.,CompMix_table_simple_qa_00164.json
What is the country of origin of the Black Beauty book?,United States of America,United Kingdom,CompMix_table_simple_qa_00138.json
who won the battle of britain in ww2,British,"United Kingdom
Canada
Kingdom of Italy
Australia
Nazi Germany",NQ_table_test_simple_00914.json
language of work of the Dream of the Red Chamber?,Chinese,"|Beijing dialect
|written vernacular Chinese",CompMix_table_simple_qa_00147.json
who stars in kevin probably save the world,Jason Ritter | JoAnna Garcia Swisher | Kimberly Hebert Gregory | India de Beaufort | J. August Richards | Chloe East | Dustin Ybarra,"J. August Richards
Brandon Quinn
Michael Harney
Trent Garrett
Kimberly Hebert Gregory
...
Kathleen Wilhoite
Lesley Boone
India de Beaufort
Currie Graham
Richard Masur",NQ_table_test_simple_00757.json
who did cubs beat in 2016 world series,Cleveland Indians,"Chicago Cubs
Cleveland Guardians",NQ_table_test_simple_00632.json
who did cubs beat in 2016 world series,Cleveland Indians,"Chicago Cubs
Cleveland Guardians",NQ_table_test_simple_00633.json
who starred in an officer and a gentleman,Richard Gere | Debra Winger | David Keith | Louis Gossett Jr.,"Victor French
Debra Winger
Grace Zabriskie
Lisa Eilbacher
Lisa Blount
...
Elizabeth Rogers
David Keith
Tony Plana
John Laughlin
Harold Sylvester",NQ_table_test_simple_00620.json
What is the current soccer team of Neymar?,Paris Saint-Germain F.C,Santos F.C.|Santos F.C. (lang:en),CompMix_table_simple_qa_00122.json
who won the oscar over wolf of wall street,Martin Scorsese | Leonardo DiCaprio | Jonah Hill | Terence Winter,"Matthew McConaughey
Jean Dujardin
Leonardo DiCaprio",NQ_table_test_simple_00720.json
where did the california gold rush take place,Sierra Nevada | Northern California,California (lang:en),NQ_table_test_simple_00252.json
"Shakira, what do you do for a living?","singer, actor, choreographer, painter","philanthropist
manufacturer
singer
voice actor
choreographer
actor
composer
guitarist",CompMix_table_simple_qa_00219.json
when was the spanish-american war fought,"April 21, 1898[b] – August 13, 1898",Spanish–American War|1898-04-25T00:00:00Z,NQ_table_test_simple_00365.json
Which weapons are of the type battle riffles ?,AVS-36 | CETME rifle | Desert Tech MDR | FM57 rifle | FN FAL | FN SCAR-H | Gewehr 41 | GRAM 63 battle rifle | Howa Type 64 | IWI ACE 52 | L1A1 Self-Loading Rifle | M1918 Browning Automatic Rifle | M1 Garand | M14 rifle | Madsen LAR | Mk 14 Enhanced Battle Rifle | Model 45A | SIG SG 510 | SIG SG 542 | SLEM-1 | SVT-40 | T48 rifle | Zastava M77 B1,"Heckler & Koch HK417
Sako M23
Mk 14 Enhanced Battle Rifle
Howa Type 64
Zastava M05N
...
Saritch 308
Sterling 7.62
Zastava M77
Beretta BM 59
AG-3",Qampari_wikitables_simple_00009.json
how many seasons of the smurfs are there,9,9.0,NQ_table_test_simple_00872.json
where's the pro bowl going to be this year,"Camping World Stadium, Orlando, Florida",Allegiant Stadium,NQ_table_test_simple_00651.json
what was the full name of the titanic,RMS Titanic,Titanic (lang:en),NQ_table_test_simple_00307.json
how many episodes in game if thrones season 7,7,7.0,NQ_table_test_simple_00070.json
how many episodes in series 7 of game of thrones are there,7,7.0,NQ_table_test_simple_00310.json
what is the latest version of chrome for linux,67.0,"144.0.7559.236
146.0.7680.151
146.0.7680.164
146.0.7680.165
147.0.7727.11
147.0.7727.14
147.0.7727.15",NQ_table_test_simple_00294.json
Who is filming the Troy movie in which location?,Mexico. Malta,"Wolfgang Petersen|Morocco
Wolfgang Petersen|Malta
Wolfgang Petersen|Algeria
Wolfgang Petersen|Mexico",CompMix_table_simple_qa_00305.json
where is the deepest lake in the us located,Oregon,"|Nevada
|California",NQ_table_test_simple_00724.json
which award win the Best Supporting Actor role Birds of Prey movie?,Hollywood Critics Association Midseason Awards,Academy Award for Best Supporting Actor,CompMix_table_simple_qa_00075.json
who won the ladies ice skating in the olympics,Alina Zagitova,Anna Shcherbakova,NQ_table_test_simple_00660.json
who won the medals in men's figure skating 2018,Yuzuru Hanyu | Shoma Uno | Javier Fernández,Yuzuru Hanyū|rdfs:label,NQ_table_test_simple_00062.json
what type of bridge is the charles bridge,Stone,"footbridge
arch bridge
stone bridge
street",NQ_table_test_simple_00935.json
what is the current mac os operating system,10.13.4,26.0,NQ_table_test_simple_00455.json
how many seasons of the bastard executioner are there,1,|1.0,NQ_table_test_simple_00413.json
who was defeated in the french and indian war,France | Wabanaki Confederacy,"Cherokee
Edward Braddock
Wabanaki Confederacy
Pierre de Rigaud, Marquis de Vaudreuil-Cavagnal
Algonquin people
...
Catawba people
James Abercrombie
Iroquois
Kingdom of France
Lenape",NQ_table_test_simple_00926.json
What are the discovered bog bodies ?,Elling Woman | Grauballe Man | Haraldskær Woman | Huldremose Woman | Tollund Man | Kayhausen Boy | Osterby Man | Cashel Man | Gallagh Man | Old Croghan Man | Weerdinge Men | Yde Girl | Lindow Woman | Lindow Man | Cladh Hallan Skeletons,"Röst girl|Röst girl (lang:en)
Peiting Woman|Peiting Woman (lang:en)
Exloërmond Man|Exloërmond Man (lang:en)
Peat dog from Burlage|Peat dog from Burlage (lang:en)
Zweeloo Woman|Zweeloo Woman (lang:en)
...|...
Yde Girl|Yde Girl (lang:en)
Elling Woman|Elling Woman (lang:en)
Girl of the Uchter Moor|Girl of the Uchter Moor (lang:en)
Ballynahatty woman|Ballynahatty woman (lang:en)
Weerdinge Men|Weerdinge Men (lang:en)",Qampari_wikitables_simple_00000.json
which animal is the carrier of the h1n1 virus,Pig,"Pigcasso
Esther the Wonder Pig
Béla
Porc du Ventoux",NQ_table_test_simple_00309.json
where is wake forest located in north carolina,35°58′24″N | 35.97333°N | 78°31′8″W | 78.51889°W,POINT(-78.518889 35.973333) (geo:wktLiteral),NQ_table_test_simple_00224.json
what was the lowest barometric pressure for hurricane irma,914 mbar (hPa),914.0,NQ_table_test_simple_00540.json
what is the revolution period of venus in earth years,0.615198 yr,"224.7
19414148.0",NQ_table_test_simple_00901.json
who won college basketball player of the year,Jalen Brunson | A'ja Wilson,"Caitlin Clark
Zach Edey
Frank Kaminsky
Calbert Cheaney
Jalen Brunson
...
Doug McDermott
Obi Toppin
Luka Garza
Aliyah Boston
Glenn Robinson",NQ_table_test_simple_00763.json
how many episodes in my name is earl season 4,27,|1,NQ_table_test_simple_00631.json
who is the fitness coach of Argentina national football team ?,Luis Martín,Lionel Scaloni,CompMix_table_simple_qa_00042.json
where was held the first session of muslim league,"Dhaka, Bangladesh",Lucknow,NQ_table_test_simple_00597.json
the resting stage of the cell cycle is,A phase where the cell has left the cycle and has stopped dividing,resting phase,NQ_table_test_simple_00539.json
where was the last world cup held and who won,Estádio do Maracanã | Germany,"Education City Stadium|Argentina men's national association football team
Al Bayt Stadium|Argentina men's national association football team
Stadium 974|Argentina men's national association football team
Lusail Stadium|Argentina men's national association football team
Al Janoub Stadium|Argentina men's national association football team
Al Thumama Stadium|Argentina men's national association football team
Ahmad bin Ali Stadium|Argentina men's national association football team
Khalifa International Stadium|Argentina men's national association football team",NQ_table_test_simple_00833.json
where will be the next olympics be held,Tokyo,Paris,NQ_table_test_simple_00854.json
when does jo come in grey's anatomy,season 9,Grey's Anatomy,NQ_table_test_simple_00056.json
when does the champions league quarter finals start,3–4 April 2018,2023-06-27T00:00:00Z,NQ_table_test_simple_00875.json
What is the budget of Boyhood movie?,4 million USD,4000000.0,CompMix_table_simple_qa_00282.json
who starred in the movie natural born killers,"Woody Harrelson | Juliette Lewis | Robert Downey, Jr. | Tommy Lee Jones | Tom Sizemore","Pruitt Taylor Vince
Everett Quinton
Matthew Faber
Red West
Robert Downey Jr.
...
Marshall Bell
O-Lan Jones
Peter Crombie
Joe Grifasi
James Gammon",NQ_table_test_simple_00607.json
who won last year's ncaa women's basketball,South Carolina,2023–24 South Carolina Gamecocks women's basketball team,NQ_table_test_simple_00524.json
who won last year's ncaa women's basketball,South Carolina,2023–24 South Carolina Gamecocks women's basketball team,NQ_table_test_simple_00525.json
what is the name of governor of maharashtra,Chennamaneni Vidyasagar Rao,Ramesh Bais,NQ_table_test_simple_00172.json
What are the different women wrestling promotions ?,[[Actwres girlZ]] | Ice Ribbon | Ladies Legend Pro-Wrestling | Oz Academy | Pro Wrestling Wave | [[Sendai Girls Pro Wrestling]] | Tokyo Joshi Pro Wrestling | World Wonder Ring Stardom | [[All Japan Womens Pro-Wrestling]] | Arsion | Gaea Japan | [[JDStar|Jd]] | JWP Joshi Puroresu,Women's Extreme Wrestling,Qampari_wikitables_simple_00043.json
who starred in the film walk the line,Joaquin Phoenix | Reese Witherspoon | Ginnifer Goodwin | Robert Patrick | Dallas Roberts,"Ginnifer Goodwin
McGhee Monteith
Dan Beene
Clay Steakley
Carly Nahon
...
Kid Memphis
Tyler Hilton
Shelby Lynne
Hailey Anne Nelson
Johnathan Rice",NQ_table_test_simple_00507.json
how many episodes is season 4 of the flash,19,23.0,NQ_table_test_simple_00828.json
who did johnny manziel play college football for,Texas A&M,"Cleveland Browns
Montreal Alouettes
Texas A&M Aggies football",NQ_table_test_simple_00434.json
what was vietnam called in the years before world war 2,French Indochina,Dai Viet (lang:en),NQ_table_test_simple_00379.json
What is the current soccer team of kylian mbappé?,Paris Saint-Germain F.C.,Real Madrid Club de Fútbol,CompMix_table_simple_qa_00077.json
What is kylian mbappé current soccer team?,Paris Saint-Germain F.C.,Real Madrid Club de Fútbol,CompMix_table_simple_qa_00055.json
who played tom on as the world turns,Peter Galman | C. David Colson | Tom Tammi | Justin Deas | Jason Kincaid | Gregg Marx | Scott Holmes | others,"Don Hastings
Van Hansis
Helen Wagner
Hillary B. Smith
Mick Hazen
...
Gregg Marx
Kathryn Hays
Scott DeFreitas
Trent Dawson
Julianne Moore",NQ_table_test_simple_00684.json
who are the cast members of ncis new orleans,"Scott Bakula | Lucas Black | Zoe McLellan | Rob Kerkovich | CCH Pounder | Daryl ""Chill"" Mitchell | Shalita Grant | Vanessa Ferlito","James McDaniel
Tim de Zarn
Titus Odell Makin Jr.
Chad Michael Collins
Charlene Amoia
...
Philip Anthony-Rodriguez
Steven Weber
James Eckhouse
Daryl Mitchell
Brandon Stacy",NQ_table_test_simple_00295.json
What are the hotels with at least 2000 rooms ?,"The Venetian Resort Las Vegas (The Venetian Las Vegas and The Palazzo) | MGM Grand Las Vegas and The Signature | CityCenter | The Londoner Macao | Abraj Al Bait | Izmailovo Hotel | Wynn Las Vegas and Encore Las Vegas | Mandalay Bay, Delano and Four Seasons | Luxor Las Vegas | Ambassador City Jomtien | Excalibur Hotel and Casino | Caesars Palace | Bellagio | Hilton Hawaiian Village | Circus Circus Las Vegas | Resorts World Las Vegas | The Mirage | Westgate Las Vegas | Paris Las Vegas | The Venetian Macao | [[Ballys Las Vegas]] | Borgata | [[Harrahs Atlantic City]] | [[Harrahs Las Vegas]] | Planet Hollywood Las Vegas | The Strat Las Vegas | Golden Nugget Las Vegas | Foxwoods Resort Casino | The Linq | Galaxy Macau | City of Dreams | Orlando World Center Marriott","Palace of Versailles|2300.0
Hotel Lisboa Macau|2362.0
Planet Hollywood Resort & Casino|2500.0
Marina Bay Sands|2561.0
Treasure Island Hotel and Casino|2885.0
...|...
Rossiya Hotel|3182.0
Mandalay Bay|3309.0
Living Hotels|3500.0
Bellagio Hotel & Casino|3933.0
MGM Grand Las Vegas|6852.0",Qampari_wikitables_simple_00068.json
season 2 this is us number of episodes,15,|18.0,NQ_table_test_simple_00066.json
what is the population of st petersburg fl,"260,999",258308.0,NQ_table_test_simple_00961.json
Who is the current head coach of Chicago Fire?,Ezra Hendrickson,Gregg Berhalter,CompMix_table_simple_qa_00040.json
what's the biggest nfl stadium in the united states,MetLife Stadium,Beijing National Stadium|80000.0,NQ_table_test_simple_00919.json
when did the jurassic park movies come out,1993 | 1997 | 2001 | 2015 | 2018,"1993-06-09T00:00:00Z
1993-06-11T00:00:00Z
1993-06-13T00:00:00Z
1993-07-02T00:00:00Z
1993-07-08T00:00:00Z
...
1993-11-05T00:00:00Z
1993-11-19T00:00:00Z
1993-12-10T00:00:00Z
1994-03-11T00:00:00Z
1994-04-15T00:00:00Z",NQ_table_test_simple_00815.json
who won entertainer of the year country music awards,Garth Brooks,"John Denver
Shania Twain
Glen Campbell
Dolly Parton
Willie Nelson
...
Barbara Mandrell
Alan Jackson
Ronnie Milsap
Charlie Rich
Eric Church",NQ_table_test_simple_00280.json
who has played raoul in phantom of the opera,Steve Barton | Tim Martin Gleason | Hadley Fraser,Patrick Wilson,NQ_table_test_simple_00269.json
how many episodes of ray donovan series 3 are there,60,|82.0,NQ_table_test_simple_00201.json
who is the manager of Rayo Vallecano team?,Andoni Iraola,Iñigo Pérez,CompMix_table_simple_qa_00127.json
which city is called the manchester of north india,Ahmedabad,"Ludhiana
Ludhiana
Ludhiana",NQ_table_test_simple_00688.json
how many episodes are there in ordeal by innocence,3,3.0,NQ_table_test_simple_00742.json
