question,gold_answer,result_cleaned,result,sparql
What awards are national quality award ?,Canada Awards for Excellence | Deming Prize | EFQM Excellence Award | Malcolm Baldrige National Quality Award | Philippine Quality Award | Rajiv Gandhi National Quality Award | Singapore Business Excellence Awards | Thailand Quality Award,"Malcolm Baldrige National Quality Award
Rajiv Gandhi National Quality Award
Viet Nam National Quality Award","| award                                                 |
| ----------------------------------------------------- |
| Malcolm Baldrige National Quality Award (wd:Q1777742) |
| Rajiv Gandhi National Quality Award (wd:Q16911967)    |
| Viet Nam National Quality Award (wd:Q30921691)        |","SELECT ?award WHERE {
  {
    ?award rdfs:label ""Malcolm Baldrige National Quality Award"" @en .
  } UNION {
    ?award rdfs:label ""Rajiv Gandhi National Quality Award"" @en .
  } UNION {
    ?award rdfs:label ""Viet Nam National Quality Award"" @en .
  }
}"
What are the giant sequoias with a trunk volume larger than 912.5 cubic meters ?,General Sherman | General Grant | President | Lincoln | Stagg | Boole | Genesis | King Arthur | Robert E. Lee | Ishi Giant | Washington | Adam | Nelder | Above Diamond (AD) | Hart | Grizzly Giant | Methuselah,,,"SELECT ?entity ?label WHERE {
  ?entity wdtn:P1082 ?volume .
  ?entity rdfs:label ?label .
  FILTER(LANG(?label) = 'en')
}"
What are the protected areas with an area larger than 250000 km squared ?,Marae Moana | Papahānaumokuākea Marine National Monument | Natural Park of the Coral Sea | Coral Sea Marine Park | Northeast Greenland National Park | British Indian Ocean Territory Marine Protected Area | Phoenix Islands Protected Area | Great Barrier Reef Marine Park | Tuvaijuittuq Marine Protected Area,"Kashmir Sultanate
Michigan
Poděbrady
Goryōkaku
Břilický rybník
...
Uranus
Saturn
Jupiter
Sun
Liberty Square","| protectedArea                     |
| --------------------------------- |
| Kashmir Sultanate (wd:Q123027565) |
| Michigan (wd:Q1166)               |
| Poděbrady (wd:Q96161277)          |
| Goryōkaku (wd:Q1196357)           |
| Břilický rybník (wd:Q96156945)    |
| ...                               |
| Uranus (wd:Q324)                  |
| Saturn (wd:Q193)                  |
| Jupiter (wd:Q319)                 |
| Sun (wd:Q525)                     |
| Liberty Square (wd:Q6541958)      |","SELECT ?protectedArea WHERE {
  ?protectedArea wdt:P2046 ?area .
  FILTER(?area > 250000)
}"
Which weapons are of the type bolt action riffle ?,35M rifle | Accuracy International AWM | Arisaka Type 30 | Arisaka Type 38 | Arisaka Type 99 | Berdan rifle | Berthier rifle | BMS Cam rifle | Browning A-Bolt | Carcano | Dreyse needle gun | FN Model 24 | Gewehr 1888 | Gewehr 98 | Hanyang 88 | IOF .30-06 sporting rifle | Ishapore 2A1 rifle | Jungle Carbine | K31 | Karabiner 98k | Krag–Jørgensen | Lebel 1886 rifle | Mannlicher M1886 | Mannlicher M1888 | Mannlicher M1895 | Mannlicher–Schönauer | Mosin–Nagant | Mossberg MVP | Murata rifle | Remington Model 700 | Ross rifle | Ruger American | Ruger M77 | SIG Sauer 200 STR | Steyr Scout | Voere S16 [https://www.all4shooters.com/en/hunting/rifles/voere-k15a-small-caliber-s16-bolt-action-features/ New rifles by Voere: S16 and K15A | all4shooters] | Winchester Model 70,,,"SELECT ?weapon WHERE {
  ?weapon wdt:P31 wd:Q40280158
}"
What military medals are the highest medal in a country ?,Cross to the Heroic Valour in Combat | The Victoria Cross for Australia | The Victoria Cross of Canada | The Valour Cross | The Legion of Honour | The Cross of Honour for Valour | Param Vir Chakra | Medal of Valor | Military Medal | The Victoria Cross for New Zealand | The War Cross with Sword | Order of Virtuti Militari | Hero of the Russian Federation | Order of St. George | Laureate Cross of Saint Ferdinand | The Victoria Cross | Medal of Honor | The Gold Cross of Zimbabwe,"Washington Law Enforcement Medal of Honor|Washington Law Enforcement Medal of Honor (lang:en)
Medal of Honor|Medal of Honor (lang:en)
Victoria Cross|Victoria Cross (lang:en)","| medal                                                    | label                                               |
| -------------------------------------------------------- | --------------------------------------------------- |
| Washington Law Enforcement Medal of Honor (wd:Q17107856) | Washington Law Enforcement Medal of Honor (lang:en) |
| Medal of Honor (wd:Q203535)                              | Medal of Honor (lang:en)                            |
| Victoria Cross (wd:Q219578)                              | Victoria Cross (lang:en)                            |","SELECT ?medal ?label WHERE {
  ?medal rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
  .
  FILTER(contains(?label , ""Medal of Honor"") || contains(?label , ""Victoria Cross""))
  .
  ?medal wdt:P31 wd:Q1788716 .
}"
Who is or was a member of the 10cc band ?,"Graham Gouldman | Paul Burgess | Rick Fenn | Eric Stewart | Laurence ""Lol"" Creme | [[Tony OMalley (musician)|Tony OMalley]] | Vic Emerson | Gary Wallis | Mike Stevens","Iain Hornal
Lol Creme
Kevin Godley
Mike Stevens
Paul Burgess
Graham Gouldman
Eric Stewart
Stuart Tosh
Duncan Mackay
Rick Fenn","| person                       |
| ---------------------------- |
| Iain Hornal (wd:Q108936980)  |
| Lol Creme (wd:Q1346568)      |
| Kevin Godley (wd:Q1346874)   |
| Mike Stevens (wd:Q16943343)  |
| Paul Burgess (wd:Q1887157)   |
| Graham Gouldman (wd:Q540655) |
| Eric Stewart (wd:Q588591)    |
| Stuart Tosh (wd:Q711535)     |
| Duncan Mackay (wd:Q980159)   |
| Rick Fenn (wd:Q984323)       |","SELECT ?person WHERE {
  ?person wdt:P463 wd:Q169145
}"
What are the different professional wrestling streaming services ?,FITE TV https://www.fite.tv/join/ | Honor Club | IMPACT Plus | New Japan Pro-Wrestling World | WWE Network,,,"SELECT ?service WHERE {
  ?service wdt:P31 wd:Q131359 .
  ?service wdt:P138 wd:Q36070 .
}"
Which weapons are of the type carbines ?,"AK-104 | Amogh carbine | Burnside carbine | CETME Model LC carbine | Colt Model 1839 Carbine | De Lisle carbine | G13 carbine | ""Jungle Carbine"" (Lee–Enfield, Rifle No. 5 Mk I) | K31 | Karabiner 98k | M1 carbine | M4 carbine | Maynard carbine | Mosin–Nagant (M1907 Carbine) | Mosin–Nagant (M1938 Carbine) | Mosin–Nagant (M1944 Carbine) | Mosin–Nagant (M1891/59 Carbine) | QBZ-95B | SG 443 Carbine | SKS | Stoner 63/63A Carbine | Swiss Mannlicher M1893 Carbine | Type 44 carbine","AK-104
Puma
Carbine m/94
pistol-caliber carbine
Mannlicher M1890 Carbine
...
Tarpley carbine
Thorneycroft carbine
Colt Canada C8
Zastava M85
Barrett REC7","| weapon                                  |
| --------------------------------------- |
| AK-104 (wd:Q1024826)                    |
| Puma (wd:Q10355469)                     |
| Carbine m/94 (wd:Q10543568)             |
| pistol-caliber carbine (wd:Q117344831)  |
| Mannlicher M1890 Carbine (wd:Q11735427) |
| ...                                     |
| Tarpley carbine (wd:Q7686589)           |
| Thorneycroft carbine (wd:Q7796408)      |
| Colt Canada C8 (wd:Q7886247)            |
| Zastava M85 (wd:Q8067064)               |
| Barrett REC7 (wd:Q965451)               |","SELECT ?weapon WHERE {
  ?weapon wdt:P279 wd:Q183302
}"
Which titles are used by current presidents of legislatures ?,Speaker | Chairman | Cathaoirleach | President | Presidents The European President of the Council of Ministers rotates every six months.,,,SELECT DISTINCT ?title WHERE { ?president wdt:P2561 ?title . ?president wdt:P31 wd:Q7241342 . } UNION SELECT DISTINCT ?title WHERE { ?president wdt:P2561 ?title . ?president wdt:P31 wd:Q7241333 . }
What are the existring aircraft carriers ?,[[Soviet aircraft carrier Admiral Gorshkov|Admiral Flota Sovetskogo Soyuza Gorshkov]] | [[Japanese aircraft carrier Akagi|Akagi]] | [[Japanese aircraft carrier Amagi|Amagi]] | [[Italian aircraft carrier Aquila|Aquila]] | [[Soviet aircraft carrier Admiral Gorshkov|Baku]] | [[HTMS Chakri Naruebet|Chakri Naruebet]] | [[Japanese aircraft carrier Chitose|Chitose]] | [[Japanese aircraft carrier Chiyoda|Chiyoda]] | [[Japanese aircraft carrier Chūyō|Chuyo]] | [[Spanish aircraft carrier Dédalo|Dédalo]] | [[Italian aircraft carrier Sparviero|Falco]] | [[German aircraft carrier Graf Zeppelin|Graf Zeppelin]] | [[Japanese aircraft carrier Hiryū|Hiryū]] | [[Japanese aircraft carrier Hiyō|Hiyō]] | [[Japanese aircraft carrier Hōshō|Hōshō]] | [[Japanese cruiser Ibuki (1943)|Ibuki]] | Izumo | [[French aircraft carrier Joffre|Joffre]] | [[Japanese aircraft carrier Kaga|Kaga]] | Kaga | [[Japanese aircraft carrier Katsuragi|Katsuragi]] | [[Soviet aircraft carrier Kiev|Kiev]] | [[Soviet aircraft carrier Ulyanovsk|Kremlin]] | [[Chinese aircraft carrier Liaoning|Liaoning]] | [[Brazilian aircraft carrier Minas Gerais|Minas Gerais]] | [[Soviet aircraft carrier Minsk|Minsk]] | [[Soviet aircraft carrier Novorossiysk|Novorossiysk]] | Richelieu (PA2) | [[Japanese aircraft carrier Ryūhō|Ryūhō]] | [[Japanese aircraft carrier Ryūjō|Ryūjō]] | [[Chinese aircraft carrier Shandong|Shandong]] | [[Japanese aircraft carrier Shinano|Shinano]] | [[Japanese aircraft carrier Shōhō|Shōhō]] | [[Japanese aircraft carrier Shōkaku|Shōkaku]] | [[Japanese aircraft carrier Sōryū|Sōryū]] | [[Italian aircraft carrier Sparviero|Sparviero]] | [[Japanese aircraft carrier Taihō|Taihō]] | [[Japanese aircraft carrier Taiyō|Taiyō]] | [[Type 003 aircraft carrier|Type 003]] | [[Type 004 aircraft carrier|Type 004]] | [[Japanese aircraft carrier Unryū|Unryū]] | [[ARA Veinticinco de Mayo (V-2)|Veinticinco de Mayo]] | [[German cruiser Seydlitz|Weser]] | [[Japanese aircraft carrier Zuihō|Zuihō]] | [[Japanese aircraft carrier Zuikaku|Zuikaku]],"aircraft carrier (wd:L305560-S1)
aircraft carrier (wd:L424057-S1)
aircraft carrier (wd:L79774-S1)
aircraft carrier
aircraft carrier","| carrier                          |
| -------------------------------- |
| aircraft carrier (wd:L305560-S1) |
| aircraft carrier (wd:L424057-S1) |
| aircraft carrier (wd:L79774-S1)  |
| aircraft carrier (wd:Q11597433)  |
| aircraft carrier (wd:Q17205)     |","SELECT ?carrier WHERE {
  ?carrier rdfs:label ""aircraft carrier"" @en .
}
LIMIT 10"
What are the dams with a fill structure larger than 27.4 millions of metric cubes ?,Tarbela Dam | Fort Peck Dam http://`www.nwd-mr.usace.army.mil/rcc/projdata/summaryengdat.pdf | Atatürk Dam | Oahe Dam | Mangla Dam | Gardiner Dam | Oroville Dam | San Luis Dam (BF Sisk Dam) | Nurek Dam | Garrison Dam | Aswan Dam | San Roque Dam | Fort Randall Dam | Guri Dam,"WD Blue SATA SSD|250000000.0
WD Blue SATA SSD|500000000.0
Cypress S34ML02G2|2000000000.0
Gigabyte GeForce RTX 3090 Eagle OC 24G|25769803776.0
WD Blue SATA SSD|1000000000000.0
WD Blue SATA SSD|2000381014016.0
WD Blue SATA SSD|4000000000000.0
Seagate Exos X18 18 TB|18000189054976.0","| dam                                                    | storageCapacity                |
| ------------------------------------------------------ | ------------------------------ |
| WD Blue SATA SSD (wd:Q110665578)                       | 250000000.0 (xsd:decimal)      |
| WD Blue SATA SSD (wd:Q110665578)                       | 500000000.0 (xsd:decimal)      |
| Cypress S34ML02G2 (wd:Q123714253)                      | 2000000000.0 (xsd:decimal)     |
| Gigabyte GeForce RTX 3090 Eagle OC 24G (wd:Q110646830) | 25769803776.0 (xsd:decimal)    |
| WD Blue SATA SSD (wd:Q110665578)                       | 1000000000000.0 (xsd:decimal)  |
| WD Blue SATA SSD (wd:Q110665578)                       | 2000381014016.0 (xsd:decimal)  |
| WD Blue SATA SSD (wd:Q110665578)                       | 4000000000000.0 (xsd:decimal)  |
| Seagate Exos X18 18 TB (wd:Q114443577)                 | 18000189054976.0 (xsd:decimal) |","SELECT ?dam ?storageCapacity WHERE {
  ?dam wdt:P2928 ?storageCapacity .
  FILTER(?storageCapacity > 27400000)
}"
What are the promotion names of women wrestling promotions ?,Shimmer Women Athletes | Shine Wrestling | Women of Wrestling | Women Superstars United | ChickFight | Gorgeous Ladies of Wrestling | Ladies Major League Wrestling | Ladies Professional Wrestling Association | [[Naked Womens Wrestling League]] | Powerful Women of Wrestling | Rise Wrestling | [[World Womens Wrestling]] | Wrestlicious,Women of Wrestling,"| promotion                        |
| -------------------------------- |
| Women of Wrestling (wd:Q8031615) |","SELECT ?promotion WHERE {
  ?promotion rdfs:label ""Women of Wrestling"" @en
}"
Which team has a goalkeeper that scored a goal ?,Porto | New York Red Bulls | Torquay United | Motherwell | Watford,,,"SELECT ?team WHERE {
  ?player wdt:P1363 ?goal .
  ?player wdt:P106 wd:Q201330 .
  ?player wdt:P54 ?team
}"
Who was a nuclear whistleblower ?,Karen Silkwood | Mordechai Vanunu | Arnold Gundersen | George Galatis | Rainer Moormann,,,"SELECT ?person WHERE {
  ?person wdt:P31 wd:Q7068182 .
}"
What are the lighthouses with a height of at least 26 meters ?,Jeddah Light | Yokohama Marine Tower | Palacio Barolo | Lighthouse of Genoa | Phare de Gatteville | Lesnoy Mole Rear Range Light | Mulantou Lighthouse | Baishamen Lighthouse | Punta Penna Lighthouse | Osinovetsky Light | Storozhenskiy Light | Vittoria Light | Recalada a Bahía Blanca Light | Maasvlakte Light | Planier Light | Campen Lighthouse | [[Phare dEckmühl]] | Świnoujście Lighthouse | Adziogol Lighthouse | Bari Light | Lighthouse of Praia da Barra | Calcanhar Lighthouse | Roches-Douvres Light | Nosy Alañaña Light,,,"SELECT ?lighthouse ?height WHERE {
  ?lighthouse wdt:P2048 ?height .
}"
What are the commercially available software defined radios ?,Elecraft KX3 | USRP B200 | USRP B210 | USRP N200 | USRP N210 | USRP X300 | USRP X310,,,"SELECT ?sdrradio WHERE { ?sdrradio wdt:P138 ?label . ?label rdfs:label ""HackRF One""@en . } UNION SELECT ?sdrradio WHERE { ?sdrradio wdt:P138 ?label . ?label rdfs:label ""HackRF Pro""@en . } UNION SELECT ?sdrradio WHERE { ?sdrradio wdt:P138 ?label . ?label rdfs:label ""Universal Software Radio Peripheral""@en . }"
Which game is an alternate reality game ?,[[Ongs Hat]] | [[Majestic (video game)|Majestic]] | [[The Beast (game)|The Beast]] | ReGenesis Extended Reality | I Love Bees | Perplex City | Nowheremen | The Lost Ring | Commander Video | Superstruct | This Is My Milwaukee | [[Xi (alternate reality game)|Xi]] | Picture the Impossible | Potato Sack | Frog Fractions 2 | Cipher Hunt | Oxenfree | [[Sombra (Overwatch)|Sombra]] | [[Waking Titan (ARG)|Waking Titan]],,,"SELECT ?game WHERE {
  ?game wdt:P31 wd:Q438419 .
}"
Who were Winnipeg Jets (1972–1996)/Arizona Coyotes general managers ?,Annis Stukus | Rudy Pilous | Mike Smith | John Paddock | Bobby Smith | Cliff Fletcher | Mike Barnett | Don Maloney | John Chayka | Steve Sullivan | Bill Armstrong,,,SELECT ?gm WHERE { wd:Q6393446 wdt:P505 ?gm } UNION SELECT ?gm WHERE { wd:Q206312 wdt:P505 ?gm }
What typhoons were of the type super typhoons ?,Olive | Emma | Nancy | Violet | Dot | Megi | Songda | Muifa | Nalgae | Guchol | Jelawat | Bopha | Utor | Usagi | Francisco | Lekima | Haiyan | Neoguri | Rammasun | Halong | Genevieve | Phanfone | Vongfong | Nuri | Hagupit | Maysak | Noul | Dolphin | Nangka | Soudelor | Dujuan | Koppu | Meranti | Chaba | Haima | Nock-ten | Noru | Lan | Maria | Jebi | Mangkhut | Trami | Kong-rey | Yutu | Wutip | Hagibis,"Mega Man X2
Fighting Fantasy
Humbug's Gulch
Skidmark
The 7 Beer Itch
...
The Taxi-Cab Grab
A Certain Doom
Need for Speed: Hot Pursuit Remastered
The Mystery of the Cliffs
Reef Blower","| typhoon                                               |
| ----------------------------------------------------- |
| Mega Man X2 (wd:Q100096)                              |
| Fighting Fantasy (wd:Q1001255)                        |
| Humbug's Gulch (wd:Q100138430)                        |
| Skidmark (wd:Q100152256)                              |
| The 7 Beer Itch (wd:Q100156110)                       |
| ...                                                   |
| The Taxi-Cab Grab (wd:Q99939690)                      |
| A Certain Doom (wd:Q99976141)                         |
| Need for Speed: Hot Pursuit Remastered (wd:Q99976214) |
| The Mystery of the Cliffs (wd:Q99982283)              |
| Reef Blower (wd:Q999929)                              |","SELECT ?typhoon WHERE {
  ?typhoon wdt:P1434 ?windSpeed .
}"
What countries are island countries ?,"The northern part of the island of Cyprus is the de facto independent state of Northern Cyprus, which is recognized only by Turkey. In the south of the island are the Sovereign Base Areas of Akrotiri and Dhekelia, controlled by the United Kingdom. | In 1983, Northern Cyprus declared independence from Cyprus. Northern Cyprus sovereignty has been recognized by only one United Nations member state (Turkey). It is not a member state of the United Nations. Most states recognize Cyprus claim to sovereignty over Northern Cyprus. | Since the conclusion of the Chinese Civil War, the Republic of China (ROC) retains actual rule over the islands of Taiwan, Penghu, Kinmen, the Matsu, and other minor islands, all of which are collectively known as ""Free Area"" or Taiwan Area in contrast to Mainland China being under communist rule, thus making it a de facto island nation, and has become known colloquially as simply ""Taiwan"" due to the island of Taiwan forming the majority of the ROC-controlled territories; nonetheless, the ROC has not officially renounced its constitutional-defined territories which include areas effectively controlled by the [[China|Peoples Republic of China]], Mongolia, Tuva (a Russian republic) etc. If claimed territories were taken into account, the ROC would not be a borderless country, nor a country centred around a major island. The ROC-controlled territories are also claimed by the Peoples Republic of China. See: Political status of Taiwan, Two Chinas, One-China policy, and Cross-strait relations. | Martinique | Administered by Norway under the Svalbard Treaty.","Cape Verde
Madagascar
Mauritius
São Tomé and Príncipe
Seychelles
...
Maldives
Sri Lanka
Taiwan
Philippines
Comoros","| country                          |
| -------------------------------- |
| Cape Verde (wd:Q1011)            |
| Madagascar (wd:Q1019)            |
| Mauritius (wd:Q1027)             |
| São Tomé and Príncipe (wd:Q1039) |
| Seychelles (wd:Q1042)            |
| ...                              |
| Maldives (wd:Q826)               |
| Sri Lanka (wd:Q854)              |
| Taiwan (wd:Q865)                 |
| Philippines (wd:Q928)            |
| Comoros (wd:Q970)                |","SELECT ?country WHERE {
  ?country wdt:P31 wd:Q112099
}"
What are the structure with a height larger than 600 m ?,"Burj Khalifa | Petronius Platform | Tokyo Skytree | Shanghai Tower | KVLY-TV mast | KRDK-TV mast | KXTV/KOVR tower | KATV tower | WECT tower | Diversified Communications Tower | Winnie Cumulus Broadcasting Tower | Hoyt Radio Tower | Baldpate Platform | Lotte World Tower | One World Trade Center | Tianjin CTF Finance Centre | World Trade Center, Tower 1 | Taipei 101 | Merdeka 118 | Jeddah Tower | Sky City | Burj Al Alam",,,"SELECT ?structure WHERE {
  ?structure wdt:P2048 ?height .
  ?height wdtn:P2048 ?value .
  ?value a wd:Q8668529 ; wdtn:P2048 ?heightValue .
  FILTER(?heightValue > 600)
}"
Which weapons are of the type rocket launchers ?,Bazooka | C90-CR (M3) | FHJ-84 | LRAC F1 | M72 LAW | Nexter WASP 58 Light Anti-Armour Weapon | Panzerfaust 3 | Panzerschreck | PF-89 | PF-98 | Type 70 | VE-NILANGAL,,,SELECT ?weapon WHERE { ?weapon wdt:P31 wd:Q192223 . } UNION SELECT ?weapon WHERE { ?weapon wdt:P31 wd:Q327394 . } UNION SELECT ?weapon WHERE { ?weapon wdt:P31 wd:Q506219 . } UNION SELECT ?weapon WHERE { ?weapon wdt:P31 wd:Q787445 . }
Who lead a lost expedition ?,"Cambyses II | John Cabot | Gaspar Corte-Real | Miguel Corte-Real | James Knight | Jean-François de Galaup, comte de Lapérouse | Robert Falcon Scott | Percy Fawcett",,,
