question,gold_answer,result_cleaned,result,sparql
"Who was the head coach for CF Montréal soccer team from August 10, 2011 to November 3, 2012",Jesse Marsch,"Nick De Santis|2011-06-28T00:00:00Z|2011-09-30T00:00:00Z
Jesse Marsch|2011-10-01T00:00:00Z|2012-11-03T00:00:00Z","| coach                       | start                               | end                                 |
| --------------------------- | ----------------------------------- | ----------------------------------- |
| Nick De Santis (wd:Q538521) | 2011-06-28T00:00:00Z (xsd:dateTime) | 2011-09-30T00:00:00Z (xsd:dateTime) |
| Jesse Marsch (wd:Q1336179)  | 2011-10-01T00:00:00Z (xsd:dateTime) | 2012-11-03T00:00:00Z (xsd:dateTime) |","SELECT ?coach ?start ?end WHERE {
  wd:Q167615 p:P286 ?statement .
  ?statement ps:P286 ?coach ; pq:P580 ?start ; pq:P582 ?end .
  FILTER(?start <= ""2012-11-03"" ^^ xsd:date && ?end >= ""2011-08-10"" ^^ xsd:date)
}"
What is the FIFA organization that was founded in Mexico City and currently includes all of North America,CONCACAF,CONCACAF|CONCACAF (lang:en),"| org                   | name               |
| --------------------- | ------------------ |
| CONCACAF (wd:Q160549) | CONCACAF (lang:en) |","SELECT ?org ?name WHERE {
  ?org wdt:P740 wd:Q1489 ; wdt:P31 wd:Q163740 ; wdt:P641 wd:Q2736 .
  ?org rdfs:label ?name .
  FILTER(LANG(?name) = 'en')
}"
What is the name of the model who won the first cycle of America's Next Top Model,Adrianne Curry,Adrianne Curry|Adrianne Curry (lang:en),"| winner                      | winnerLabel              |
| --------------------------- | ------------------------ |
| Adrianne Curry (wd:Q234423) | Adrianne Curry (lang:en) |","SELECT ?winner ?winnerLabel WHERE {
  wd:Q977854 wdt:P1346 ?winner .
  ?winner rdfs:label ?winnerLabel .
  FILTER(LANG(?winnerLabel) = ""en"")
}"
What is the name of the movie released in 2004 did the singer Chris Martin appear in,Shaun of the Dead,"Shaun of the Dead|Shaun of the Dead (lang:en)
Shaun of the Dead|Shaun of the Dead (lang:en)","| movie                          | movieLabel                  |
| ------------------------------ | --------------------------- |
| Shaun of the Dead (wd:Q858724) | Shaun of the Dead (lang:en) |
| Shaun of the Dead (wd:Q858724) | Shaun of the Dead (lang:en) |","SELECT ?movie ?movieLabel WHERE {
  ?movie wdt:P31 wd:Q11424 ; wdt:P161 wd:Q712860 ; wdt:P577 ?date ; rdfs:label ?movieLabel .
  FILTER(LANG(?movieLabel) = 'en')
  FILTER(year(?date) = 2004)
}"
What is the name of the football club that Oliver Kahn played for in the year 2001,FC Bayern Munich,"FC Bayern Munich|FC Bayern Munich (lang:en)
Germany men's national association football team|Germany men's national association football team (lang:en)","| club                                                         | clubLabel                                                  |
| ------------------------------------------------------------ | ---------------------------------------------------------- |
| FC Bayern Munich (wd:Q15789)                                 | FC Bayern Munich (lang:en)                                 |
| Germany men's national association football team (wd:Q43310) | Germany men's national association football team (lang:en) |","SELECT ?club ?clubLabel WHERE {
  wd:Q131261 p:P54 ?membership .
  ?membership ps:P54 ?club .
  ?membership pq:P580 ?start .
  ?membership pq:P582 ?end .
  FILTER(?start <= ""2001-12-31T23:59:59Z"" ^^ xsd:dateTime && ?end >= ""2001-01-01T00:00:00Z"" ^^ xsd:dateTime)
  .
  ?club rdfs:label ?clubLabel .
  FILTER(LANG(?clubLabel) = ""en"")
}"
"Who is the screen writer of The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Christopher Markus,"Ann Peacock
Andrew Adamson
Christopher Markus
Stephen McFeely","| screenwriter                     |
| -------------------------------- |
| Ann Peacock (wd:Q12912984)       |
| Andrew Adamson (wd:Q432845)      |
| Christopher Markus (wd:Q5112818) |
| Stephen McFeely (wd:Q5933887)    |","SELECT ?screenwriter WHERE {
  wd:Q485803 wdt:P58 ?screenwriter .
}"
Who was the winner of the Nobel Prize in Literature the year Brave New World was published,John Galsworthy,,,"SELECT ?winner WHERE {
  ?winner p:P166 ?statement .
  ?statement ps:P166 wd:Q7191 .
  ?statement pq:P585 ?date .
  FILTER(YEAR(?date) = 1932)
}"
Which player scored the most goals for the D.C. United during the 1996 Major League Soccer season,Raúl Díaz Arce,,,"SELECT ?player ?playerLabel ?goals WHERE {
  ?player p:P54 ?membership .
  ?membership ps:P54 wd:Q238593 .
  ?membership pq:P5138 wd:Q4591311 .
  ?membership pq:P1538 ?goals .
  ?player rdfs:label ?playerLabel
  FILTER(LANG(?playerLabel) = 'en')
}
ORDER BY DESC(xsd:integer(?goals))
LIMIT 1"
What is the name of the film directed and written by John Hughes in the year 1984,Sixteen Candles,"Sixteen Candles|Sixteen Candles (lang:en)
Sixteen Candles|Sixteen Candles (lang:en)","| film                         | label                     |
| ---------------------------- | ------------------------- |
| Sixteen Candles (wd:Q572616) | Sixteen Candles (lang:en) |
| Sixteen Candles (wd:Q572616) | Sixteen Candles (lang:en) |","SELECT ?film ?label WHERE {
  ?film wdt:P31 wd:Q11424 ; wdt:P57 wd:Q311263 ; wdt:P58 wd:Q311263 ; wdt:P577 ?date .
  FILTER(YEAR(?date) = 1984)
  .
  ?film rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
  .
}"
What was the first movie that Mila Kunis who played Jackie on That '70s Show act in,Santa with Muscles,Santa with Muscles|Santa with Muscles (lang:en)|1996-01-01T00:00:00Z,"| movie                            | title                        | date                                |
| -------------------------------- | ---------------------------- | ----------------------------------- |
| Santa with Muscles (wd:Q1631700) | Santa with Muscles (lang:en) | 1996-01-01T00:00:00Z (xsd:dateTime) |","SELECT ?movie ?title ?date WHERE {
  ?movie wdt:P161 wd:Q37628 .
  ?movie wdt:P31 wd:Q11424 .
  ?movie wdt:P577 ?date .
  ?movie rdfs:label ?title .
  FILTER(lang(?title) = 'en')
  .
  FILTER(DATATYPE(?date) = xsd:dateTime)
  .
}
ORDER BY ?date
LIMIT 1"
What book set in Jazz Age considered to be a Great American Novel was written in 1925,The Great Gatsby,"The Great Gatsby|The Great Gatsby (lang:en)
The Great Gatsby|The Great Gatsby (lang:en)","| book                             | bookLabel                  |
| -------------------------------- | -------------------------- |
| The Great Gatsby (wd:Q104783768) | The Great Gatsby (lang:en) |
| The Great Gatsby (wd:Q214371)    | The Great Gatsby (lang:en) |","SELECT ?book ?bookLabel WHERE {
  ?book wdt:P50 wd:Q93354 ; wdt:P577 ?date .
  FILTER(YEAR(?date) = 1925)
  ?book rdfs:label ?bookLabel .
  FILTER(LANG(?bookLabel) = ""en"")
}"
What was the first show to win the Outstanding Multi-Camera Picture Editing for a Comedy Series award,The Adams Chronicles,How I Met Your Mother|How I Met Your Mother (lang:en)|2012-01-01T00:00:00Z,"| series                             | seriesLabel                     | awardTime                           |
| ---------------------------------- | ------------------------------- | ----------------------------------- |
| How I Met Your Mother (wd:Q147235) | How I Met Your Mother (lang:en) | 2012-01-01T00:00:00Z (xsd:dateTime) |","SELECT ?series ?seriesLabel ?awardTime WHERE {
  ?series p:P166 ?statement .
  ?statement ps:P166 wd:Q30633707 .
  ?statement pq:P585 ?awardTime .
  ?series rdfs:label ?seriesLabel .
  FILTER(LANG(?seriesLabel) = ""en"")
}
ORDER BY ?awardTime
LIMIT 1"
What was the name of the actor who played Charlie in Willy Wonka and the Chocolate Factory,Peter Ostrum,Peter Ostrum,"| actor                     |
| ------------------------- |
| Peter Ostrum (wd:Q386564) |","SELECT ?actor WHERE {
  wd:Q936327 p:P161 ?cast .
  ?cast ps:P161 ?actor .
  ?cast pq:P453 wd:Q4120021 .
}"
"What is the last album that was recorded by artist George Harrison, from the band the Beatles",Brainwashed,,,"SELECT ?album ?albumLabel WHERE {
  ?album wdt:P175 wd:Q2643 .
  ?album wdt:P31 / wdt:P279 * wd:Q262166 .
  ?album wdt:P577 ?releaseDate .
  ?album rdfs:label ?albumLabel .
  FILTER(lang(?albumLabel) = ""en"")
}
ORDER BY DESC(?releaseDate)
LIMIT 1"
How many World Cup titles the Italy national football team has before winning it again in 2006,3,0,"| count       |
| ----------- |
| 0 (xsd:int) |","SELECT(COUNT(*) AS ?count) WHERE {
  ?cup wdt:P31 wd:Q19317 ; wdt:P1346 wd:Q676899 ; wdt:P582 ?endDate .
  FILTER(YEAR(?endDate) < 2006)
}"
What number of appearances has Andrea Pirlo made for the football club New York City FC,62,60.0,"| appearances        |
| ------------------ |
| 60.0 (xsd:decimal) |","SELECT ?appearances WHERE {
  wd:Q43926 p:P54 ?membership .
  ?membership ps:P54 wd:Q13361030 ; pq:P1350 ?appearances
}"
What year did the El Salvador national football team make their first FIFA World Cup appearance,1970,1970,"| year           |
| -------------- |
| 1970 (xsd:int) |","SELECT(YEAR(?date) AS ?year) WHERE {
  wd:Q188228 wdt:P1344 ?event .
  ?event wdt:P585 ?date .
  ?event rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
  FILTER(CONTAINS(?label , ""FIFA World Cup""))
}
ORDER BY ASC(?date)
LIMIT 1"
When was released the song Shape of You in United Kingdom in the digital download format,10 February 2017,2017-01-06T00:00:00Z,"| date                                |
| ----------------------------------- |
| 2017-01-06T00:00:00Z (xsd:dateTime) |","SELECT ?date WHERE {
  wd:Q28132505 wdt:P577 ?date .
  wd:Q28132505 wdt:P437 wd:Q6473564 .
}"
What was the other book to get the Newbery Honor in 2019 besides The Night Diary,The Book of Boy,,,"SELECT ?book ?bookLabel WHERE {
  ?book wdt:P31 / wdt:P279 * wd:Q571 .
  ?book p:P166 ?awardStatement .
  ?awardStatement ps:P166 wd:Q10336568 ; pq:P585 ?date .
  FILTER(REGEX(STR(?date) , ""2019""))
  FILTER(?book != wd:Q65083326)
  OPTIONAL {
    ?book rdfs:label ?bookLabel
    FILTER(LANG(?bookLabel) = 'en')
  }
}"
When was released the song Into You in United States in the format of rhythmic contemporary,"June 28, 2016",2016-05-06T00:00:00Z,"| date                                |
| ----------------------------------- |
| 2016-05-06T00:00:00Z (xsd:dateTime) |","SELECT ?date WHERE {
  wd:Q24026109 wdt:P577 ?date .
  wd:Q24026109 wdt:P495 wd:Q30 .
}
LIMIT 1"
What has the home venue of the Kansas City Wizards been from 2011 to the present,Children's Mercy Park,Children's Mercy Park|Children's Mercy Park (lang:en),"| venue                               | label                           |
| ----------------------------------- | ------------------------------- |
| Children's Mercy Park (wd:Q1787141) | Children's Mercy Park (lang:en) |","SELECT ?venue ?label WHERE {
  wd:Q329812 p:P115 ?statement .
  ?statement ps:P115 ?venue .
  ?statement pq:P580 ?start .
  OPTIONAL {
    ?statement pq:P582 ?end .
  }
  ?venue rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
  FILTER(?start <= ""2011-01-01T00:00:00Z"" ^^ xsd:dateTime)
  FILTER(! BOUND(?end) || ?end >= ""2011-01-01T00:00:00Z"" ^^ xsd:dateTime)
  FILTER(?end >= NOW () || ! BOUND(?end))
}"
"Who is the director of The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,Andrew Adamson|Andrew Adamson (lang:en),"| director                    | directorLabel            |
| --------------------------- | ------------------------ |
| Andrew Adamson (wd:Q432845) | Andrew Adamson (lang:en) |","SELECT ?director ?directorLabel WHERE {
  wd:Q485803 wdt:P57 ?director .
  ?director rdfs:label ?directorLabel .
  FILTER(LANG(?directorLabel) = ""en"")
}"
What is the number of goals scored by Kylian Mbappé for France in the year 2018,9,0,"| totalGoals  |
| ----------- |
| 0 (xsd:int) |","SELECT(SUM(?goals) AS ?totalGoals) WHERE {
  ?match wdt:P710 wd:Q174198 ; wdt:P585 ?date .
  FILTER(YEAR(?date) = 2018)
  ?match p:P4007 ?mbappeStmt .
  ?mbappeStmt ps:P4007 wd:Q21621995 ; pq:P1351 ?goals .
}"
What is the award nominated for the tv series wizards of waverly place in year 2008,Directors Guild of America Award for Outstanding Directing – Children's Programs,Directors Guild of America Award for Outstanding Directing – Children's Programs (lang:en),"| awardLabel                                                                                 |
| ------------------------------------------------------------------------------------------ |
| Directors Guild of America Award for Outstanding Directing – Children's Programs (lang:en) |","SELECT ?awardLabel WHERE {
  wd:Q184342 p:P1411 ?nomination .
  ?nomination ps:P1411 ?award .
  ?award rdfs:label ?awardLabel .
  FILTER(LANG(?awardLabel) = ""en"")
  .
  ?nomination pq:P585 ?date .
  FILTER(YEAR(?date) = 2007)
}
LIMIT 1"
Which film by Clint Eastwood has won the maximum number of Academy Awards and BAFTA Awards,Unforgiven,Unforgiven|Unforgiven (lang:en)|8,"| film                    | filmLabel            | count       |
| ----------------------- | -------------------- | ----------- |
| Unforgiven (wd:Q104137) | Unforgiven (lang:en) | 8 (xsd:int) |","SELECT ?film ?filmLabel(COUNT(?award) AS ?count) WHERE {
  {
    ?film wdt:P57 wd:Q43203
  } UNION {
    ?film wdt:P162 wd:Q43203
  }
  ?film wdt:P31 wd:Q11424 .
  ?film wdt:P166 ?award .
  {
    ?award wdt:P31 wd:Q19020
  } UNION {
    ?award wdt:P179 wd:Q335485
  }
  OPTIONAL {
    ?film rdfs:label ?filmLabel .
    FILTER(LANG(?filmLabel) = ""en"")
  }
}
GROUP BY ?film ?filmLabel
ORDER BY DESC(?count)
LIMIT 1"
What is the name of the manager in 2017 of the soccer club Manchester United F.C.,José Mourinho,José Mourinho|José Mourinho (lang:en),"| manager                   | label                   |
| ------------------------- | ----------------------- |
| José Mourinho (wd:Q79983) | José Mourinho (lang:en) |","SELECT ?manager ?label WHERE {
  wd:Q18656 p:P286 ?statement .
  ?statement ps:P286 ?manager .
  ?statement pq:P580 ?start .
  ?statement pq:P582 ?end .
  FILTER(xsd:date(?start) <= ""2017-12-31"" ^^ xsd:date)
  FILTER(xsd:date(?end) >= ""2017-01-01"" ^^ xsd:date)
  ?manager rdfs:label ?label .
  FILTER(LANG(?label) = ""en"")
}"
Which movie did Samuel L. Jackson win a BAFTA award for best supporting actor in 1994,Pulp Fiction,,,"SELECT ?movie ?movieLabel WHERE {
  wd:Q172678 wdt:P166 ?awardStatement .
  ?awardStatement wdt:P585 ?time ; wdt:P1686 ?movie .
  FILTER(YEAR(?time) = 1994)
  OPTIONAL {
    ?movie rdfs:label ?movieLabel .
    FILTER(LANG(?movieLabel) = ""en"")
  }
}
LIMIT 1"
What year was the book And to Think That I Saw It on Mulberry Street published,1937,1937-01-01T00:00:00Z,"| publicationDate                     |
| ----------------------------------- |
| 1937-01-01T00:00:00Z (xsd:dateTime) |","SELECT ?publicationDate WHERE {
  wd:Q864476 wdt:P577 ?publicationDate .
}"
Who managed Norwich City F.C. when they were promoted to the English Premier League in 2021,Daniel Farke,"Johannes Hoff Thorup|2024-05-30T00:00:00Z|2025-04-22T00:00:00Z
Liam Manning|2025-06-03T00:00:00Z|2025-11-08T00:00:00Z
Dean Smith|2021-11-15T00:00:00Z|2022-12-27T00:00:00Z
Philippe Clement|2025-11-18T00:00:00Z|
David Wagner|2023-01-06T00:00:00Z|2024-05-17T00:00:00Z
Jack Wilshere|2025-04-22T00:00:00Z|2025-06-03T00:00:00Z","| manager                              | start                               | end                                 |
| ------------------------------------ | ----------------------------------- | ----------------------------------- |
| Johannes Hoff Thorup (wd:Q118483155) | 2024-05-30T00:00:00Z (xsd:dateTime) | 2025-04-22T00:00:00Z (xsd:dateTime) |
| Liam Manning (wd:Q97138662)          | 2025-06-03T00:00:00Z (xsd:dateTime) | 2025-11-08T00:00:00Z (xsd:dateTime) |
| Dean Smith (wd:Q5246473)             | 2021-11-15T00:00:00Z (xsd:dateTime) | 2022-12-27T00:00:00Z (xsd:dateTime) |
| Philippe Clement (wd:Q1338480)       | 2025-11-18T00:00:00Z (xsd:dateTime) |                                     |
| David Wagner (wd:Q871069)            | 2023-01-06T00:00:00Z (xsd:dateTime) | 2024-05-17T00:00:00Z (xsd:dateTime) |
| Jack Wilshere (wd:Q15199)            | 2025-04-22T00:00:00Z (xsd:dateTime) | 2025-06-03T00:00:00Z (xsd:dateTime) |","SELECT ?manager ?start ?end WHERE {
  wd:Q18721 p:P286 ?statement .
  ?statement ps:P286 ?manager .
  OPTIONAL {
    ?statement pq:P580 ?start .
  }
  OPTIONAL {
    ?statement pq:P582 ?end .
  }
}"
Which team promoted to the English Premier League for 2021-22 won the EFL Championship in 2021,Norwich City F.C.,Norwich City F.C.,"| team                          |
| ----------------------------- |
| Norwich City F.C. (wd:Q18721) |","SELECT ?team WHERE {
  wd:Q96417484 wdt:P1346 ?team .
}"
Which soccer player scored the second highest number of goals for the Poland national football team,Włodzimierz Lubański,,,"SELECT ?player(xsd:integer(?goalsRaw) AS ?goals) WHERE {
  ?player p:P54 ?statement .
  ?statement ps:P54 wd:Q166196 .
  ?statement pq:P4286 ?goalsRaw .
  FILTER(isNumeric(?goalsRaw) && xsd:integer(?goalsRaw) > 0)
}
ORDER BY DESC(?goals)
LIMIT 1
OFFSET 1"
