question,gold_answer,result_cleaned,result,sparql
"What is the last album that was recorded by artist George Harrison, from the band the Beatles",Brainwashed,,,"SELECT ?album ?albumLabel WHERE {
  ?album wdt:P175 wd:Q484736 ; wdt:P31 wd:Q386724 ; wdt:P577 ?releaseDate .
  SERVICE wikibase:label {
    bd:serviceParam wikibase:language ""en"" .
  }
}
ORDER BY DESC(?releaseDate)
LIMIT 1"
How many World Cup titles the Italy national football team has before winning it again in 2006,3,,,"SELECT (COUNT(?tournament) AS ?count)
WHERE {
  wd:Q676899 wdt:P750 ?tournament.
  ?tournament wdt:P585 ?date.
  FILTER(SUBSTR(STR(?date), 1, 4) < ""2006"")"
What number of appearances has Andrea Pirlo made for the football club New York City FC,62,,,"SELECT ?appearances WHERE {
  wd:Q43926 p:P54 ?statement .
  ?statement ps:P54 wd:Q13361030 .
  ?statement pq:P2272 ?appearances .
}"
What year did the El Salvador national football team make their first FIFA World Cup appearance,1970,,,"SELECT(YEAR(?date) AS ?year) WHERE {
  ?event wdt:P170 wd:Q188228 ; wdt:P31 wd:Q278551 ; wdt:P577 ?date .
}
ORDER BY ?date
LIMIT 1"
When was released the song Shape of You in United Kingdom in the digital download format,10 February 2017,2017-01-06T00:00:00Z,"| date                                |
| ----------------------------------- |
| 2017-01-06T00:00:00Z (xsd:dateTime) |","SELECT ?date WHERE {
  wd:Q28132505 wdt:P577 ?date
}"
What was the other book to get the Newbery Honor in 2019 besides The Night Diary,The Book of Boy,,,
When was released the song Into You in United States in the format of rhythmic contemporary,"June 28, 2016",2016-05-06T00:00:00Z,"| releaseDate                         |
| ----------------------------------- |
| 2016-05-06T00:00:00Z (xsd:dateTime) |","SELECT ?releaseDate WHERE {
  wd:Q24026109 wdt:P577 ?releaseDate
}"
What has the home venue of the Kansas City Wizards been from 2011 to the present,Children's Mercy Park,,,"SELECT DISTINCT ?stadium ?stadiumLabel WHERE {
  wd:Q329812 wdt:P119 ?stadium .
  ?stadium rdfs:label ?stadiumLabel .
  FILTER(LANG(?stadiumLabel) = 'en')
  FILTER(CONTAINS(LCASE(STR(?stadiumLabel)) , 'sporting park'))
}"
"Who is the director of The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,Andrew Adamson (lang:en),"| directorLabel            |
| ------------------------ |
| Andrew Adamson (lang:en) |","SELECT ?directorLabel WHERE {
  wd:Q485803 wdt:P57 ?director .
  ?director rdfs:label ?directorLabel .
  FILTER(langMatches(lang(?directorLabel) , ""en""))
}"
What is the number of goals scored by Kylian Mbappé for France in the year 2018,9,,,"SELECT ?goals WHERE {
  wd:Q21621995 p:P1351 ?statement .
  ?statement ps:P1351 ?goals .
  ?statement pq:P1047 wd:Q142 .
  ?statement pq:P1630 wd:Q1534296 .
}"
What is the award nominated for the tv series wizards of waverly place in year 2008,Directors Guild of America Award for Outstanding Directing – Children's Programs,,,"SELECT ?award ?awardLabel WHERE {
  wd:Q184342 p:P1411 ?nomination .
  ?nomination ps:P1411 ?award .
  ?nomination pq:P585 ?awardYear .
  FILTER(year(?awardYear) = 2008)
  OPTIONAL {
    ?award rdfs:label ?awardLabel .
    FILTER(lang(?awardLabel) = ""en"")
  }
}"
Which film by Clint Eastwood has won the maximum number of Academy Awards and BAFTA Awards,Unforgiven,Million Dollar Baby|Million Dollar Baby (lang:en)|8,"| film                             | filmLabel                     | totalAwards |
| -------------------------------- | ----------------------------- | ----------- |
| Million Dollar Baby (wd:Q184255) | Million Dollar Baby (lang:en) | 8 (xsd:int) |","SELECT ?film ?filmLabel(COUNT(?award) AS ?totalAwards) WHERE {
  ?film wdt:P31 wd:Q11424 ; wdt:P57 wd:Q43203 ; rdfs:label ?filmLabel .
  FILTER(LANGMATCHES(LANG(?filmLabel) , ""en""))
  ?film wdt:P166 ?award .
  ?award rdfs:label ?awardLabel .
  FILTER(LANGMATCHES(LANG(?awardLabel) , ""en""))
  FILTER(CONTAINS(LCASE(?awardLabel) , ""academy"") || CONTAINS(LCASE(?awardLabel) , ""bafta""))
}
GROUP BY ?film ?filmLabel
ORDER BY DESC(?totalAwards)
LIMIT 1"
What is the name of the manager in 2017 of the soccer club Manchester United F.C.,José Mourinho,,,
Which movie did Samuel L. Jackson win a BAFTA award for best supporting actor in 1994,Pulp Fiction,,,"SELECT ?movieLabel WHERE {
  wd:Q172678 wdt:P166 ?award .
  ?award rdfs:label ?awardLabel .
  FILTER(LANG(?awardLabel) = ""en"")
  .
  FILTER(CONTAINS(LCASE(STR(?awardLabel)) , ""british academy"") && CONTAINS(LCASE(STR(?awardLabel)) , ""supporting actor""))
  ?award wdt:P585 ?awardYear .
  FILTER(YEAR(?awardYear) = 1995)
  .
  ?award wdt:P1686 ?movie .
  ?movie rdfs:label ?movieLabel .
  FILTER(LANG(?movieLabel) = ""en"")
  .
}"
What year was the book And to Think That I Saw It on Mulberry Street published,1937,1937,"| year           |
| -------------- |
| 1937 (xsd:int) |","SELECT(YEAR(?pubDate) AS ?year) WHERE {
  wd:Q864476 wdt:P577 ?pubDate
}"
Who managed Norwich City F.C. when they were promoted to the English Premier League in 2021,Daniel Farke,,,
Which team promoted to the English Premier League for 2021-22 won the EFL Championship in 2021,Norwich City F.C.,Norwich City F.C.,"| winner                        |
| ----------------------------- |
| Norwich City F.C. (wd:Q18721) |","SELECT ?winner WHERE {
  wd:Q96417484 wdt:P1346 ?winner
}"
Which soccer player scored the second highest number of goals for the Poland national football team,Włodzimierz Lubański,,,"SELECT ?player ?playerLabel ?goals WHERE {
  ?player wdt:P367 wd:Q166196 ; p:P2381 ?statement .
  ?statement ps:P2381 ?goals ; pq:P1658 wd:Q166196 .
  OPTIONAL {
    ?player rdfs:label ?playerLabel .
    FILTER(LANG(?playerLabel) = ""en"")
  }
}
ORDER BY DESC(?goals)
LIMIT 2
OFFSET 1"
Which Clint Eastwood movie has won the most number of Academy Awards and BAFTA  Awards,Unforgiven,,,"SELECT ?film WHERE {
  ?film wdt:P31 wd:Q11424 .
  {
    ?film wdt:P57 wd:Q43203
  } UNION {
    ?film wdt:P161 wd:Q43203
  }
  .
  ?film wdt:P166 ?award .
  ?award wdt:P279 * wd:Q23069 .
}
ORDER BY DESC(?awardCount)
LIMIT 1"
Who was the shirt sponsor of the Chicago Fire Football Club in 2019 to present,Motorola,,,"SELECT ?sponsorLabel WHERE {
  wd:Q308683 p:P859 ?sponsorship .
  ?sponsorship ps:P859 ?sponsor .
  ?sponsorship pq:P580 ?startYear .
  OPTIONAL {
    ?sponsorship pq:P582 ?endYear
  }
  .
  FILTER(year(?startYear) <= 2019)
  FILTER(NOT EXISTS {
    ?sponsorship pq:P582 ?endYear
  }
  || year(?endYear) >= 2019)
}"
Who was the captain of Manchester United F.C. when they won the 1999 FA cup,Roy Keane,,,"SELECT ?captain WHERE {
  ?captain wdt:P634 wd:Q18656 .
  ?captain p:P634 ?statement .
  ?statement pq:P580 ?start .
  ?statement pq:P582 ?end .
  FILTER(?start <= ""1999-05-22"" ^^ xsd:date && ?end >= ""1999-05-22"" ^^ xsd:date)
}"
What is the film which won Cate Blanchett the Oscar for best actress in 2014,Blue Jasmine,,,
Which science fiction tv series did Charles Shaughnessy appeared in for one episode in 2004,Stargate SG-1,,,"SELECT DISTINCT ?series ?seriesLabel WHERE {
  wd:Q122473 p:P161 ?actorStatement .
  ?actorStatement ps:P161 ?episode .
  ?episode wdt:P155 ?series .
  ?series wdt:P31 wd:Q201598 ; wdt:P136 wd:Q1313 .
  ?episode wdt:P577 ?episodeDate .
  FILTER(YEAR(?episodeDate) = 2004)
  SERVICE wikibase:label {
    bd:serviceParam wikibase:language ""en"" .
  }
}"
Which football club was represented by the soccer player Raúl González in the year 2002,Real Madrid,,,"SELECT DISTINCT ?club WHERE {
  wd:Q11576 p:P54 ?statement .
  ?statement ps:P54 ?club .
  ?statement pq:P580 ?start .
  ?statement pq:P582 ?end .
  ?club wdt:P31 wd:Q35027 .
  FILTER(?start <= ""2002-01-01"" ^^ xsd:date)
  FILTER(?end >= ""2002-01-01"" ^^ xsd:date)
}"
What was the name of the football club Mikel Arteta represented in the year 2003,Rangers F.C.,"Spain national under-21 association football team|Spain men's national under-21 soccer team (lang:en-ca)
Spain national under-21 association football team|Spain national under-21 association football team (lang:en)
Rangers F.C.|Rangers F.C. (lang:en)
Rangers F.C.|Rangers F.C. (lang:en-ca)
Rangers F.C.|Rangers F.C. (lang:en-gb)","| team                                                            | teamLabel                                                   |
| --------------------------------------------------------------- | ----------------------------------------------------------- |
| Spain national under-21 association football team (wd:Q1129595) | Spain men's national under-21 soccer team (lang:en-ca)      |
| Spain national under-21 association football team (wd:Q1129595) | Spain national under-21 association football team (lang:en) |
| Rangers F.C. (wd:Q19597)                                        | Rangers F.C. (lang:en)                                      |
| Rangers F.C. (wd:Q19597)                                        | Rangers F.C. (lang:en-ca)                                   |
| Rangers F.C. (wd:Q19597)                                        | Rangers F.C. (lang:en-gb)                                   |","SELECT ?team ?teamLabel WHERE {
  wd:Q185572 p:P54 ?statement .
  ?statement ps:P54 ?team .
  ?statement pq:P580 ?start .
  ?statement pq:P582 ?end .
  ?team rdfs:label ?teamLabel .
  FILTER(langMatches(lang(?teamLabel) , ""en""))
  FILTER(?start <= ""2003-12-31T00:00:00Z"" ^^ xsd:dateTime)
  FILTER(?end >= ""2003-01-01T00:00:00Z"" ^^ xsd:dateTime)
}"
Which soccer player scored the most number of goals in the UEFA Euro 2004 tournament,Milan Baroš,,,"SELECT ?player ?goals WHERE {
  wd:Q954727 p:P360 ?squadList;
  ?squadList ps:P360 ?squad.
  ?squad p:P118 ?playerList;
  ?playerList ps:P118 ?player.
  ?player p:P1351 ?goalsStatement;
  ?goalsStatement ps:P1351 ?goals;
  ?goalsStatement pq:P1453 wd:Q102920.
  ?player wdt:P31 wd:Q5713419.
  FILTER (isNumeric(?goals))
} ORDER BY DESC(?goals) LIMIT 1"
In the 1998-1999 NBC Must See TV lineup which show directly preceded Will & Grace,Friends,,,"SELECT ?show WHERE {
  wd:Q212135 wdt:P577 ?airingDate .
  wd:Q182253 wdt:P577 ?preShowDate .
  FILTER(?preShowDate < ?airingDate)
  .
  ?show wdt:P577 ?preShowDate
}"
Who was the kit manufacturer from 2015 to present for New York City Football club,Adidas,,,"SELECT DISTINCT ?manufacturer ?manufacturerLabel WHERE {
  wd:Q13361030 wdt:P5995 ?manufacturer .
  OPTIONAL {
    ?manufacturer rdfs:label ?manufacturerLabel .
    FILTER(LANG(?manufacturerLabel) = ""en"")
  }
}"
Who won the most Man of the match awards in the 2006 FIFA World Cup,Andrea Pirlo,,,"SELECT ?player ?playerLabel(COUNT(?match) AS ?count) WHERE {
  wd:Q37285 wdt:P527 + ?match .
  ?match wdt:P2773 ?player .
  OPTIONAL {
    ?player rdfs:label ?playerLabel .
    FILTER(lang(?playerLabel) = ""en"")
  }
}
GROUP BY ?player ?playerLabel
ORDER BY DESC(?count)
LIMIT 1"
When did The United States Soccer Federation become affiliated and a full member with FIFA,1914,,,"SELECT ?date WHERE {
  wd:Q222131 p:P463 ?statement .
  ?statement ps:P463 wd:Q26 .
  ?statement pq:P580 ?date .
}"
"What award won the National Board of Review Awards in December 2, 2021 for Encanto",Best Animated Film,,,"SELECT ?award ?awardLabel WHERE {
  wd:Q103372692 wdt:P166 ?award .
  ?award wdt:P1246 wd:Q109916196 .
  ?award rdfs:label ?awardLabel .
  FILTER(LANG(?awardLabel) = 'en')
}"
