question,gold_answer,result_cleaned,result,sparql
"Sort all games played between the Los Angeles Dodgers and Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series by game duration from shortest to longest. What was the duration in minutes of the fifth shortest game",156,,,
"What was the attendance figure for the game ranked third when sorting all games played between the Los Angeles Dodgers and Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series by attendance from highest to lowest",63460,,,"SELECT ?attendance WHERE {
  ?game wdt:P1110 ?attendance .
  ?game wdt:P1923 wd:Q334634 .
  ?game wdt:P1923 wd:Q650840 .
  ?game wdt:P1363275 wd:Q1363275
}
ORDER BY DESC(?attendance)
LIMIT 3"
Sort the duration of games the St. Louis Cardinals played in the 1982 National League Championship Series and the 2013 National League Championship Series from shortest to longest. What is the duration in minutes of the third game in this sorted list,166,,,"SELECT ?game, ?duration WHERE { wd:Q3511232 ?p ?game . ?game wdt:P2047 ?duration . ?game wdt:P1923 wd:Q504309 } UNION SELECT ?game, ?duration WHERE { wd:Q14870261 ?p ?game . ?game wdt:P2047 ?duration . ?game wdt:P1923 wd:Q504309 } ORDER BY ?duration ASC LIMIT 3"
"Considering the 2000 Louis Vuitton Cup, 2000 America's Cup, 2011 Extreme Sailing Series, 2021 Prada Cup, and 2021 America's Cup, what is the difference between the number of events won by Luna Rossa and the number of events won by Team New Zealand",1,,,
"Sort the attendance figures from all games played between the Los Angeles Dodgers and Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series from highest to lowest. What is the third highest attendance figure",63460,,,"SELECT ?game ?year WHERE {
  ?game wdt:P1344 wd:Q1363275 .
  ?game wdt:P571 ?year .
  FILTER((?year = '1977' || ?year = '1978' || ?year = '2008' || ?year = '2009'))
}"
Sort the people who worked for Brentford and were born on or before 1956 by their birth year from oldest to youngest. How many people in this sorted list have a total career appearances count listed in the table detailing Paul Smith's statistics,0,1927 04 29T00 00 00Z xsd dateTime,"| birthDate                           |
| ----------------------------------- |
| 1927-04-29T00:00:00Z (xsd:dateTime) |","SELECT ?birthDate WHERE {
  wd:Q862468 wdt:P569 ?birthDate
}"
Sort the National League Championship Series between the Philadelphia Phillies and the Los Angeles Dodgers by the total number of games played in descending order. What was the total number of games played in the third series in this sorted list,4,,,
Sort the National League Championship Series contested by the Los Angeles Dodgers and the Philadelphia Phillies by their total attendance from highest to lowest. What was the total attendance for the series that ranks second in this sorted list,260092,,,
"Sort the number of rounds participated by Franck Montagny, Anthony Davidson, Gianmaria Bruni, the Arrows drivers, Allan McNish, and Felipe Massa as listed in the provided data from lowest to highest. What is the fifth number in this sorted list",15,,,
"Sort the St. Louis Cardinals' winning playoff series by the total number of games played from highest to lowest, using the year as a tiebreaker from most recent to earliest. What is the number of games played in the series ranked second",7,,,"SELECT ?series ?games WHERE {
  ?series wdt:P1350 ?games .
  ?series wdt:P1344 wd:Q504309 .
}
ORDER BY DESC(?games)
OFFSET 1
LIMIT 1"
"When sorting the National League Championship Series contested by both the Los Angeles Dodgers and the Philadelphia Phillies by total attendance from lowest to highest, what was the total attendance for the second series in that ranking",240584,,,
"Among games won by the Boston Red Sox in the 1975 and 2013 American League Championship Series and the 2018 World Series, sort the attendance figures from lowest to highest. What is the second attendance number in this sorted list",35578,,,
"Sort all games from the 2018 World Series, 2013 American League Championship Series, and 1975 American League Championship Series by attendance from highest to lowest. What was the attendance of the third game in this sorted list",53114,0 xsd int|0 xsd int|0 xsd int|0 xsd int|0 xsd int|0 xsd int|0 xsd int|0 xsd int|0 xsd int|0 xsd int,"| game        |
| ----------- |
| 0 (xsd:int) |
| 0 (xsd:int) |
| 0 (xsd:int) |
| 0 (xsd:int) |
| 0 (xsd:int) |
| 0 (xsd:int) |
| 0 (xsd:int) |
| 0 (xsd:int) |
| 0 (xsd:int) |
| 0 (xsd:int) |","SELECT ?game WHERE {
  ?series ?p ?game .
}
LIMIT 10"
"What was the highest attendance recorded for any single game played by the Boston Red Sox during their winning 2018 World Series, 2013 American League Championship Series, or 1975 American League Championship Series appearances",54400,,,
"What was the greatest margin of victory or defeat in any single game played by the Boston Red Sox during their 1975 American League Championship Series, 2013 American League Championship Series, or 2018 World Series appearances",6,Major League Baseball|American League East|American League,"| series                              |
| ----------------------------------- |
| Major League Baseball (wd:Q1163715) |
| American League East (wd:Q1363291)  |
| American League (wd:Q465469)        |","SELECT ?series WHERE {
  wd:Q213959 wdt:P118 ?series
}"
"Sort the number of senior premierships won by Collingwood, Richmond, Essendon, St Kilda, and Port Adelaide in the main Australian rules football competition from lowest to highest. What is the third number in this sorted list",13,,,"SELECT ?club(STR(?wins) AS ?wins_count) WHERE {
  VALUES ?club {
    wd:Q297104 wd:Q2521385 wd:Q251090 wd:Q1084121 wd:Q2738554
  }
  ?club wdt:P1355 ?wins .
}
ORDER BY ?wins_count"
Sort the game times for all National League Championship Series games played between the Los Angeles Dodgers and the Philadelphia Phillies after 1978 from shortest to longest. What is the third shortest game time in minutes,185,,,
Sort the game durations in minutes for the National League Championship Series games between the Los Angeles Dodgers and the Philadelphia Phillies from shortest to longest. What is the duration of the second shortest game,134,,,
Sort the Boston Red Sox competition victories (with a start time of 2018 or earlier) by the attendance of Game 1 from highest to lowest. What was the attendance of Game 1 for the competition that ranks second in this list,38210,,,"SELECT ?competition ?attendance WHERE {
  wd:Q213959 wdt:P118 ?competition .
  ?competition wdt:P1082 ?attendance .
}
ORDER BY DESC(?attendance)
LIMIT 2"
"Among Kamilla Rytter Juhl, Zhao Yunlei, Christinna Pedersen, Tian Qing, Yu Yang, and Eom Hye-won, sort the number of BWF Superseries events won in 2013 from highest to lowest. What is the second number in this sorted list",4,,,
What was the difference in the number of races between the Formula One season with the most Grands Prix and the season with the fewest Grands Prix during the years Lewis Hamilton and Mercedes won the championship together,2,2015 Formula One World Championship|2017 Formula One World Championship|2019 Formula One World Championship|2020 Formula One World Championship|2008 Formula One World Championship|2014 Formula One World Championship|2021 Formula One World Championship,"| season                                             | numRaces           |
| -------------------------------------------------- | ------------------ |
| 2015 Formula One World Championship (wd:Q14293115) | 19.0 (xsd:decimal) |
| 2017 Formula One World Championship (wd:Q20755615) | 20.0 (xsd:decimal) |
| 2019 Formula One World Championship (wd:Q41173535) | 21.0 (xsd:decimal) |
| 2020 Formula One World Championship (wd:Q41174436) | 17.0 (xsd:decimal) |
| 2008 Formula One World Championship (wd:Q69913)    | 18.0 (xsd:decimal) |
| 2014 Formula One World Championship (wd:Q69969)    | 19.0 (xsd:decimal) |
| 2021 Formula One World Championship (wd:Q72635834) | 22.0 (xsd:decimal) |","SELECT ?season ?numRaces WHERE {
  ?season wdt:P1350 ?numRaces .
  ?season wdt:P1346 wd:Q9673 .
}"
"How many games involving the St. Louis Cardinals were played at Busch Stadium or Busch Stadium (II) across their 1982, 2006, and 2013 National League Championship Series appearances and their 2011 World Series appearance",12,,,
"Among the Canadian Grand Prix qualifying sessions where Lewis Hamilton achieved pole position, sort the sessions by his Q3 time from fastest to slowest. What is the year of the race that ranks second in this sorted list",2015,,,
What is the difference between the number of games the St. Louis Cardinals won at Busch Stadium in the 2011 World Series and the number of games they won at Busch Stadium in the 2011 National League Championship Series,1,,,
"Sort the attendance figures for all games played by the St. Louis Cardinals in the 1982 NLCS, 2006 NLCS, 2011 World Series, 2013 NLCS, and 2011 NLCS from highest to lowest. What is the fifth highest attendance figure",53992,,,
"What is the total number of games played by the St. Louis Cardinals across the 1982, 2006, 2011, and 2013 National League Championship Series, and the 2011 World Series, based on the game-by-game summaries available",29,,,
Sort the Melbourne-based teams that were competitors in a Grand Final won by Geelong by their total number of senior premierships from highest to lowest. What is the number of premierships for the team ranked second,15,,,
"Among Australian Football League clubs that have won more than 5 senior premierships, sort them by the number of premierships from highest to lowest. What is the number of premierships won by the team ranked fourth",11,,,
Sort the game durations from shortest to longest for games played by the St. Louis Cardinals in playoff series they won with an end date of 1985 or later. What is the duration in minutes of the fourth shortest game,174,,,"SELECT ?game ?duration WHERE {
  ?game wdt:P2047 ?duration .
  ?game wdt:P2522 wd:Q504309 .
  ?game wdt:P118 wd:Q123456 .
  ?game rdfs:label ?label .
  FILTER(STRSTARTS(STR(?label) , 'Playoff'))
}
ORDER BY ?duration
LIMIT 10"
"What was the duration in minutes of the sixteenth longest game played between the Philadelphia Phillies and Los Angeles Dodgers in the National League Championship Series across the years 1977, 1978, 2008, and 2009",138,,,
"What is the total number of games featuring the St. Louis Cardinals played at Busch Stadium or Busch Stadium (II) across the 1982, 2006, 2011, and 2013 National League Championship Series and the 2011 World Series",15,,,SELECT COUNT(*) AS total_games WHERE { ?series a wd:Q1363275 . ?series wdt:P118 ?venue . ?series wdt:P1344 wd:Q504309 . }
"Among the Collingwood, Richmond, and Sydney Swans VFL/AFL teams, sort them by their total number of Grand Final appearances from highest to lowest. What is the number of appearances for the team that ranks second",13,,,SELECT ?team (COUNT(?appearance) AS ?appearances) WHERE { ?team wd:Q249679 . ?team wdt:P1350 ?appearance . } GROUP BY ?team UNION SELECT ?team (COUNT(?appearance) AS ?appearances) WHERE { ?team wd:Q2521385 . ?team wdt:P1350 ?appearance . } GROUP BY ?team UNION SELECT ?team (COUNT(?appearance) AS ?appearances) WHERE { ?team wd:Q2272176 . ?team wdt:P1350 ?appearance . } GROUP BY ?team ORDER BY DESC(?appearances)
Sort the Formula One seasons where Lewis Hamilton and Mercedes both won championships since 2015 by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,20,2020 Formula One World Championship|2015 Formula One World Championship,"| season                                             | races              |
| -------------------------------------------------- | ------------------ |
| 2020 Formula One World Championship (wd:Q41174436) | 17.0 (xsd:decimal) |
| 2015 Formula One World Championship (wd:Q14293115) | 19.0 (xsd:decimal) |","SELECT ?season ?races WHERE {
  ?season wdt:P1346 wd:Q172721 .
  ?season wdt:P1350 ?races .
  ?season wdt:P1346 wd:Q9673 .
}
ORDER BY ?races
LIMIT 2"
"What was the highest attendance recorded for any game played between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series during the 1977, 1978, 2008, and 2009 seasons",64924,,,
"Sort the Boston Red Sox championship series wins by the total attendance of all games played in the series, from highest to lowest. What was the total attendance for the series ranked second in this sorted list",238979,,,
"Among Kamilla Rytter Juhl, Zhao Yunlei, Christinna Pedersen, Tian Qing, Yu Yang, Wang Xiaoli, and Eom Hye-won, what is the greatest number of BWF Superseries runner-up finishes any of them had in the year 2013",5,,,
"Sort Lewis Hamilton's pole position qualifying times from the 2015 and 2016 Canadian Grands Prix from fastest to slowest. What was the Q3 time of the second race in this sorted list, expressed in milliseconds",74393,,,
Sort the years for which Canadian Grand Prix qualifying tables featuring Lewis Hamilton are provided by his Q3 qualifying time from fastest to slowest. What is the year of the second race in this sorted list,2015,,,
"What was the duration in minutes of the third longest game between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series during the years 1977, 1978, 2008, and 2009",220,,,
"Sort the attendance figures for all games played by the Boston Red Sox in the 2018 World Series, 2013 ALCS, and 1975 ALCS from lowest to highest. What is the attendance of the fifth game in this sorted list",38454,,,"SELECT ?game ?attendance WHERE {
  ?game wdt:P1110 ?attendance .
  ?game wdt:P1344 wd:Q56692089 .
  ?game wdt:P1344 wd:Q14870260 .
  ?game wdt:P1344 wd:Q3511178
}
ORDER BY ?attendance
LIMIT 5"
Sort the durations of the games played in the Boston Red Sox championship series wins up to and including 2018 from shortest to longest. What is the duration in minutes of the third game in this sorted list,160,,,
"Rank Collingwood, Richmond, Essendon, St Kilda, and Port Adelaide based on the number of senior premierships they have won from most to least. What is the premiership count of the third club in this ranking",13,,,"SELECT ?club(COUNT(?win) AS ?premiershipCount) WHERE {
  ?club wdt:P1355 ?win .
}
GROUP BY ?club
HAVING(?club = wd:Q249679 || ?club = wd:Q2521385 || ?club = wd:Q251090 || ?club = wd:Q1084121 || ?club = wd:Q2738554)"
Sort the snooker players who participated in the 2002 Masters by their ranking at the start of the 2001/02 season from lowest to highest. What was the rank of the player who ranks fifth in this sorted list,14,,,"SELECT ?player WHERE {
  ?player wdt:P641 wd:Q2070302
}"
"How many baseball games involving the Boston Red Sox were played at Fenway Park across the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",7,,,
Sort the Formula One seasons where Lewis Hamilton and Mercedes both won the championship by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,20,,,
"What was the greatest game duration in minutes for a Boston Red Sox game played during the 2018 World Series, the 2013 American League Championship Series, or the 1975 American League Championship Series",440,,,
What is the greatest number of wooden spoons achieved by either the Richmond Football Club or the Collingwood Football Club in the senior Australian Football League/Victorian Football League competition,7,,,
Sort the years Lewis Hamilton and Mercedes both won the Formula One world championship by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,20,,,
"Sort the attendance numbers for all games in the 1975, 2013, and 2018 championship series involving the Boston Red Sox from lowest to highest. What is the second highest attendance in this sorted list",54367,,,
Sort the average qualifying positions from lowest to highest for drivers who participated in both the 2015 and 2016 Canadian Grand Prix qualifying sessions. What is the fifth value in this sorted list,6.5,,,SELECT (SUM(?pos) / COUNT(?pos)) AS ?averagePosition WHERE { ?driver wdt:P1344 wd:Q19704270 . ?driver wdt:P1344 wd:Q23045166 . ?driver wdt:P1352 ?pos } ORDER BY ?averagePosition LIMIT 1 OFFSET 4
"What was the highest attendance for a single game in the National League Championship Series between the Los Angeles Dodgers and the Philadelphia Phillies across the 1977, 1978, 2008, and 2009 seasons",64924,,,"SELECT ?attendance WHERE {
  ?event wd:P1110 ?attendance
}
LIMIT 1"
How many of the teams with Victorian Football League or Australian Football League Grand Finalist history listed in the provided tables also participated in a Grand Final won by Fitzroy Football Club,1,,,
How many more games were played in the 2006 National League Championship Series won by the St. Louis Cardinals compared to the 2013 National League Championship Series won by the St. Louis Cardinals,1,,,
Sort the games played between the Pittsburgh Pirates and Cincinnati Reds after 1972 by their duration from shortest to longest. What was the duration in minutes of the third game in this sorted list,171,,,"SELECT ?game WHERE {
  ?game ?p ?o
}"
What is the difference in the number of senior premierships won by the Collingwood Football Club compared to the Richmond Football Club in the Australian Football League or Victorian Football League,3,,,"SELECT ?club(COUNT(?win) AS ?wins) WHERE {
  ?club wdt:P1355 ?win .
}
GROUP BY ?club
HAVING(?club = wd:Q249679 || ?club = wd:Q2521385)"
Consider games from the 2013 American League Championship Series and the 2018 World Series. Sort the attendance of all these games from highest to lowest. What is the third value in the sorted list,53114,,,
What is the difference in attendance between the highest-attended game of the 2006 National League Championship Series and the lowest-attended game of the 2011 National League Championship Series,12773,,,
What was the highest attendance figure recorded for any game played between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series from 1977 through 2009,64924,,,
Sort the Formula One seasons where Michael Schumacher won the Drivers' Championship by the number of races from fewest to most. What is the number of races in the third season in this sorted list,17,,,SELECT ?season (wdt:P1350 ?numRaces) WHERE { ?season wdt:P2522 wd:Q9671 . } ORDER BY ?numRaces LIMIT 10
"How many games involving the Boston Red Sox took place at Fenway Park across the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series",7,,,"SELECT ?game WHERE {
  ?game wdt:P276 wd:Q49136 .
  ?game wdt:P710 wd:Q213959 .
  ?game wdt:P179 wd:Q56692089 .
  ?game wdt:P179 wd:Q14870260 .
  ?game wdt:P179 wd:Q3511178
}"
"What was the highest attendance figure for any game won by the St. Louis Cardinals in the 2006 National League Championship Series, 2011 World Series, or 2013 National League Championship Series",56357,,,
Sort Michael Schumacher's Formula One championship seasons from 2002 and 2003 by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,17,,,SELECT ?races WHERE { wd:Q69844 wdt:P1350 ?races . } UNION SELECT ?races WHERE { wd:Q69859 wdt:P1350 ?races . }
Sort the Formula One seasons where Michael Schumacher was the Drivers' Champion by the number of races from lowest to highest. What is the number of races in the last season in this sorted list,18,,,
"What was the highest attendance recorded for a game involving the Boston Red Sox in the 2018 World Series, 2013 American League Championship Series, or 1975 American League Championship Series",54400,,,
What was the difference in milliseconds between Lewis Hamilton's fastest qualifying lap time at the 2015 Canadian Grand Prix and his fastest qualifying lap time at the 2016 Canadian Grand Prix,1581,,,"SELECT ?event ?lapTime WHERE {
  ?event ?p ?lapTime
}"
Sort the players who participated in the 2002 Masters snooker competition by their birth year from youngest to oldest. What is the birth year of the player who ranks fourth in this sorted list,1974,,,"SELECT ?player ?birthYear WHERE {
  ?player wdt:P569 ?birthYear .
}"
"What was the highest attendance for any single game played by the Boston Red Sox in the 1975 American League Championship Series, 2013 American League Championship Series, or 2018 World Series",54400,,,
"How many games were played at Dodger Stadium during the National League Championship Series matchups between the Los Angeles Dodgers and the Philadelphia Phillies in 1977, 1978, 2008, and 2009",9,,,
Sort the games played between the Los Angeles Dodgers and the Philadelphia Phillies by duration from shortest to longest. What is the duration in minutes of the third game in this sorted list,138,,,"SELECT ?game ?duration WHERE {
  wd:Q334634 wdt:P710 ?game .
  ?game wdt:P1082 ?duration .
}"
What is the highest number of Grand Final appearances in the Victorian Football League/Australian Football League achieved by either the Collingwood Football Club or the Fitzroy Football Club,27,,,
"How many games played by the Boston Red Sox in the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series took place at Fenway Park",7,2013 American League Championship Series|2013 American League Championship Series|1975 American League Championship Series|1975 American League Championship Series|2018 World Series|2018 World Series,"| series                                                  | venue                          |
| ------------------------------------------------------- | ------------------------------ |
| 2013 American League Championship Series (wd:Q14870260) | Fenway Park (wd:Q49136)        |
| 2013 American League Championship Series (wd:Q14870260) | Comerica Park (wd:Q868482)     |
| 1975 American League Championship Series (wd:Q3511178)  | Oakland Coliseum (wd:Q1147732) |
| 1975 American League Championship Series (wd:Q3511178)  | Fenway Park (wd:Q49136)        |
| 2018 World Series (wd:Q56692089)                        | Dodger Stadium (wd:Q247420)    |
| 2018 World Series (wd:Q56692089)                        | Fenway Park (wd:Q49136)        |","SELECT ?series ?venue WHERE {
  ?series wdt:P276 ?venue .
  FILTER(?series = wd:Q56692089 || ?series = wd:Q14870260 || ?series = wd:Q3511178)
}"
"What was the shortest duration in minutes for a game played between the Los Angeles Dodgers and the Philadelphia Phillies in the 1977, 1978, 2008, or 2009 National League Championship Series",126,,,
"How many games were played at Dodger Stadium during the 1977, 1978, 2008, and 2009 National League Championship Series contests between the Los Angeles Dodgers and the Philadelphia Phillies",9,,,
Sort the Formula One seasons where Lewis Hamilton was the Drivers' Champion by the number of races from lowest to highest. What is the number of races in the third season in the sorted list,20,,,
"Among the Formula One seasons after 2015 where Lewis Hamilton was champion, sort them by the number of races from fewest to most. What is the number of races in the season that ranks first",20,,,"SELECT ?season ?races WHERE {
  ?season wdt:P1346 wd:Q9673 .
  ?season ?races ?value .
  ?value a wd:Q108861375 .
}"
Sort Lewis Hamilton's Formula One championship seasons from 2015 onwards by the number of races from highest to lowest. What is the number of races in the second season in this sorted list,21,,,
What is the highest number of Grand Final appearances made by either the Richmond Football Club or the Collingwood Football Club in the Victorian Football League/Australian Football League,27,,,"SELECT ?club (COUNT(?final) AS ?count) WHERE { ?club wdt:P1344 ?final . ?final rdfs:label ?label . FILTER (CONTAINS(STR(?label), 'Grand Final')) } GROUP BY ?club ORDER BY ?count DESC LIMIT 1"
"How many games played in the 1977, 1978, 2008, and 2009 National League Championship Series between the Los Angeles Dodgers and the Philadelphia Phillies had an attendance exceeding 50,000",13,,,"SELECT ?game ?attendance WHERE {
  ?game wd:P1110 ?attendance .
  ?game ?p ?o .
}"
Sort the Formula One seasons when Michael Schumacher was Drivers' Champion by the number of races from lowest to highest. What is the number of races in the third season in the sorted list,17,2000 Formula One World Championship,"| season                                          | numRaces           |
| ----------------------------------------------- | ------------------ |
| 2000 Formula One World Championship (wd:Q69805) | 17.0 (xsd:decimal) |","SELECT ?season ?numRaces WHERE {
  ?season rdfs:label ?label .
  FILTER(CONTAINS(STR(?label) , ""2000 Formula One World Championship""))
  ?season wdt:P1350 ?numRaces .
}
ORDER BY ?numRaces"
"Sorting all the games played between the LA Dodgers and the Philadelphia Phillies by duration from shortest to longest, what is the duration in minutes of the third game in the sorted list",138,,,
Sort the total attendance for the St. Louis Cardinals playoff series by the total attendance from lowest to highest. What is the total attendance for the second series in this sorted list,267570,,,
"What is the total number of games played by the Boston Red Sox across the 2018 World Series, the 2013 American League Championship Series, and the 1975 American League Championship Series",14,Bud Holloway|Bud Poile|Randy McKay|Geoff Kinrade|Fred Arthur|Bryce Salvador|Mark Greig|Jaroslav Otevřel|Alexander Svitov|Marián Cisár,"| series                        | games               |
| ----------------------------- | ------------------- |
| Bud Holloway (wd:Q1000509)    | 1.0 (xsd:decimal)   |
| Bud Poile (wd:Q1000556)       | 311.0 (xsd:decimal) |
| Randy McKay (wd:Q1000678)     | 932.0 (xsd:decimal) |
| Geoff Kinrade (wd:Q1000980)   | 1.0 (xsd:decimal)   |
| Fred Arthur (wd:Q1003708)     | 80.0 (xsd:decimal)  |
| ...                           | ...                 |
| Bryce Salvador (wd:Q995194)   | 786.0 (xsd:decimal) |
| Mark Greig (wd:Q995374)       | 125.0 (xsd:decimal) |
| Jaroslav Otevřel (wd:Q996083) | 16.0 (xsd:decimal)  |
| Alexander Svitov (wd:Q998552) | 179.0 (xsd:decimal) |
| Marián Cisár (wd:Q999748)     | 73.0 (xsd:decimal)  |","SELECT ?series ?games WHERE {
  ?series wdt:P118 ?competition .
  ?series wdt:P1350 ?games .
}"
"What was the total attendance for games played at Fenway Park during the 1975 American League Championship Series, the 2013 American League Championship Series, and the 2018 World Series",263316,,,
Consider the durations in years of the roles listed for John Eldon Gorst and James Bryce. Sort all these durations from longest to shortest. What is the fifth duration in the sorted list,7,,,
"What was the third lowest attendance for a game played between the Los Angeles Dodgers and the Philadelphia Phillies in the 1977, 1978, 2008, and 2009 National League Championship Series",45883,,,
"Sort Lewis Hamilton's Q3 qualifying times at the Canadian Grand Prix in 2015 and 2016 from fastest to slowest, represented in milliseconds. What is the second value in this sorted list",74393,,,
Sort the attendance figures for all games in the 1975 and 2013 American League Championship Series and the 2018 World Series from lowest to highest. What is the third lowest attendance,38029,,,
Sort the championship seasons won by both Lewis Hamilton and Mercedes by the number of races from highest to lowest. What is the number of races in the third season in this sorted list,20,,,SELECT ?season (COUNT(?race) AS ?raceCount) WHERE { ?season wdt:P2522 wd:Q1968 . ?season wdt:P1350 ?race . FILTER ( ?season = wd:Q172721 || ?season = wd:Q9673 ) } GROUP BY ?season ORDER BY ?raceCount DESC LIMIT 10
How many games were played in the National League Championship Series between the Los Angeles Dodgers and the Philadelphia Phillies across the years for which game details are provided,18,,,"SELECT ?team1 ?team2 ?series WHERE {
  ?team1 wdt:P118 wd:Q1363275 .
  ?team2 wdt:P118 wd:Q1363275 .
  ?team1 wdt:P1350 ?numGames .
  ?team2 wdt:P1350 ?numGames
}"
"How many games were contested between the Los Angeles Dodgers and the Philadelphia Phillies in the National League Championship Series across the years 1977, 1978, 1983, 2008, and 2009",22,,,
What is the lowest number of Grand Final appearances for the senior team of either the Richmond or Collingwood football club in the Victorian Football League/Australian Football League,11,0 xsd int,"| number_of_appearances |
| --------------------- |
| 0 (xsd:int)           |","SELECT(COUNT(?final) AS ?number_of_appearances) WHERE {
  wd:Q2521385 wdt:P1350 ?final .
  wd:Q249679 wdt:P1350 ?final .
}"
"What is the sum of the number of drivers who completed all rounds in the 2002 championship season, excluding the champion, and the number of practice drivers listed for the 2003 season",24,,,
Sort the Lewis Hamilton Formula One championship seasons after 2015 by the number of races from lowest to highest. What is the number of races in the second season in this sorted list,21,,,
"How many VFL/AFL Senior Grand Finals has Collingwood appeared in since Essendon defeated them in 1911, added to the total number of VFL/AFL Senior Grand Finals Fitzroy has appeared in",29,,,
"What is the total number of games played in the National League Championship Series featuring both the Los Angeles Dodgers and the Philadelphia Phillies in 1977, 1978, 2008, and 2009",18,,,
"When sorting the Formula One seasons where Michael Schumacher was the Drivers' Champion by the number of races from lowest to highest, what is the number of races in the third season",17,,,
Sort the years Lewis Hamilton and Mercedes both won the championship by the number of races from lowest to highest. What is the number of races in the third year in this sorted list,20,Lewis Hamilton,"| year                      | races               |
| ------------------------- | ------------------- |
| Lewis Hamilton (wd:Q9673) | 310.0 (xsd:decimal) |","SELECT ?year ?races WHERE {
  ?year wdt:P2522 wd:Q14293115 .
  ?year wdt:P1350 ?races .
}"
Sort the total attendance of the St. Louis Cardinals playoff series from lowest to highest based on available game data. What is the total attendance of the series that ranks third,301577,,,
Sort Lewis Hamilton's Q3 qualifying times for the 2015 and 2016 Canadian Grands Prix from slowest to fastest. What is the Q3 time in seconds for the second time in this sorted list,72.812,,,"SELECT ?time WHERE {
  wd:Q9673 wdtp:Q3_time ?time .
}"
Sort the competitors in the 2011 Extreme Sailing Series by their overall points from highest to lowest. What was the overall points total for the team that finished in third place,60,,,"SELECT ?team(SUM(?points) AS ?totalPoints) WHERE {
  ?team wdt:P1923 wd:Q21189326 .
  ?team wdt:P1358 ?points .
}
GROUP BY ?team"
What is the highest number of senior Victorian Football League/Australian Football League Grand Finals reached by either the Fitzroy Football Club or the Collingwood Football Club,27,,,
