question,answer,source
When was the song Easy on Me released in United States in the format of Adult contemporary radio,18 October 2021,CompMix_table
"Who was the head coach for CF Montréal soccer team from August 10, 2011 to November 3, 2012",Jesse Marsch,CompMix_table
What is the FIFA organization that was founded in Mexico City and currently includes all of North America,CONCACAF,CompMix_table
What is the name of the model who won the first cycle of America's Next Top Model,Adrianne Curry,CompMix_table
What is the name of the movie released in 2004 did the singer Chris Martin appear in,Shaun of the Dead,CompMix_table
What is the name of the football club that Oliver Kahn played for in the year 2001,FC Bayern Munich,CompMix_table
"Who is the screen writer of The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Christopher Markus,CompMix_table
Who was the winner of the Nobel Prize in Literature the year Brave New World was published,John Galsworthy,CompMix_table
Which player scored the most goals for the D.C. United during the 1996 Major League Soccer season,Raúl Díaz Arce,CompMix_table
What is the name of the film directed and written by John Hughes in the year 1984,Sixteen Candles,CompMix_table
What was the first movie that Mila Kunis who played Jackie on That '70s Show act in,Santa with Muscles,CompMix_table
What book set in Jazz Age considered to be a Great American Novel was written in 1925,The Great Gatsby,CompMix_table
What was the first show to win the Outstanding Multi-Camera Picture Editing for a Comedy Series award,The Adams Chronicles,CompMix_table
What was the name of the actor who played Charlie in Willy Wonka and the Chocolate Factory,Peter Ostrum,CompMix_table
"What is the last album that was recorded by artist George Harrison, from the band the Beatles",Brainwashed,CompMix_table
How many World Cup titles the Italy national football team has before winning it again in 2006,3,CompMix_table
What number of appearances has Andrea Pirlo made for the football club New York City FC,62,CompMix_table
What year did the El Salvador national football team make their first FIFA World Cup appearance,1970,CompMix_table
When was released the song Shape of You in United Kingdom in the digital download format,10 February 2017,CompMix_table
What was the other book to get the Newbery Honor in 2019 besides The Night Diary,The Book of Boy,CompMix_table
When was released the song Into You in United States in the format of rhythmic contemporary,"June 28, 2016",CompMix_table
What has the home venue of the Kansas City Wizards been from 2011 to the present,Children's Mercy Park,CompMix_table
"Who is the director of The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,CompMix_table
What is the number of goals scored by Kylian Mbappé for France in the year 2018,9,CompMix_table
What is the award nominated for the tv series wizards of waverly place in year 2008,Directors Guild of America Award for Outstanding Directing – Children's Programs,CompMix_table
Which film by Clint Eastwood has won the maximum number of Academy Awards and BAFTA Awards,Unforgiven,CompMix_table
What is the name of the manager in 2017 of the soccer club Manchester United F.C.,José Mourinho,CompMix_table
Which movie did Samuel L. Jackson win a BAFTA award for best supporting actor in 1994,Pulp Fiction,CompMix_table
What year was the book And to Think That I Saw It on Mulberry Street published,1937,CompMix_table
Who managed Norwich City F.C. when they were promoted to the English Premier League in 2021,Daniel Farke,CompMix_table
Which team promoted to the English Premier League for 2021-22 won the EFL Championship in 2021,Norwich City F.C.,CompMix_table
Which soccer player scored the second highest number of goals for the Poland national football team,Włodzimierz Lubański,CompMix_table
Which Clint Eastwood movie has won the most number of Academy Awards and BAFTA  Awards,Unforgiven,CompMix_table
Who was the shirt sponsor of the Chicago Fire Football Club in 2019 to present,Motorola,CompMix_table
Who was the captain of Manchester United F.C. when they won the 1999 FA cup,Roy Keane,CompMix_table
What is the film which won Cate Blanchett the Oscar for best actress in 2014,Blue Jasmine,CompMix_table
Which science fiction tv series did Charles Shaughnessy appeared in for one episode in 2004,Stargate SG-1,CompMix_table
Which football club was represented by the soccer player Raúl González in the year 2002,Real Madrid,CompMix_table
What was the name of the football club Mikel Arteta represented in the year 2003,Rangers F.C.,CompMix_table
Which soccer player scored the most number of goals in the UEFA Euro 2004 tournament,Milan Baroš,CompMix_table
In the 1998-1999 NBC Must See TV lineup which show directly preceded Will & Grace,Friends,CompMix_table
Who was the kit manufacturer from 2015 to present for New York City Football club,Adidas,CompMix_table
Who won the most Man of the match awards in the 2006 FIFA World Cup,Andrea Pirlo,CompMix_table
When did The United States Soccer Federation become affiliated and a full member with FIFA,1914,CompMix_table
"What award won the National Board of Review Awards in December 2, 2021 for Encanto",Best Animated Film,CompMix_table
When the song Cold Heart released in Italy in the format of Digital download streaming,13 August 2021,CompMix_table
Which movie did Steven Spielberg directed the same year as Catch Me If You Can,Minority Report,CompMix_table
How many goals did Pele scored for Brazil national football team in the year 1971,1,CompMix_table
Who was the top goal player as of 2021 in FIFA Beach Soccer World Cup,Madjer,CompMix_table
Who was the Kit manufacturer from 2012 to present for New England Revolution soccer club,Adidas,CompMix_table
Who directs season 1 episode Welcome to Matheson in the tv series locke & key,Michael Morris,CompMix_table
What is the name of the club Wayne Rooney played for in the year 2003,Everton F.C.,CompMix_table
What is the name of the football club Iker Casillas represented in the year 2002,Real Madrid Castilla,CompMix_table
Who won the America's Next Top Model in the season next to Adrianne Curry's cycle,Yoanna House,CompMix_table
What is the  Award recieved in 2008 by the tv series wizards of waverly place,Directors Guild of America Award for Outstanding Directing – Children's Programs,CompMix_table
Which 1925 novel set in the Jazz age is hailed as a Great American Novel,The Great Gatsby,CompMix_table
"What is the name of the first movie in the series, Lord of the Rings",The Lord of the Rings: The Fellowship of the Ring,CompMix_table
What's the name of the 1960 psychological horror film produced and directed by Alfred Hitchcock,Psycho,CompMix_table
What is the name of the chef that won the Master Chef Australia season twelve,Emelia Jackson,CompMix_table
Who was the Manager of St Johnstone F.C. when they won the 2014 Scottish Cup,Tommy Wright,CompMix_table
"What year did the book The Cat in the Hat, by Dr Seuss come out",1957,CompMix_table
Director name of the first season “somebody’s dead” in the tv series Big Little Lies,Jean-Marc Vallée,CompMix_table
What is the Publication date of the Second book of the series His Dark Materials,22 July 1997,CompMix_table
Which book by John le Carré was the last to feature the character George Smiley,A Legacy of Spies,CompMix_table
What is the award received in 1990 for Most Promising Actress by Vanessa Paradis,César Award,CompMix_table
who won the best visual effects award in 2021 satellite award for Tenet movie,Andrew Jackson,CompMix_table
How many goals did Pele scored for New York Cosmos in the year 1975,17,CompMix_table
Which is the first book of the novel series Little House on the Prairie,Little House in the Big Woods,CompMix_table
What was the next feature film Robert Zemeckis directed after Back to the Future,Who Framed Roger Rabbit,CompMix_table
Which 1992 legal drama movie starring Tom Cruise that was written by Aaron Sorkin,A Few Good Men,CompMix_table
What year was the book Angry Blonde written by the rapper Eminem get published,2000,CompMix_table
Who was the first winner of the first season of the TV series Survivor,Richard Hatch,CompMix_table
"How many players in the Columbus Crew Soccer Club as of December 1, 2021",31,CompMix_table
For which 1979 movie did Dustin Hoffman win an Academy Award for Best Actor,Kramer vs. Kramer,CompMix_table
What is the title of the second film in the Star Wars prequel trilogy,Star Wars: The Last Jedi,CompMix_table
Which album by Metallica was released first: Ride the Lightning or Master of Puppets,Ride the Lightning,CompMix_table
How many goals did Pele scored for New York Cosmos in the year 1976,26,CompMix_table
What team did New York FC defeated to win the MLS Cup in 2021,Portland Timbers,CompMix_table
What year was Michael Jackson inducted into the Rock and Roll Hall of Fame,"1997, 2001",CompMix_table
What is the title of the fourth film in the Star Wars film series,Star Wars: Episode I – The Phantom Menace,CompMix_table
in which award won the best song of MTV Europe music awards in 2021,Bad Habits,CompMix_table
"When was Angels & Demons, the first book in the Robert Landon series, published",01 May 2000,CompMix_table
How many tracks were on side two of The Police's debut album Outlandos d'Amour,5,CompMix_table
In what year did the El Salvador national football team win the CCCF Championship,1943,CompMix_table
Who did Terence Stamp play in Star Wars: Episode I – The Phantom Menace,Finis Valorum,CompMix_table
How many goals did the second place score in the 2020-2021 Premier league season,22,CompMix_table
What is the sports team played in 2012 to 2014 by Alessandro Del Piero,Sydney FC,CompMix_table
Who were the directors of the episode named MADMAX of the series Stranger Things,Duffer brothers,CompMix_table
What is the number of movies in the Home Alone series as of 2021,6,CompMix_table
Which is the second book of the novel series Little House on the Prairie,Farmer Boy,CompMix_table
"In which 1995 action thriller movie did Antonio Banderas play an assassin, Miguel Bain",Assassins,CompMix_table
What's the last movie Viggo Mortensen acted in before The Fellowship of the Ring,28 Days,CompMix_table
What is the number of goals scored by Julio Salinas for Spain in football,22,CompMix_table
What is the first book published in the Loyal League series by Alyssa Cole,An Extraordinary Union,CompMix_table
Which actress won the Academy Awards for the best actress in the year 1952,Vivien Leigh,CompMix_table
Who is the Original Broadcaster of Season 1 of the tv series The Tunnel,Sky Atlantic,CompMix_table
In which year did the player Luís Figo transfer from Barcelona to Real Madrid,2000,CompMix_table
Which is the last novel of the book series Diary of a Wimpy Kid,Diary of a Wimpy Kid: Big Shot,CompMix_table
Which football player was the recipient of 2001 FIFA World Player of the Year,Luís Figo,CompMix_table
How many matches has Franz Beckenbauer played for Germany national football team in 1965,3,CompMix_table
What's the US release date for the second film in the Mad Max series,24 December 1981,CompMix_table
How many matches has Jan Oblak played for Slovenia national football team in 2014,1,CompMix_table
"What is the second movie in the film series, The Lord of the Rings",The Lord of the Rings: The Two Towers,CompMix_table
When was the first time the US women's soccer team received a gold medal,1996,CompMix_table
In which year did the novel The Old Man and the Sea come out,1990,CompMix_table
What is the name of the first part of the book series The Expanse,Leviathan Wakes,CompMix_table
When was the first time the US women's soccer team went to the Olympics,1996,CompMix_table
Which is the year in which the director Stephen Chow his very first movie,1994,CompMix_table
Who directs the first season “somebody’s dead” in the tv series Big Little Lies,Jean-Marc Vallée,CompMix_table
What movie starring Jack Nicholson was the last to be released in the 1990s,As Good as It Gets,CompMix_table
Director of season 1 episode 1 in the tv series locke & key,Michael Morris,CompMix_table
How many Golden Globe Awards did One Flew Over the Cuckoo's Nest get,6,CompMix_table
Who was the Spanish king when part 1 of Don Quixote was published,Philip III of Spain,CompMix_table
Name of the director who directed the first episode of the show Vikings,Johan Renck,CompMix_table
What was New England Revolution's final position after the 2021 regular MLS season,1st,CompMix_table
What is the year the first book of the series Earth's Children published,1980,CompMix_table
Who was the kit manufacturer of Chelsea Football Club from 1981 to 1983,Le Coq Sportif,CompMix_table
What was the name of the third series in Empire of the Moghul,Ruler of the World,CompMix_table
What was Black Eyed Peas' debut album after being signed by Interscope Records,Behind the Front,CompMix_table
In which year was the dystopian science fiction novel Brave New World written,1931,CompMix_table
"Who is Kansas City Wizard's number one goalkeeper as of December 21st, 2021",John Pulskamp,CompMix_table
Who was the captain of the San Jose Earthquakes from 2009 to 2013,Ramiro Corrales,CompMix_table
Who is the author of the The Last Thing he told me book,Laura Dave,CompMix_table
How many goals did Harry Kane score in the 2020-2021 Premier league season,23,CompMix_table
What number of years later was the sequel of The Bourne Identity released,2,CompMix_table
Is the film Shazam! won National Film and Television Awards won or not,Won,CompMix_table
Who was the kit sponsor for Atlanta United FC in 2016 to present,Adidas,CompMix_table
"Antonio Banderas played an assassin, Miguel Bain, in which 1995 action thriller film",Assassins,CompMix_table
How many goals did Paul Pogba scored for France national under-18 football team,1,CompMix_table
What's the name of the first book in the Wheel of Time series,The Eye of the World,CompMix_table
What is the fourth track on the album Slipknot by the band Slipknot,Wait and Bleed,CompMix_table
How many matches did Paul Pogba played for France national under-18 football team,6,CompMix_table
"Who played Spock, the Vulcan First Officer, in Star Trek: The Original Series",Leonard Nimoy,CompMix_table
What was the name of the novel Charles Dicken wrote before Oliver Twist,The Pickwick Papers,CompMix_table
Who acted as a spider man in the movie spider man from 2002-2007,Tobey Maguire,CompMix_table
Who is the captain of both French football team and Tottenham Hotspur F.C.,Hugo Lloris,CompMix_table
In what year did Real Madrid CF win their first FIFA World Cup,2014,CompMix_table
How many episodes are there in season 1 of the TV series Lucifer,13,CompMix_table
How many matches did 1. FC Köln win during the first Bundesliga season,17,CompMix_table
who is the director of episode 1 in the tv series Sky Castle,Jo Hyun Tak,CompMix_table
What is the title of the first book in the Jack Reacher series,Killing Floor,CompMix_table
How many International matches played for Portugal national football team by João Félix,20,CompMix_table
At which football club did Argentine footballer Diego Maradona score the most goals,Argentinos Juniors,CompMix_table
Which clubs in the Superclasico won the Primera Division league title in 2021,River Plate,CompMix_table
What year was the first book of the series Francisco de Robles published,1605,CompMix_table
How many titles has Chicago Fire FC won in the US Open Cup,4,CompMix_table
What is LL Cool J's role on the 2009 police procedural tv series,Sam Hanna,CompMix_table
Bethlehem Steel's won how many titles in the Lamar Hunt U.S. Open Cup,5,CompMix_table
What is the total number of goals secured by Marco Reus for Germany,15,CompMix_table
When the book The Color Purple won the National Book Award for Fiction,1983,CompMix_table
What is the first movie that Zachary Levi was nominated for an award,Tangled,CompMix_table
Who did Arsenal F.C. defeat in the semi-final of the FA Cup 2000-01,Tottenham Hotspur F.C.,CompMix_table
What is the name of the Croatian national  team captain before Luka Modrić,Darijo Srna,CompMix_table
Who was the runner up national team in the 2018 FIFA World Cup,Croatia national football team,CompMix_table
What was the title of the second movie in the Indiana Jones series,Indiana Jones and the Temple of Doom,CompMix_table
When did the last episode of How I Met Your Mother air on,"March 31, 2014",CompMix_table
Which album features Nate Dogg's Billboard Hot 100 no. 1 hit from 2003,Get Rich or Die Tryin',CompMix_table
How many teams were there in the 2021-2022 season of the Scottish Cup,113,CompMix_table
Which football player was awarded FIFA world player of the year in 1999,Rivaldo,CompMix_table
What club did Darijo Srna play for the most in his overall career,FC Shakhtar Donetsk,CompMix_table
Who is the director of the first movie of the The Expendables series,Sylvester Stallone,CompMix_table
How many matches Thiago Silva played for played for national team in 2008,3,CompMix_table
Who is the director of the second movie of the The Expendables series,Simon West,CompMix_table
What is the name of the movie directed by Tim Burton in 1990,Edward Scissorhands,CompMix_table
In which year does Alisha Chinai won the award Best Music Video,1996,CompMix_table
How many episodes in the season 1 of Emily in Paris series,10,CompMix_table
When was Men at Work inducted into the ARIA Hall of Fame,1994,CompMix_table
Who is the director of the third film in the Bourne series,Paul Greengrass,CompMix_table
How many games Kevin De Bruyne played for Belgium national football team,88,CompMix_table
Which album by Britney Spears was released first Baby One More Time,Baby One More Time,CompMix_table
What date did the pilot episode of Space: Above and Beyond aired,24 September 1995,CompMix_table
who is the sponsor of  Kit manufacturer of 2020  Al-Hilal SFC team,S Team,CompMix_table
When own the award People's Choice Awards for the movie Black Widow,"December 7, 2021",CompMix_table
What is the total number of goals Roy Keane secured for Ireland,9,CompMix_table
Which P. G. Wodehouse novel was first published in the year 1902,The Pothunters,CompMix_table
How many number of national matches did Cristiano Ronaldo played for Portugal,Six,CompMix_table
"What was the population of Lorain, Ohio when the book was set","44,125",CompMix_table
How many users are there of the TV network Amazon Prime Video,175 million,CompMix_table
"How many tracks are on Jay-Z's 11th studio album, The blueprint 3",15,CompMix_table
What year was the first book of the series Old Kingdom published,1995,CompMix_table
What year end chart did Mr. Bojangles rank 44th on in 1971,Billboard Hot 100,CompMix_table
What is the name of the Tom Tom Club's first studio album,Tom Tom Club,CompMix_table
What football club was represented by Roy Keane in the year 1990,Cobh Ramblers F.C.,CompMix_table
What is the title of the 93rd episode of the Arrow series,Legacy,CompMix_table
How many matches did Eden Hazard played for Belgium national football team,116,CompMix_table
On what date did the first episode of Saturday Night Live air,"October 11, 1975",CompMix_table
What is the first date when the TV series Coupling got aired,12 May 2000,CompMix_table
What is the number of episodes of the TV series Money Heist,41,CompMix_table
What year did Inter Milan win their first FIFA Club World Cup,2010,CompMix_table
Which football club did Robert Lewandowski play for in the year 2020,FC Bayern Munich,CompMix_table
Who was the manager of the soccer Manchester United F.C. in 2017,José Mourinho,CompMix_table
How many goals did Eden Hazard scored for Belgium national football team,33,CompMix_table
What show did Leslie Jordan have a recurring role on in 2005,Boston Legal,CompMix_table
Which soccer player won the European Golden shoe in the year 2005-2006,Luca Toni,CompMix_table
Who directs the episode Liber The Book in tv series Luna Nera,Francesca Comencini,CompMix_table
Who is the director of the season 1 of the series Hanna,Sarah Adina Smith,CompMix_table
Which is the First Hindi movie as Cinematographer of Mr. Laxman Utekar,Khanna & Iyer,CompMix_table
What was the rank of the song ''deja vu'' published by Pitchfork,10,CompMix_table
What is the name of the last movie in the Bourne series,Jason Bourne,CompMix_table
What is the first novel adaptation movie that Matt Damon acted in,The Good Mother,CompMix_table
How many movies are there in the Home Alone franchise till 2021,6,CompMix_table
Which is the First Hindi movie as director of Mr. Laxman Utekar,Hindi Medium,CompMix_table
Who was the director of the 1984 A Nightmare on Elm Street,Wes Craven,CompMix_table
What club did the soccer player Pelé represent in the year 1976,New York Cosmos,CompMix_table
What film is the third in the series of Mad Max films,Mad Max Beyond Thunderdome,CompMix_table
In 2020 which American country singer received the National Medal of Arts,Toby Keith,CompMix_table
How many titles has Bethlehem Steel won in the US Open Cup,5,CompMix_table
Who scored the most number of goals for the club Borussia Dortmund,Alfred Preissler,CompMix_table
What is the name of the first album of the Jeff Russo,Lemon Parade,CompMix_table
Who named Adele the Artist of the Year twice in the 2010s,Billboard,CompMix_table
Which club did David Beckham transferred from to LA Galaxy in 2007,Real Madrid CF,CompMix_table
What is the award received in 2003 by the American rapper Eminem,Academy Award for Best Original Song,CompMix_table
Which movie got Vivien Liegh the Oscar for best actress in 1952,A Streetcar Named Desire,CompMix_table
Who is the director of episode one of the tv series Ekaterina,Aleksandr Baranov,CompMix_table
Which book comes first in the Loyal League series by Alyssa Cole,An Extraordinary Union,CompMix_table
What is the ranking of Kid A on rolling stone in 2009,1,CompMix_table
How many matches did Bruno Fernandes played for Portugal national football team,40,CompMix_table
What was the first scripted TV show that Alan Ritchson performed on,Smallville,CompMix_table
In which country was the novel The Stand by Stephen King published,United States of America,CompMix_table
What is the name of the last movie directed by Alan Parker,The Life of David Gale,CompMix_table
Which movie of the the Terminator series has the highest worldwide collection,Terminator 2: Judgment Day,CompMix_table
In 2021-2022 season how many teams took part in the Scottish Cup,113,CompMix_table
How many tracks are on Inna's I Am the Club Rocker album,13,CompMix_table
What year did the book A Tale of Two Cities come out,1859,CompMix_table
Which 1960 psychological horror film was produced and directed by Alfred Hitchcock,Psycho,CompMix_table
When did the US women's soccer team first win the world cup,1991,CompMix_table
What is the title of the 1st episode of TV series See,Godflame,CompMix_table
Which national team was the runner up in FIFA World Cup 2018,Croatia national football team,CompMix_table
Who played Charline in the movie Willy Wonka and the Chocolate Factory,Peter Ostrum,CompMix_table
What was the title of the fourth book in the Twilight series,Breaking Dawn,CompMix_table
How many songs were on the album Pieces of You by Jewel,14,CompMix_table
How many goals has Jan Oblak scored for Slovenia national football team,0,CompMix_table
What was the first TV show Tom Welling appeared on after Smallville,Lucifer,CompMix_table
Which movie of the the Terminator series has the lowest worldwide collection,The Terminator,CompMix_table
"Which record label released Shakira's second English album, Oral Fixation, Vol. 2",Epic,CompMix_table
Which football player's transfer was the most expensive in association football history,Neymar,CompMix_table
What's the movie after West Side Story that Rachel Zegler appeared in,Shazam! Fury of the Gods,CompMix_table
What was the name of the first Beatles album that was recorded,Please Please Me,CompMix_table
what year was the book The Old Man and the Sea pubblished,1990,CompMix_table
Name of the winner of the thirteenth season of Master Chef Australia,Justin Narayan,CompMix_table
The new Hawaii Five-0 wrapped up after how many season's on CBS,10,CompMix_table
Manchester United F.C. last won the FIFA world cup in what year,2008,CompMix_table
What was the 16th and final book in the Left Behind series,Kingdom Come,CompMix_table
What club did Andoni Goikoetxea play for in the year 1980,Athletic Bilbao,CompMix_table
how many total pages of The Mirror and the Light book,784,CompMix_table
Who captains the French soccer team and the club Tottenham Hotspur,Hugo Lloris,CompMix_table
Who directs the episode Glorious Purpose in the tv series Loki,Kate Herron,CompMix_table
What was the first movie David Callaham wrote the screenplay for,Doom,CompMix_table
What novel was awarded the Pulitzer Prize for Fiction in 2017,The Underground Railroad,CompMix_table
What is the title of the first Wheel of Time book,The Eye of the World,CompMix_table
What was the title of the first movie directed by him,The Last House on the Left,CompMix_table
Who was the top scorer for the 2020-2021 Premier league season,Harry Kane,CompMix_table
Who was the first person to serve as the team's captain,Jay DeMerit,CompMix_table
How many matches did Thibaut Courtois played for Belgium national team,94,CompMix_table
What was the 4th track on All the Stars and Boulevards,Boston,CompMix_table
Which club did David Beckham play for in the year 2000,Manchester United F.C.,CompMix_table
What was the last series title of Empire of the Moghul,Traitors in the Shadows,CompMix_table
What movie by Steven Soderbergh was released in the year 2001,Ocean's Eleven,CompMix_table
How many goals have Lionel Messi scored for Paris Saint-Germain F.C.,1,CompMix_table
Which is the debut studio album of the band Pearl Jam,Ten (Pearl Jam album),CompMix_table
How many of the Ryanverse books were written by Tom Clancy,17,CompMix_table
How much is the budget of 2001: A Space Odyssey movie,$10.5 million,CompMix_table
How many Academy Awards was won by the film The Matrix,Four,CompMix_table
"How many people are living in Exeter, New Hampshire in 2020",16049,CompMix_table
Which team won the first edition of Copa America in 1916,Uruguay national football team,CompMix_table
What movie was directed by Shane black in the year 2005,Kiss Kiss Bang Bang,CompMix_table
Which artist created the most memorable song on the Juice soundtrack,Naughty by Nature,CompMix_table
Which is the second last novel of the book series Millennium,The Girl Who Takes an Eye for an Eye,CompMix_table
Who scored the most goals on the Portland Thorns in 2018,Lindsey Horan,CompMix_table
Which was the first award won by the movie The Matrix,Academy Awards,CompMix_table
Total number of goals scored by Franz Beckenbauer for Bayern Munich,75,CompMix_table
What TV series did the Duffer Brothers write for in 2015,Wayward Pines,CompMix_table
