Which founders of the largest tech companies in the world were younger than 30 when founding their company
Which terrorist organizations had carried out each of the ten most deadly attacks on European soil since 1980
"Name the seven most populous cities in Italy, their number of residents and when were they founded."
"What is the average deficit, debt and GDP recorded during the term of each US president since Clinton"
Which NBA players have won the MVP and championship at the same year
Which NFL head coaches have more than two Superbowl wins
"Out of the currently active NBA players, which players are over 35 years of age"
Have any UK Foreign Secretaries went on to become prime ministers
Which characters on HBO's The Witcher are sorcerers
Which NATO member countries have changed their prime minister in the past 6 years
what percentage of DR Congo's economy is service related compared to its neighbors
Which artists released a single alongside Benny Blanco
Which women singles tennis players have lost between 3 to 7 Wimbledon titles
Who are the general managers of each team in the NBA western conference
Which actors in Marvel Cinematic Universe movies have won Academy Awards for Best Actor or Actress
Which celebrities have dated one of the Kardashian sisters
"I want to know what are the five most popular names for girls in Sweden, Denmark, Norway and Finland"
What's the percentage of female Nobel prize laureates for each prize category
Which playable characters in the original Soulcalibur game are also in the most recent game of the franchise
What academic degrees do the current governors in Australia hold
What is the percentage of Celtic language speakers in their native countries List the percentage of speakers out of the total population.
"List the winners of the Roland Garros women singles tournament since 2013, sorted by their age when winning the title."
List all Spider-Man arcs where Dr Octopus serves as the big bad.
Which artists had Mark Ronson produce more than one of their albums
Which Ivy league universities have ever been headed by a woman president
Which Israeli Jewish musicians are human rights activists
List the percentage of centers out of the NBA scoring leaders for each decade.
What has been the percentage of female members of Knesset between over the past 4 Knessets
Which Dutch party leaders are aged 40 to 50 years old
Name the five US metropolitan areas with the highest share of people against gay marriage.
"Besides Tom Brady, what 2022 Bucs player has been playing in the NFL for over ten years"
"Besides London, what is the most common birthplace of British prime ministers over the past 30 years"
What television shows produced by Renaissance Pictures were filmed in New Zealand
Which of the 30 most popular Shonen Manga do not revolve around fighters or battles
Out of the current NFL quarterbacks. which ones have played in at least one super bowl game
Name the consorts of current European monarchs that were not born to noble families
Which actors have costarred with Zoe Kravitz in more than two films
What was the percentage of women Nobel prize laureates in Literature in each decade since 1950
who is on the board of directors at Tesla
Which African countries have more than 5% of their population older than 65
Name the Luxembourg prime ministers who ruled the country for more than 10 years .
Which American companies currently have an all electric vehicle for sale in the mass market in the United States
Which NBA scoring champions held the title for at least 3 consecutive years
What was the average percentage of women Nobel prize laureates in Literature in each decade since 1950
Which countries have more than 3 nuclear power stations
Name the academy award winning directors who were less than 35 years old when first winning the award
"How many Liberian Senators represent the United Party, name those senators and the counties they represent"
"Since 2015, who are the five youngest head coaches in the NFL, in ascending order, along with their age"
"Besides the Raiders, what other NFL mascot is in a human form"
List the number of Marvel Comics female superhero debuts by decade.
which players have won both a scoring title and an MVP since Michael Jordan retired
What are the top 5 most common professions amongst parents of Oscar winners for best actress following 2003
"Who were the three youngest US Poet Laureates ever to be appointed, and how old were they when appointed"
"What are the four tallest and currently-standing buildings completed in the twentieth century, and how do they rank on the current world leaderboard"
Which NBA centers under 6'10 have won the MVP award
"Which 2017 Men 's Pan American Fencing Championship participating nation made 4th position at the match on 13 to 18 June 2017 , and has the capital city of San Juan"
"What is the name of the +100 kg male athlete in Greco-Roman , which participated at World Wrestling Championships in 1983 , that won five European titles between 1977 and 1986"
"What is the network that aired international broadcasts of `` Boss '' , whose country has a low population density of 22 inhabitants per square kilometre ( 57/sq mi )"
"Which 2017 Men 's Pan American Fencing Championship participating nation made 5th position at the match on 13 to 18 June 2017 , and has the capital city of Ottawa"
What is the hometown of the director that won the MTV Movie Award for Best New Filmmaker in 1992 with a movie starring Ice Cube and Cuba Gooding Jr
"When was the club formed who loaned the player to Queen of the South F.C . in 2017/18 , who has also played for York City and Newport County"
"In the event where the 1994 European Women Judo Championship athlete from Poland won silver , the gold medal winner won which medal in an event held in Hamilton"
For the only player listed to have two positions on The Match television series what is he often called which is a moniker that is not his official appellation
"Which author of a work that won a Australian Prime Minister 's Literary Award is deputy chair of the National Museum of Australia , and a 2012 award winner"
What is the TFP of the male skater at the 2002 Bofrost Cup on Ice who is a two-time European medalist and placed fifth at the 2002 Winter Olympics
"When the finish position was 2nd to last for the 1970 Preakness Stakes , the jockey 's most important win for Harry Guggenheim 's stable was for what race"
Who was featured on the cover of the Elysia Rotaru title that is noted for recording movements of one or more actors that are sample many times per second
"What was the rank of the player that participated in tennis tournament 2012 Brisbane International , who is from the country with an estimated population of over 328 million"
What is the position of the 2018 Rugby World Cup Sevens ' Australian male player who was nominated rookie of the year in the 2015/16 World Rugby Sevens Series
"When was the first mention of the venue for the most recent game against the opponent known as the Cedars , in which Hassouneh Al-Sheikh scored an international goal"
The team that won silver with their Men 's team in table tennis comes from a country that won how many medals at the 2006 Commonwealth Games in Melbourne
"What player at the center position , who received an award from the Shaqtin ' a Fool segment of a TV show , is the son of a boxer"
"Who is the sibling of the person who directed the Icelandic submission for the Academy Award for Best International Feature Film , Inter Nos , that works in mathematics"
The race in the 2010 Caisse d'Epargne season held in the capital of the canton of Basel-Landschaft was won by a rider who won which event held in Tuscany
"The largest mound , listed on the List of burial mounds in the United States , the Adena cultre built required them to haul at least how much dirt"
Who founded the city where the arena with the greatest capacity is located in and that is home to a club that played in the 2010–11 Moldovan National Division
Who is the champion golfer that is from the location that was used in the most recent season of the South Korean show `` Three Meals a Day ''
The Filipino player in the 1992 Purefoods Tender Juicy Hotdogs season who was once head coach of a GlobalPort Batang Pier is from a college called what in Filipino
"What American heavy metal band based in Houston , Texas covered the song on Never Say Dinosaur from the sixth studio album of the Christian rock band , Petra"
"What is the stadium capacity of the away team , which played in fourth round of 2009 Copa Chile , home stadium whose home team is Municipal La Pintana"
"The country that won Silver in the Men 's 470 event at ISAF Sailing World Championships in 2011 , has been existing under its current name since what year"
How many times did the 2006 Tour de Pologne cyclist with a time of less than + 30 behind the winner finish in the top 10 at Grand Tours
"Who is the lead vocal of the band whose song was sung by the season six American Idol contestant , in the top ten which ended up being eliminated"
"Of the players from the club that eliminated Udinese in 2012-13 in the 2008-09 UEFA Cup , how many matches did the player amass who had the least goals"
What is the date of birth of the Canadian football offensive lineman that was drafted tenth overall by the Winnipeg Blue Bombers in the 2016 CFL offseason Draft
"When Irainian International Hadi Aghily played in a country where the official languages are Chinese and Tamil during part of an Asian competition , what was the score"
How many seats does the main grandstand of the stadium have that the 1988-89 Courage League played on and was used by the team coached by Johan Ackermann
How many wickets did this Derbyshire County Cricket Club member have for Derbyshire in 1895 who was born in 1860 and played for Derbyshire between 1881 and 1898
"How many times has the winning team in a fixture with most goals across both legs in the '09–10 Azerbaijan Cup 1st round , won the Premier League"
"Which cinematic school did the person who directed the the Icelandic submission for the Academy Award for Best International Feature Film , Land and Sons , enroll in"
Who is the Royal Melbourne Institute of Technology alumni in drawing and painting with the notability that is a subsidiary of Warner Bros . Global Brands and Experiences
What song do the opponents of the team whose nickname comes from a poem come out to in the First round 2nd leg of the 1972–73 Texaco Cup
"Held in Nagoya with 2000 attendance at the 40th Japan National University Rugby Championship , what was the original name of the away school in the knockout round"
What is the jersey number of the 2011 D.C. United season transfer player who last played for New York City FC in Major League Soccer ( MLS )
"The city with more than 470,000 inhabitants played in a venue which hosted an edition of IAAF World Youth Championships in Athletics , with how many wooden benches"
"The 2020 Houston Astros were slated to play the Michigan based team whose season opener was scheduled for March 30 , 2020 to begin which season for them"
