question,gold_answer,KG answer,file_path
Which dhb is part of the New Zealand district heald boards ?,Auckland District Health Board | Bay of Plenty District Health Board | Canterbury District Health Board | Capital and Coast District Health Board | Counties Manukau District Health Board | [[Hawkes Bay District Health Board]] | Hutt Valley District Health Board | Lakes District Health Board | MidCentral District Health Board | Nelson Marlborough District Health Board | Northland District Health Board | Otago District Health Board | South Canterbury District Health Board | Southland District Health Board | Tairāwhiti District Health Board | Taranaki District Health Board | Waikato District Health Board | Wairarapa District Health Board | Waitematā District Health Board | Whanganui District Health Board | West Coast District Health Board,Bay of Plenty District Health Board|Waitematā District Health Board|MidCentral District Health Board|Hutt Valley District Health Board|Waikato District Health Board|...|Lakes District Health Board|Southern District Health Board|Wairarapa District Health Board|Otago District Health Board|Southland District Health Board,SimpleQA/Qampari_wikitables_simple/00066.json
where does this season's survivor take place,"Mamanuca Islands, Fiji",Mamanuca Islands,SimpleQA/NQ_table_test_simple/00918.json
Who Is the Creator of the Elite TV Series?,"Carlos Montero, Darío Madrona",Carlos Montero|Darío Madrona,SimpleQA/CompMix_table_simple_qa/00134.json
Who Created by Elite Tv Series?,"Carlos Montero, Darío Madrona",Carlos Montero|Darío Madrona,SimpleQA/CompMix_table_simple_qa/00089.json
"For the German athlete medalist at the 2013 World Aquatics Championships is a former world record holder in the 200 meter breastroke , what month did he win silver",2 August,August,ComplexQA/OTT_QA_dev_complex/00007.json
what is the original tittle of the book  Crime and Punishment book,Преступленіе и наказаніе,Преступление и наказание,ComplexQA/CompMix_infobox_complex/00122.json
what was the first capital city of australia,Sydney,Melbourne,SimpleQA/NQ_table_test_simple/00049.json
when did the song the joker come out,October 1973,1973-10-01T00:00:00Z,SimpleQA/NQ_table_test_simple/00116.json
who has the biggest airport in the us,Atlanta,City of Atlanta,SimpleQA/NQ_table_test_simple/00266.json
chief ministers of tamil nadu mentioned on wikipedia,C. N. Annadurai | V.R. Nedunchezhiyan | M. Karunanidhi | M. G. Ramachandran | Janaki Ramachandran | J. Jayalalithaa | O. Panneerselvam | K. Palaniswami,M. G. Ramachandran|C. N. Annadurai|O. Panneerselvam|V. N. Janaki|C. Rajagopalachari|Jayaram Jayalalithaa|Muthuvel Karunanidhi|K.Kamarajar|K. Palaniswami|M. K. Stalin,SimpleQA/NQ_table_test_simple/00814.json
What was the Association of the soccer United States men's national soccer team,United States Soccer Federation (USSF),United States Soccer Federation,ComplexQA/CompMix_infobox_complex/00156.json
where was the super bowl 52 played at,"U.S. Bank Stadium, Minneapolis, Minnesota",U.S. Bank Stadium,SimpleQA/NQ_table_test_simple/00465.json
What is the number of movies in the Home Alone series as of 2021,6,5,ComplexQA/CompMix_table_complex/00116.json
How many movies are there in the Home Alone franchise till 2021,6,5,ComplexQA/CompMix_table_complex/00228.json
Which is the national team of Salif Diao?,Senegal national football team,Senegal,SimpleQA/CompMix_table_simple_qa/00007.json
who was the 11th prime minister of canada,R. B. Bennett,Richard Bedford Bennett,SimpleQA/NQ_table_test_simple/00328.json
Where was Hawaii Five-O filmed?,"Oahu, Hawaii",Hawaii,SimpleQA/CompMix_table_simple_qa/00306.json
internet based test of english as a foreign language test,TOEFL,TOEFL iBT,SimpleQA/NQ_table_test_simple/00710.json
where can the mona lisa be found today,"Musée du Louvre, Paris","Salle des États, Louvre",SimpleQA/NQ_table_test_simple/00190.json
What is the name of the father character in the TV series Family Guy?,Peter Griffin,Francis Griffin,SimpleQA/CompMix_table_simple_qa/00155.json
"How many times did Lewis Hamilton achieve pole position at the Canadian Grand Prix in the years 2016 or later, based on the available qualifying results",1,2,ComplexQA/Sportsreason_TANQ_complex/00199.json
Bethlehem Steel's won how many titles in the Lamar Hunt U.S. Open Cup,5,4,ComplexQA/CompMix_table_complex/00175.json
How many titles has Bethlehem Steel won in the US Open Cup,5,4,ComplexQA/CompMix_table_complex/00234.json
"The console video game localized by Aksys Games that was released on June 7 , 2016 by Arc System Works was of what genre",fighting,fighting game,ComplexQA/OTT_QA_dev_complex/00352.json
How many matches Thiago Silva played for played for national team in 2008,3,1,ComplexQA/CompMix_table_complex/00189.json
How many goals has Jan Oblak scored for Slovenia national football team,0,0.0,ComplexQA/CompMix_table_complex/00259.json
What is the country of origin of the The Little Prince?,United States of America,France|United States,SimpleQA/CompMix_table_simple_qa/00202.json
Which Oscar did The Girl with the Dragon Tattoo win?,Best Film Editing,Academy Award for Best Film Editing,SimpleQA/CompMix_table_simple_qa/00163.json
What is the name of the first book of the series The Dark Tower,The Gunslinger,The Dark Tower: The Gunslinger,ComplexQA/CompMix_infobox_complex/00111.json
list of local government area in benue state,Ado | Agatu | Apa | Buruku | Gboko | Guma | Gwer East | Gwer West | Katsina-Ala | Konshisha | Kwande | Logo | Makurdi | Obi | Ogbadibo | Ohimini | Oju | Okpokwu | Otukpo | Tarka | Ukum | Ushongo | Vandeikya,Guma|Gboko|Agatu|Otukpo|Obi|...|Okpokwu|Tarka|Ukum|Ushongo|Vandeikya,SimpleQA/NQ_table_test_simple/00340.json
"How many players in the Columbus Crew Soccer Club as of December 1, 2021",31,35,ComplexQA/CompMix_table_complex/00100.json
Who is the spouse of Rudyard Kipling?,Caroline Starr Balestier Kipling,Caroline Starr Balestier,SimpleQA/CompMix_table_simple_qa/00235.json
Which football club was represented by the soccer player Raúl González in the year 2002,Real Madrid,Real Madrid Club de Fútbol,ComplexQA/CompMix_table_complex/00065.json
how many seasons of goliath are there on amazon,1,4,SimpleQA/NQ_table_test_simple/00265.json
who wrote catch 22 (both names),Joseph Heller,Joseph|Heller,SimpleQA/NQ_table_test_simple/00704.json
who is the  shirt sponsors sponsor of RB Leipzig  team?,Red Bull,Red Bull GmbH,SimpleQA/CompMix_table_simple_qa/00098.json
who has the most green jackets from the masters,Jack Nicklaus (6),Jack Nicklaus|6,SimpleQA/NQ_table_test_simple/00071.json
when was the last time arsenal win premier league,2003–04,2004,SimpleQA/NQ_table_test_simple/00375.json
"Which label released the album produced by Bee Hive Records featuring Joe Newman , Al Grey , Junior Mance , George Duvivier and Panama Francis",Bee Hive Label,Bee Hive Records,ComplexQA/OTT_QA_dev_complex/00281.json
What are the discovered ring galaxies ?,Cartwheel Galaxy | NGC 6028 | [[Hoags Object]] | NGC 1512 | NGC 1433 | NGC 1533 | NGC 1350 | NGC 1386 | NGC 1387 | NGC 4622 | NGC 7217 | II Zw 28 | [[Mayalls Object]] | Arp 147 | NGC 4650A | NGC 660 | NGC 922 | LEDA 1000714 | NGC 1142 | NGC 3081 | NGC 7020 | NGC 7552 | NGC 7742,NGC 985|NGC 1015|PGC 16572|Cartwheel galaxy|NGC 6028|PGC 1000714|AM 0644-741|Hoag's Object,SimpleQA/Qampari_wikitables_simple/00004.json
What awards are national quality award ?,Canada Awards for Excellence | Deming Prize | EFQM Excellence Award | Malcolm Baldrige National Quality Award | Philippine Quality Award | Rajiv Gandhi National Quality Award | Singapore Business Excellence Awards | Thailand Quality Award,Rajiv Gandhi National Quality Award|Malcolm Baldrige National Quality Award|Viet Nam National Quality Award,SimpleQA/Qampari_wikitables_simple/00010.json
Which is the last novel of the book series Diary of a Wimpy Kid,Diary of a Wimpy Kid: Big Shot,Diary of a Wimpy Kid: Diper Överlöde,ComplexQA/CompMix_table_complex/00125.json
who wrote old flames cant hold a candle to you,Patricia Rose Sebert | Hugh Moffatt,Hugh Moffatt|Pebe Sebert,SimpleQA/NQ_table_test_simple/00331.json
"The book, In Search of Lost Time was originally written in which language",French,France,ComplexQA/CompMix_infobox_complex/00121.json
The science fiction tv series Space: Above and Beyond originally aired on which tv network,Fox,Fox Broadcasting Company,ComplexQA/CompMix_infobox_complex/00048.json
Which tv network originally aired the science fiction tv series Space: Above and Beyond,Fox,Fox Broadcasting Company,ComplexQA/CompMix_infobox_complex/00073.json
who did johnny manziel play college football for,Texas A&M,Texas A&M Aggies football,SimpleQA/NQ_table_test_simple/00434.json
The person in their 4th year with the Cougars football team at Houston in 1973 attended a school that is part of what conference,Mountain West Conference,Southwest Conference,ComplexQA/OTT_QA_dev_complex/00359.json
What color are the socks of the 2014–15 Sporting de Gijón season team that had a player who is an assistant manager transfer to,black,white|red,ComplexQA/OTT_QA_dev_complex/00349.json
Who is or was a member of the 10cc band ?,"Graham Gouldman | Paul Burgess | Rick Fenn | Eric Stewart | Laurence ""Lol"" Creme | [[Tony OMalley (musician)|Tony OMalley]] | Vic Emerson | Gary Wallis | Mike Stevens",Iain Hornal|Lol Creme|Kevin Godley|Mike Stevens|Paul Burgess|Graham Gouldman|Eric Stewart|Stuart Tosh|Duncan Mackay|Rick Fenn,SimpleQA/Qampari_wikitables_simple/00015.json
what is the revolution period of venus in earth years,0.615198 yr,0.6151950718686|53153.0403833,SimpleQA/NQ_table_test_simple/00901.json
who won the battle of britain in ww2,British,United Kingdom,SimpleQA/NQ_table_test_simple/00914.json
how many seasons has greys anatomy been on tv,14,22,SimpleQA/NQ_table_test_simple/00504.json
cast of a nightmare on elm street 1984,John Saxon | Ronee Blakley | Heather Langenkamp | Amanda Wyss | Nick Corri | Johnny Depp | Robert Englund,Heather Langenkamp|Amanda Wyss|Joseph Whipp|Ronee Blakley|Jsu Garcia|...|Johnny Depp|Lin Shaye|John Saxon|Joe Unger|Charles Fleischer,SimpleQA/NQ_table_test_simple/00639.json
when does the nba season end this year,"April 11, 2018",April,SimpleQA/NQ_table_test_simple/00769.json
what is the second book in the alchemyst series,The Magician,The Magician: The Secrets of the Immortal Nicholas Flamel,SimpleQA/NQ_table_test_simple/00789.json
Which museums are dedicated to chocolate ?,Musée de chocolat Jacques | Chocolala Chocolate Museum | Cadbury World | Imhoff-Schokoladenmuseum | Halloren Schokoladenmuseum | Museum of Chocolate (Pokrov) | Museu de la Xocolata | Republic of Chocolate | [[Hersheys Chocolate World]] | The Hershey Story | Candy Americana Museum | Choco-Story New York,Schokoladenmuseum Dresden|The Chocolate Museum|Choco-Story Brussels|Hershey's Chocolate World|Chocolate Museum|...|Schokoladenmuseum Köln|Cadbury World|The Hershey Story|MUSCO|Wilbur Chocolate Company,SimpleQA/Qampari_wikitables_simple/00072.json
who sings the song let me love you,DJ Snake featuring Justin Bieber,DJ Snake|Justin Bieber,SimpleQA/NQ_table_test_simple/00474.json
What are the exoplanets discovered in 2021 ?,NGTS-14Ab | NGTS-13b | TOI-628 b | TOI-640 b | TOI-1333 A b | TOI-1478 b | TOI-1601 b | OGLE-2019-BLG-0960Lb | HD 110082 b,TOI-540 b|HD 110082 b|Su|TOI-1601 b|OGLE-2019-BLG-0960Lb|...|K2-138 g|wd:Q95944758|wd:Q97030402|wd:Q97051903|HD 1916bk,SimpleQA/Qampari_wikitables_simple/00044.json
What is Luis Suárez National Team?,"Uruguay Olympic football team, Uruguay national football team",Uruguay,SimpleQA/CompMix_table_simple_qa/00173.json
who was on the first season of dwts,Trista Sutter | Evander Holyfield | Rachel Hunter | Joey McIntyre | John O'Hurley | Kelly Monaco,Rachel Hunter|Louis Van Amstel|Evander Holyfield|John O'Hurley|Ashly DelGrosso|...|Alec Mazo|Charlotte Jørgensen|Edyta Śliwińska|Jonathan Roberts|Joey McIntyre,SimpleQA/NQ_table_test_simple/00018.json
Which type of The Scarlet Letter genre?,"Romantic, Historical",historical fiction|romantic fiction,SimpleQA/CompMix_table_simple_qa/00006.json
What is the number of episodes of the TV series Money Heist,41,41.0,ComplexQA/CompMix_table_complex/00215.json
What is the genre of Homeland Elegies book?,Fiction,novel,SimpleQA/CompMix_table_simple_qa/00139.json
what is the rank of pakistan in population,5,12,SimpleQA/NQ_table_test_simple/00389.json
Which football club Kaka was playing for when he won the Ballon d'Or,A.C. Milan,AC Milan|Brazil men's national football team,ComplexQA/CompMix_infobox_complex/00115.json
The men 's middleweight weightlifting competition at the 1924 Olympics which featured third-lightest British weight lifter and allowed weightlifters of up to 75 kilograms was held on which date,"Wednesday , 23 July 1924",1924-01-01T00:00:00Z,ComplexQA/OTT_QA_dev_complex/00011.json
who plays sheila carter on the bold and the beautiful,Kimberlin Brown (1990–) | Michelle Stafford (2006–07),Kimberlin Brown,SimpleQA/NQ_table_test_simple/00850.json
who wrote from now on from the greatest showman,Joseph Trapanese | John Debney,John Debney|Benj Pasek and Justin Paul,SimpleQA/NQ_table_test_simple/00703.json
when was the spanish-american war fought,"April 21, 1898[b] – August 13, 1898",1898-04-25T00:00:00Z|1898-08-11T00:00:00Z,SimpleQA/NQ_table_test_simple/00365.json
What are the current or past space stations ?,Salyut 1 | DOS-2 | Salyut 2 | Kosmos 557 | Skylab | Salyut 3 | Salyut 4 | Salyut 5 | Salyut 6 | Salyut 7 | Mir | Tiangong-1 | Tiangong-2 | Lunar Gateway | Russian Orbital Service Station (ROSS) | Lunar Orbital Station   (LOS) | Manned Orbiting Laboratory 1–7 | Skylab B | OPS-4 | Freedom | Mir-2 | [[Columbus Man-Tended Free Flyer|Columbus MTFF]] | [[Galaxy (spacecraft)|Galaxy]] | [[Excalibur Almaz|Almaz commercial]] | OPSEK,Salyut 5|Tiangong-1|Kosmos 1870|Almaz 1A|Kosmos 557|...|Salyut 6|Salyut 2|Salyut 4|Salyut 3|Salyut 7,SimpleQA/Qampari_wikitables_simple/00041.json
Who were the directors of the episode named MADMAX of the series Stranger Things,Duffer brothers,Matt Duffer|Ross Duffer,ComplexQA/CompMix_table_complex/00115.json
ray charles hit the road jack album name,Ray Charles Greatest Hits,Greatest Hits,SimpleQA/NQ_table_test_simple/00411.json
What is Billie Eilish's medical condition?,"Tourette syndrome, synesthesia",synesthesia|Tourette syndrome|depression,SimpleQA/CompMix_table_simple_qa/00288.json
when did the jurassic park movies come out,1993 | 1997 | 2001 | 2015 | 2018,Jurassic Park|1993|The Lost World: Jurassic Park|1997|Jurassic Park III|2001,SimpleQA/NQ_table_test_simple/00815.json
Which album by Britney Spears was released first Baby One More Time,Baby One More Time,...Baby One More Time|1998-10-23T00:00:00Z,ComplexQA/CompMix_table_complex/00197.json
genre of diary of a wimpy kid the getaway,Children's novel | Graphic Novel,humorous fiction|children's fiction,SimpleQA/NQ_table_test_simple/00095.json
the actual name of the confederate force at gettysburg was,Confederate States Army,Army of Northern Virginia,SimpleQA/NQ_table_test_simple/00300.json
panda is a national animal of which country,China,People's Republic of China,SimpleQA/NQ_table_test_simple/00738.json
Selena Gomez's music genre?,"pop rock, electropop, dance-pop",electropop|dance-pop|pop music|pop rock|alternative R&B|contemporary R&B,SimpleQA/CompMix_table_simple_qa/00015.json
who played taylor on the bold and beautiful,Hunter Tylo (1990–) | Sherilyn Wolter (1990),Hunter Tylo,SimpleQA/NQ_table_test_simple/00442.json
when does the mlb season start and finish,"March 29 – October 31, 2018",April|October,SimpleQA/NQ_table_test_simple/00512.json
where was the german fleet scuttled in 1919,"Scapa Flow, Orkney, Scotland",Scapa Flow,SimpleQA/NQ_table_test_simple/00761.json
How many goals did Eden Hazard scored for Belgium national football team,33,33.0,ComplexQA/CompMix_table_complex/00219.json
what is the shannara chronicles season 2 based on,The Sword of Shannara Trilogy,Shannara,SimpleQA/NQ_table_test_simple/00468.json
when did the golden state warriors win the finals,1947 | 1956 | 1975 | 2015 | 2017,1975|2015|2017|2018,SimpleQA/NQ_table_test_simple/00028.json
How many matches did Thibaut Courtois played for Belgium national team,94,107,ComplexQA/CompMix_table_complex/00281.json
where did the battle of freeman's farm take place,"Stillwater, Saratoga County, New York",Stillwater,SimpleQA/NQ_table_test_simple/00618.json
What are the different women wrestling promotions ?,[[Actwres girlZ]] | Ice Ribbon | Ladies Legend Pro-Wrestling | Oz Academy | Pro Wrestling Wave | [[Sendai Girls Pro Wrestling]] | Tokyo Joshi Pro Wrestling | World Wonder Ring Stardom | [[All Japan Womens Pro-Wrestling]] | Arsion | Gaea Japan | [[JDStar|Jd]] | JWP Joshi Puroresu,Sendai Girls' Pro Wrestling|Dream Star Fighting Marigold|Shine Wrestling|Marvelous That's Women Pro Wrestling|Tokyo Joshi Pro Wrestling|Pro Wrestling Wave|World Wonder Ring Stardom,SimpleQA/Qampari_wikitables_simple/00043.json
Who is filming the Troy movie in which location?,Mexico. Malta,Wolfgang Petersen|Morocco|Malta|Algeria|Mexico,SimpleQA/CompMix_table_simple_qa/00305.json
who is the longest serving member of the house in history,John Dingell,"John Dingell, Jr.|60",SimpleQA/NQ_table_test_simple/00837.json
where does the path train stop in newark,Newark Penn Station,Newark – World Trade Center,SimpleQA/NQ_table_test_simple/00848.json
What is the name of the director of movie The Matrix Revolutions,The Wachowskis,Lilly Wachowski|Lana Wachowski,ComplexQA/CompMix_infobox_complex/00286.json
Which weapons are of the type anti-materiel rifles ?,Steyr IWS 2000 | Steyr HS .50 | Istiglal | AMR-2 | Zijiang M99 | RT-20 | Vidhwansak | Pindad SPR-2 and SPR-3 | Shaher | Tor | KSVK | SV-18 | Zastava M93 Black Arrow | Denel NTW-20 | Snipex Alligator | Accuracy International AW50 | Accuracy International AS50 | Accuracy International AX50 | Barrett M82A1/M107 | Barrett M99 | Barrett XM109 | Barrett XM500 | Anzio 20mm rifle | Desert Tech HTI,Gepard|AMR-2|Snipex Alligator|Solothurn S-18/100|Accuracy International AW50|...|Barrett M99|Barrett XM109|Accuracy International AX50|Accuracy International AS50|AM-50 Sayyad,SimpleQA/Qampari_wikitables_simple/00033.json
What are the home colors of the team that opposed St. Patrick 's Athletic F.C . in 2014 and who plays home games at Ferney Park,royal blue,blue|white,ComplexQA/OTT_QA_dev_complex/00176.json
Which weapons are of the type battle riffles ?,AVS-36 | CETME rifle | Desert Tech MDR | FM57 rifle | FN FAL | FN SCAR-H | Gewehr 41 | GRAM 63 battle rifle | Howa Type 64 | IWI ACE 52 | L1A1 Self-Loading Rifle | M1918 Browning Automatic Rifle | M1 Garand | M14 rifle | Madsen LAR | Mk 14 Enhanced Battle Rifle | Model 45A | SIG SG 510 | SIG SG 542 | SLEM-1 | SVT-40 | T48 rifle | Zastava M77 B1,Heckler & Koch HK417|Sako M23|Mk 14 Enhanced Battle Rifle|Howa Type 64|Zastava M05N|FN SCAR H|M14|FG 42|Sturmgewehr 52|KAL1 General Purpose Infantry Rifle,SimpleQA/Qampari_wikitables_simple/00009.json
What club did Andoni Goikoetxea play for in the year 1980,Athletic Bilbao,Athletic Club,ComplexQA/CompMix_table_complex/00271.json
What is the genre of the book series The Folk of the Air,Fantasy,romantic fantasy,ComplexQA/CompMix_infobox_complex/00120.json
what is genre of the series the Sopranos?,crime serial,drama television series|crime television series,SimpleQA/CompMix_table_simple_qa/00286.json
what was the genre of the series The Sopranos?,crime serial,drama television series|crime television series,SimpleQA/CompMix_table_simple_qa/00309.json
who was elected the president of constituent assembly,"Dr. Rajendra Prasad, INC",Rajendra Prasad|Sachchidananda Sinha,SimpleQA/NQ_table_test_simple/00188.json
What was the nickname of the soccer club New York Red Bulls soccer team,The Red Bulls Metro,Metro,ComplexQA/CompMix_infobox_complex/00094.json
how many episodes in my name is earl season 4,27,27.0,SimpleQA/NQ_table_test_simple/00631.json
What is the lowest number of Grand Final appearances for the senior team of either the Richmond or Collingwood football club in the Victorian Football League/Australian Football League,11,24,ComplexQA/Sportsreason_TANQ_complex/00101.json
where is the ucla usc game being played,UCLA | USC | Rose Bowl | Coliseum,Los Angeles Memorial Coliseum,SimpleQA/NQ_table_test_simple/00372.json
"Over what years was the rider for the 1986 Tour de France team in general classification listed as the most successful cycling team of all time , professional",1985 to 1997,1984|1991,ComplexQA/OTT_QA_dev_complex/00039.json
Who played the part Carmen in the movie Spy Kids?,Alexa Vega,Alexa PenaVega,SimpleQA/CompMix_table_simple_qa/00278.json
Who is the Skyfall movie's hero?,Daniel Craig,James Bond,SimpleQA/CompMix_table_simple_qa/00051.json
What is the name of the football club Iker Casillas represented in the year 2002,Real Madrid Castilla,Spain men's national football team|Real Madrid Club de Fútbol,ComplexQA/CompMix_table_complex/00080.json
Where is the first release location of the song of the Dancing with the Stars ( American season 6 ) couple with the highest score,Australia,United States,ComplexQA/OTT_QA_dev_complex/00265.json
When did the BBC Radio 1 band in 2008 ( Sunday ) that performed at In New Music We Trust Stage at the same time as two artists performed at outdoor stage form,in 2000,2006,ComplexQA/OTT_QA_dev_complex/00000.json
"What was the total number of games played in the National League Championship Series between the Los Angeles Dodgers and the Philadelphia Phillies in 1977, 1978, 2008, and 2009",18,18.0,ComplexQA/Sportsreason_TANQ_complex/00125.json
how many episodes in adventure time season 1,26,26.0,SimpleQA/NQ_table_test_simple/00293.json
How many members are there in the Indian Ocean band right now,5,1,ComplexQA/CompMix_infobox_complex/00298.json
What are the promotion names of women wrestling promotions ?,Shimmer Women Athletes | Shine Wrestling | Women of Wrestling | Women Superstars United | ChickFight | Gorgeous Ladies of Wrestling | Ladies Major League Wrestling | Ladies Professional Wrestling Association | [[Naked Womens Wrestling League]] | Powerful Women of Wrestling | Rise Wrestling | [[World Womens Wrestling]] | Wrestlicious,Sendai Girls' Pro Wrestling|Dream Star Fighting Marigold|Shine Wrestling|Marvelous That's Women Pro Wrestling|Tokyo Joshi Pro Wrestling|Pro Wrestling Wave|World Wonder Ring Stardom,SimpleQA/Qampari_wikitables_simple/00021.json
who starred in the film far from the madding crowd,Carey Mulligan | Matthias Schoenaerts | Michael Sheen | Tom Sturridge | Juno Temple,Jon Gunn|Sam Phillips|Carey Mulligan|Mark Wingett|Juno Temple|...|Harry Peacock|Jessica Barden|Tom Sturridge|Tilly Vosburgh|Victor McGuire,SimpleQA/NQ_table_test_simple/00398.json
who is the owner of the crowne plaza,InterContinental Hotels Group,IHG Hotels & Resorts,SimpleQA/NQ_table_test_simple/00906.json
Which are the teams participated in the inaugural UEFA Championship?,Soviet Union; Yugoslavia; Czechoslovakia; France,Czechoslovakia men's national association football team|Yugoslavia men's national football team|Soviet Union national association football team|France men's national association football team,SimpleQA/CompMix_table_simple_qa/00053.json
what is the most current adobe flash player version,28.0.0.137,32.0.0.465,SimpleQA/NQ_table_test_simple/00656.json
what is the most current adobe flash player version,28.0.0.137,32.0.0.465,SimpleQA/NQ_table_test_simple/00657.json
What were the different numeral systems ?,Proto-cuneiform numerals | Egyptian numerals | Chinese numerals Japanese numerals Korean numerals (Sino-Korean) Vietnamese numerals (Sino-Vietnamese) | Aegean numerals | Bengali numerals | Roman numerals | Hebrew numerals | Greek numerals | Armenian numerals | Khmer numerals | Thai numerals | Abjad numerals | Eastern Arabic numerals | Vietnamese numerals (Chữ Nôm) | Glagolitic numerals | Cyrillic numerals | Burmese numerals | Cistercian numerals | Maya numerals | Muisca numerals | Korean numerals (Hangul) | Sinhala numerals | Pentimal runes | Binary | Ternary | Quaternary | Quinary | Senary | Octal | Decimal / Denary | Duodecimal | Hexadecimal | Vigesimal | Sexagesimal | [[Unary numeral system|Unary]](Bijectivebase1) | Balanced ternary | Quater-imaginary base | Golden ratio base,Cistercian numerals|senary|Proto-Cuneiform numerals|Ionian numerals|Dravidian numerals|...|Tibetan numeral|Persian numeral|Urdu numerals|Odia numerals|Chinese numerals,SimpleQA/Qampari_wikitables_simple/00069.json
when will the la sagrada familia be finished,2026–2028,2026-04-24T12:37:46Z,SimpleQA/NQ_table_test_simple/00768.json
what channel does thursday night football come on regular tv,NBC,NFL Network,SimpleQA/NQ_table_test_simple/00700.json
the atomic number of indium which belongs to 5th period is,49,49.0,SimpleQA/NQ_table_test_simple/00754.json
Who was the distributor of the picture 12 Years as a Slave?,"InterCom, ProVideo, Netflix",InterCom|ProVideo|Netflix,SimpleQA/CompMix_table_simple_qa/00023.json
where is the opposition with jordan klepper filmed,"Hotel Pennsylvania, New York City",New York City,SimpleQA/NQ_table_test_simple/00142.json
How many goals did Pele scored for Brazil national football team in the year 1971,1,0,ComplexQA/CompMix_table_complex/00075.json
how many times has the saints won the super bowl,1,0,SimpleQA/NQ_table_test_simple/00160.json
How many matches has Jan Oblak played for Slovenia national football team in 2014,1,0,ComplexQA/CompMix_table_complex/00129.json
The American goalkeeper Sean Johnson played how many game for the US men's national soccer team in 2011,1,0,ComplexQA/CompMix_table_complex/00026.json
How many appearance did the American goalkeeper Sean Johnson make with the US men's national soccer team in 2011,1,0,ComplexQA/CompMix_table_complex/00009.json
How many of the teams with Victorian Football League or Australian Football League Grand Finalist history listed in the provided tables also participated in a Grand Final won by Fitzroy Football Club,1,0,ComplexQA/Sportsreason_TANQ_complex/00062.json
What is the difference between the number of games the St. Louis Cardinals won at Busch Stadium in the 2011 World Series and the number of games they won at Busch Stadium in the 2011 National League Championship Series,1,0,ComplexQA/Sportsreason_TANQ_complex/00034.json
"What is the capacity of the mosque that is on the list of largest mosques , and that was opened to the public 22 February 1978","200,000",120000.0,ComplexQA/OTT_QA_dev_complex/00197.json
how is the governor of the bank of england appointed,Monarch on advice from the Prime Minister,monarchy of the United Kingdom,SimpleQA/NQ_table_test_simple/00039.json
