question,gold_answer,KG answer,file_path
what is the aim of the consumer credit act,"to establish for the protection of consumers a new system, administered by the Director General of Fair Trading, of licensing and other control of traders concerned with the provision of credit, or the supply of goods on hire or hire-purchase, and their transactions, in place of the present enactments regulating moneylenders, pawnbrokers and hire-purchase traders and their transactions; and for related matters",Consumer Credit Act 1974|An Act to establish for the protection of consumers a new ... traders and their transactions; and for related matters.,SimpleQA/NQ_table_test_simple/00233.json
What is the prequel to the movie Mad Max Beyond Thunderdome?,Mad Max 2,Mad Max: Fury Road,SimpleQA/CompMix_table_simple_qa/00204.json
list of local government area in benue state,Ado | Agatu | Apa | Buruku | Gboko | Guma | Gwer East | Gwer West | Katsina-Ala | Konshisha | Kwande | Logo | Makurdi | Obi | Ogbadibo | Ohimini | Oju | Okpokwu | Otukpo | Tarka | Ukum | Ushongo | Vandeikya,Guma|Gboko|Agatu|Otukpo|Obi|...|Okpokwu|Tarka|Ukum|Ushongo|Vandeikya,SimpleQA/NQ_table_test_simple/00340.json
Who is the spouse of Rudyard Kipling?,Caroline Starr Balestier Kipling,Caroline Starr Balestier,SimpleQA/CompMix_table_simple_qa/00235.json
What country does the soccer player Johan Cruyff represent?,Netherlands,Kingdom of the Netherlands,SimpleQA/CompMix_table_simple_qa/00229.json
what was the full name of the titanic,RMS Titanic,Titanic,SimpleQA/NQ_table_test_simple/00307.json
What is the award received in 1990 for Most Promising Actress by Vanessa Paradis,César Award,César Award for Best Actress,ComplexQA/CompMix_table_complex/00392.json
What is the total number of episodes in the TV series New Girl,146,146.0,ComplexQA/CompMix_infobox_complex/00167.json
"What award won the National Board of Review Awards in December 2, 2021 for Encanto",Best Animated Film,Academy Award for Best Animated Feature|Golden Globe Award for Best Animated Feature Film,ComplexQA/CompMix_table_complex/00372.json
What awards are national quality award ?,Canada Awards for Excellence | Deming Prize | EFQM Excellence Award | Malcolm Baldrige National Quality Award | Philippine Quality Award | Rajiv Gandhi National Quality Award | Singapore Business Excellence Awards | Thailand Quality Award,Malcolm Baldrige National Quality Award|Rajiv Gandhi National Quality Award|Viet Nam National Quality Award,SimpleQA/Qampari_wikitables_simple/00010.json
where does the saskatchewan river start and end,"Saskatchewan Glacier, Alberta | Saskatchewan River Forks, Saskatchewan",North Saskatchewan River|Lake Winnipeg|South Saskatchewan River,SimpleQA/NQ_table_test_simple/00509.json
What is the total number of episodes in the TV series Vikings,89,89.0,ComplexQA/CompMix_infobox_complex/00196.json
Initial movie in The Hobbit film series?,The Hobbit: An Unexpected Journey,The Hobbit: The Desolation of Smaug,SimpleQA/CompMix_table_simple_qa/00030.json
Which tv network originally aired the science fiction tv series Space: Above and Beyond,Fox,Fox Broadcasting Company,ComplexQA/CompMix_infobox_complex/00073.json
The science fiction tv series Space: Above and Beyond originally aired on which tv network,Fox,Fox Broadcasting Company,ComplexQA/CompMix_infobox_complex/00048.json
Who is or was a member of the 10cc band ?,"Graham Gouldman | Paul Burgess | Rick Fenn | Eric Stewart | Laurence ""Lol"" Creme | [[Tony OMalley (musician)|Tony OMalley]] | Vic Emerson | Gary Wallis | Mike Stevens",Iain Hornal|Lol Creme|Kevin Godley|Mike Stevens|Paul Burgess|Graham Gouldman|Eric Stewart|Stuart Tosh|Duncan Mackay|Rick Fenn,SimpleQA/Qampari_wikitables_simple/00015.json
where did the california gold rush take place,Sierra Nevada | Northern California,California,SimpleQA/NQ_table_test_simple/00252.json
"In Bueno Aires, the Superclasico refers to the rivalry between which two clubs",Boca Juniors;River Plate,Boca Juniors|rdfs:label|Club Atlético River Plate,ComplexQA/CompMix_infobox_complex/00163.json
cast of a nightmare on elm street 1984,John Saxon | Ronee Blakley | Heather Langenkamp | Amanda Wyss | Nick Corri | Johnny Depp | Robert Englund,Heather Langenkamp|Amanda Wyss|Joseph Whipp|Ronee Blakley|Jsu Garcia|...|Johnny Depp|Lin Shaye|John Saxon|Joe Unger|Charles Fleischer,SimpleQA/NQ_table_test_simple/00639.json
when does the nba season end this year,"April 11, 2018",April,SimpleQA/NQ_table_test_simple/00769.json
What military medals are the highest medal in a country ?,Cross to the Heroic Valour in Combat | The Victoria Cross for Australia | The Victoria Cross of Canada | The Valour Cross | The Legion of Honour | The Cross of Honour for Valour | Param Vir Chakra | Medal of Valor | Military Medal | The Victoria Cross for New Zealand | The War Cross with Sword | Order of Virtuti Militari | Hero of the Russian Federation | Order of St. George | Laureate Cross of Saint Ferdinand | The Victoria Cross | Medal of Honor | The Gold Cross of Zimbabwe,Washington Law Enforcement Medal of Honor|Medal of Honor|Victoria Cross,SimpleQA/Qampari_wikitables_simple/00014.json
which is the lion's mane jellyfish's species within its genus,C. capillata,Cyanea capillata,SimpleQA/NQ_table_test_simple/00410.json
Which museums are dedicated to chocolate ?,Musée de chocolat Jacques | Chocolala Chocolate Museum | Cadbury World | Imhoff-Schokoladenmuseum | Halloren Schokoladenmuseum | Museum of Chocolate (Pokrov) | Museu de la Xocolata | Republic of Chocolate | [[Hersheys Chocolate World]] | The Hershey Story | Candy Americana Museum | Choco-Story New York,Schokoladenmuseum Dresden|The Chocolate Museum|Choco-Story Brussels|Hershey's Chocolate World|Chocolate Museum|Chocolate Factory E.Wedel museum|Belgian Chocolate Village|Choco-Story Prague|Museum of Russian Chocolate History|Choco-Story Bruges,SimpleQA/Qampari_wikitables_simple/00072.json
who sings the song let me love you,DJ Snake featuring Justin Bieber,DJ Snake|Justin Bieber,SimpleQA/NQ_table_test_simple/00474.json
What is Luis Suárez National Team?,"Uruguay Olympic football team, Uruguay national football team",Uruguay,SimpleQA/CompMix_table_simple_qa/00173.json
who was on the first season of dwts,Trista Sutter | Evander Holyfield | Rachel Hunter | Joey McIntyre | John O'Hurley | Kelly Monaco,Rachel Hunter|Louis Van Amstel|Evander Holyfield|John O'Hurley|Ashly DelGrosso|...|Alec Mazo|Charlotte Jørgensen|Edyta Śliwińska|Jonathan Roberts|Joey McIntyre,SimpleQA/NQ_table_test_simple/00018.json
Which type of The Scarlet Letter genre?,"Romantic, Historical",historical fiction|romantic fiction,SimpleQA/CompMix_table_simple_qa/00006.json
what are the band members names of the rolling stones,Mick Jagger | Keith Richards | Charlie Watts | Ronnie Wood,Colin Golding|Mick Jagger|Keith Richards|Brian Jones|Ronnie Wood|...|Ian Stewart|Carlo Little|Darryl Jones|Ricky Fenson|Dick Taylor,SimpleQA/NQ_table_test_simple/00230.json
Which Ivy league universities have ever been headed by a woman president,"['Columbia University', 'Cornell University', 'Dartmouth College', 'Harvard University', 'Princeton University', 'Yale University', 'Brown University', 'University of Pennsylvania']",Harvard University|Princeton University|Columbia University|Yale University|Brown University|Cornell University|Dartmouth College|University of Pennsylvania,ComplexQA/Monaco_time_complex/00703.json
Which was the first award won by the movie The Matrix,Academy Awards,Saturn Award for Best Science Fiction Film|Saturn Award for Best Director|Academy Award for Best Film Editing|Academy Award for Best Visual Effects|Academy Award for Best Sound Editing|BAFTA Award for Best Sound|BAFTA Award for Best Special Visual Effects|Academy Award for Best Sound,ComplexQA/CompMix_table_complex/00597.json
What is Billie Eilish's medical condition?,"Tourette syndrome, synesthesia",synesthesia|Tourette syndrome|depression,SimpleQA/CompMix_table_simple_qa/00288.json
panda is a national animal of which country,China,People's Republic of China,SimpleQA/NQ_table_test_simple/00738.json
Selena Gomez's music genre?,"pop rock, electropop, dance-pop",electropop|dance-pop|pop music|pop rock|alternative R&B|contemporary R&B,SimpleQA/CompMix_table_simple_qa/00015.json
What medal was won at the Pan American Games by the Pueto rican athlete to win a medal at the first post Cold War Olympics,Bronze,Olympic gold medal|Olympic silver medal|Olympic bronze medal,ComplexQA/OTT_QA_dev_complex/01144.json
when does the mlb season start and finish,"March 29 – October 31, 2018",April|October,SimpleQA/NQ_table_test_simple/00512.json
What is the award nominated for Best Actress?,César Award for Best Actress,Academy Award for Best Actress,SimpleQA/CompMix_table_simple_qa/00076.json
where did the battle of freeman's farm take place,"Stillwater, Saratoga County, New York",Stillwater,SimpleQA/NQ_table_test_simple/00618.json
Who is filming the Troy movie in which location?,Mexico. Malta,Wolfgang Petersen|Morocco|Malta|Algeria|Mexico,SimpleQA/CompMix_table_simple_qa/00305.json
Who is a part of Sergio Busquets sports team?,"Spain national association football team, Catalonia national football team",Futbol Club Barcelona,SimpleQA/CompMix_table_simple_qa/00224.json
What is the name of the director of movie The Matrix Revolutions,The Wachowskis,Lilly Wachowski|Lana Wachowski,ComplexQA/CompMix_infobox_complex/00286.json
Which weapons are of the type anti-materiel rifles ?,Steyr IWS 2000 | Steyr HS .50 | Istiglal | AMR-2 | Zijiang M99 | RT-20 | Vidhwansak | Pindad SPR-2 and SPR-3 | Shaher | Tor | KSVK | SV-18 | Zastava M93 Black Arrow | Denel NTW-20 | Snipex Alligator | Accuracy International AW50 | Accuracy International AS50 | Accuracy International AX50 | Barrett M82A1/M107 | Barrett M99 | Barrett XM109 | Barrett XM500 | Anzio 20mm rifle | Desert Tech HTI,Gepard|AMR-2|Snipex Alligator|Solothurn S-18/100|Accuracy International AW50|...|Barrett M99|Barrett XM109|Accuracy International AX50|Accuracy International AS50|AM-50 Sayyad,SimpleQA/Qampari_wikitables_simple/00033.json
who's playing in the world series and when is it,Houston Astros | Los Angeles Dodgers | October 24 – November 1,New York Yankees|2024-10-25T00:00:00Z|Los Angeles Dodgers,SimpleQA/NQ_table_test_simple/00804.json
What is the genre of the book series The Folk of the Air,Fantasy,romantic fantasy,ComplexQA/CompMix_infobox_complex/00120.json
what is genre of the series the Sopranos?,crime serial,drama television series|crime television series,SimpleQA/CompMix_table_simple_qa/00286.json
what was the genre of the series The Sopranos?,crime serial,drama television series|crime television series,SimpleQA/CompMix_table_simple_qa/00309.json
What was the nickname of the soccer club New York Red Bulls soccer team,The Red Bulls Metro,Metro,ComplexQA/CompMix_infobox_complex/00094.json
Which weapons are of the type carbines ?,"AK-104 | Amogh carbine | Burnside carbine | CETME Model LC carbine | Colt Model 1839 Carbine | De Lisle carbine | G13 carbine | ""Jungle Carbine"" (Lee–Enfield, Rifle No. 5 Mk I) | K31 | Karabiner 98k | M1 carbine | M4 carbine | Maynard carbine | Mosin–Nagant (M1907 Carbine) | Mosin–Nagant (M1938 Carbine) | Mosin–Nagant (M1944 Carbine) | Mosin–Nagant (M1891/59 Carbine) | QBZ-95B | SG 443 Carbine | SKS | Stoner 63/63A Carbine | Swiss Mannlicher M1893 Carbine | Type 44 carbine",AK-104|Puma|Carbine m/94|pistol-caliber carbine|Mannlicher M1890 Carbine|...|Tarpley carbine|Thorneycroft carbine|Colt Canada C8|Zastava M85|Barrett REC7,SimpleQA/Qampari_wikitables_simple/00017.json
who is the director of taarak mehta ka ooltah chashmah,Harshad Joshi | Malav Suresh Rajda,Dilip Joshi,SimpleQA/NQ_table_test_simple/00908.json
Which nation did Raúl González play soccer for?,Spain,Argentina,SimpleQA/CompMix_table_simple_qa/00037.json
What country did Raúl González represent in football?,Spain,Argentina,SimpleQA/CompMix_table_simple_qa/00012.json
Which football club did Robert Lewandowski play for in the year 2020,FC Bayern Munich,Futbol Club Barcelona,ComplexQA/CompMix_table_complex/00517.json
What is the number of episodes of the TV series Money Heist,41,41.0|48.0,ComplexQA/CompMix_table_complex/00515.json
when does south by southwest start in austin texas,"March 8–17, 2019",March,SimpleQA/NQ_table_test_simple/00721.json
what mlb teams did deion sanders play for,"New York Yankees (1989–1990) | Atlanta Braves (1991–1994) | Cincinnati Reds (1994–1995) | San Francisco Giants (1995) | Cincinnati Reds (1997, 2001)",Dallas Cowboys|Washington Commanders|New York Yankees|Atlanta Falcons|Baltimore Ravens|...|San Francisco 49ers|Atlanta Braves|Florida State Seminoles football|Gulf Coast League Yankees|Cincinnati Reds,SimpleQA/NQ_table_test_simple/00072.json
who starred in the film far from the madding crowd,Carey Mulligan | Matthias Schoenaerts | Michael Sheen | Tom Sturridge | Juno Temple,Jon Gunn|Sam Phillips|Carey Mulligan|Mark Wingett|Juno Temple|...|Harry Peacock|Jessica Barden|Tom Sturridge|Tilly Vosburgh|Victor McGuire,SimpleQA/NQ_table_test_simple/00398.json
who won three stanley cups in a row,Toronto Maple Leafs | Montreal Canadiens | New York Islanders,Anaheim Ducks|Carolina Hurricanes,SimpleQA/NQ_table_test_simple/00311.json
who is the owner of the crowne plaza,InterContinental Hotels Group,IHG Hotels & Resorts,SimpleQA/NQ_table_test_simple/00906.json
what is the most current adobe flash player version,28.0.0.137,32.0.0.465,SimpleQA/NQ_table_test_simple/00657.json
what is the most current adobe flash player version,28.0.0.137,32.0.0.465,SimpleQA/NQ_table_test_simple/00656.json
what genre is the magic tree house books,Children's historical fantasy,children's book series,SimpleQA/NQ_table_test_simple/00166.json
who won the mens figure skating in 2018 olympics,Yuzuru Hanyu | Shoma Uno | Javier Fernández,Jin Boyang|Yan Han|Deniss Vasiļjevs|Julian Zhi Jie Yee|Vincent Zhou|...|Nathan Chen|Shoma Uno|Javier Fernández|Patrick Chan|Denis Ten,SimpleQA/NQ_table_test_simple/00363.json
what channel does thursday night football come on regular tv,NBC,NFL Network,SimpleQA/NQ_table_test_simple/00700.json
Who was the distributor of the picture 12 Years as a Slave?,"InterCom, ProVideo, Netflix",InterCom|ProVideo|Netflix,SimpleQA/CompMix_table_simple_qa/00023.json
Which club was Neymar transferred to from the football club Barcelona?,Paris Saint-Germain F.C.,Santos F.C.,SimpleQA/CompMix_table_simple_qa/00269.json
Which european soccer team did David Beckham start his professional career playing on,Manchester United,England national under-18 association football team|AC Milan|Manchester United F.C.|Preston North End F.C.|England national under-21 association football team|LA Galaxy|England men's national association football team|Paris Saint-Germain FC|Real Madrid Club de Fútbol,ComplexQA/CompMix_infobox_complex/00151.json
how is the governor of the bank of england appointed,Monarch on advice from the Prime Minister,monarchy of the United Kingdom,SimpleQA/NQ_table_test_simple/00039.json
What is the place of birth of the soccer player Sadio Mané,"Bambali, Sédhiou, Senegal",Bambali,ComplexQA/CompMix_infobox_complex/00284.json
who played in the first fifty shades of grey,Dakota Johnson | Jamie Dornan | Jennifer Ehle | Marcia Gay Harden,Luke Grimes|Max Martini|Dylan Neal|Megan Danso|Marcia Gay Harden|...|Rachel Skarsten|Christine Willes|Callum Keith Rennie|Jamie Dornan|Victor Rasuk,SimpleQA/NQ_table_test_simple/00807.json
What is the current soccer team of Neymar?,Paris Saint-Germain F.C,Santos F.C.,SimpleQA/CompMix_table_simple_qa/00122.json
Who is Neymar's current soccer team?,Paris Saint-Germain F.C,Santos F.C.,SimpleQA/CompMix_table_simple_qa/00164.json
what is the pirates of the caribbean in order,The Curse of the Black Pearl | Dead Man's Chest | At World's End | On Stranger Tides | Dead Men Tell No Tales,Pirates of the Caribbean: The Curse of the Black Pearl|2003-07-09T00:00:00Z|Pirates of the Caribbean: Dead Man's Chest|2006-07-07T00:00:00Z|Pirates of the Caribbean: At World's End|2007-05-23T00:00:00Z|Pirates of the Caribbean: On Stranger Tides|2011-05-18T00:00:00Z|Pirates of the Caribbean: Dead Men Tell no Tales|2017-05-24T00:00:00Z,SimpleQA/NQ_table_test_simple/00217.json
"What was the genre of the song I am not a woman, I'm a god","Rock,Pop",synth-pop,ComplexQA/CompMix_infobox_complex/00055.json
What is the country of origin of the Black Beauty book?,United States of America,United Kingdom,SimpleQA/CompMix_table_simple_qa/00138.json
who won the battle of britain in ww2,British,United Kingdom|Canada|Kingdom of Italy|Australia|Nazi Germany,SimpleQA/NQ_table_test_simple/00914.json
language of work of the Dream of the Red Chamber?,Chinese,Beijing dialect|written vernacular Chinese,SimpleQA/CompMix_table_simple_qa/00147.json
who stars in kevin probably save the world,Jason Ritter | JoAnna Garcia Swisher | Kimberly Hebert Gregory | India de Beaufort | J. August Richards | Chloe East | Dustin Ybarra,J. August Richards|Brandon Quinn|Michael Harney|Trent Garrett|Kimberly Hebert Gregory|...|Kathleen Wilhoite|Lesley Boone|India de Beaufort|Currie Graham|Richard Masur,SimpleQA/NQ_table_test_simple/00757.json
who did cubs beat in 2016 world series,Cleveland Indians,Chicago Cubs|Cleveland Guardians,SimpleQA/NQ_table_test_simple/00632.json
who did cubs beat in 2016 world series,Cleveland Indians,Chicago Cubs|Cleveland Guardians,SimpleQA/NQ_table_test_simple/00633.json
who starred in an officer and a gentleman,Richard Gere | Debra Winger | David Keith | Louis Gossett Jr.,Victor French|Debra Winger|Grace Zabriskie|Lisa Eilbacher|Lisa Blount|...|Elizabeth Rogers|David Keith|Tony Plana|John Laughlin|Harold Sylvester,SimpleQA/NQ_table_test_simple/00620.json
who won the oscar over wolf of wall street,Martin Scorsese | Leonardo DiCaprio | Jonah Hill | Terence Winter,Matthew McConaughey|Jean Dujardin|Leonardo DiCaprio,SimpleQA/NQ_table_test_simple/00720.json
where does the brazos river start and stop,Llano Estacado | Gulf of Mexico,Double Mountain Fork Brazos River|Gulf of Mexico|Salt Fork Brazos River,SimpleQA/NQ_table_test_simple/00000.json
"Shakira, what do you do for a living?","singer, actor, choreographer, painter",philanthropist|manufacturer|singer|voice actor|choreographer|actor|composer|guitarist,SimpleQA/CompMix_table_simple_qa/00219.json
Which art museums can I find around Dublin,"['An Post Museum', 'Áras an Uachtaráin', 'Ashtown Castle', 'Belvedere College Museum', 'Chester Beatty Library', 'Douglas Hyde Gallery', 'Dublin Castle', 'Dublin City Gallery The Hugh Lane', 'Dublin Writers Museum', 'EPIC The Irish Emigration Museum', 'GAA Museum', 'Gallery of Photography', 'Guinness Storehouse', 'Irish Jewish Museum', 'Irish Museum of Modern Art', 'Irish Rock N Roll Museum', 'James Joyce Centre', 'Jeanie Johnston', 'The Little Museum of Dublin', ""Marsh's Library"", 'Museum of Literature Ireland (MoLi)', 'National Gallery of Ireland', 'Natural History Museum', 'National Leprechaun Museum', 'National Library of Ireland', 'National Museum of Ireland – Archaeology', 'National Museum of Ireland – Decorative Arts and History', 'National Photographic Archive', 'National Print Museum of Ireland', 'National Wax Museum', 'Number Twenty Nine - Georgian House Museum', 'Phoenix Park Visitor Centre', 'Project Arts Centre', 'Royal Hibernian Academy', 'Science Gallery', 'Waterways Ireland Visitor Centre']","Gallery of Photography|Sculpture in the Parklands|National Photographic Archive|Irish Museum of Modern Art|National Gallery of Ireland|...|Model Arts and Niland Gallery|National Museum of Ireland, Collins Barracks|Temple Bar Gallery and Studios|Douglas Hyde Gallery|Little Museum of Dublin",ComplexQA/Monaco_non_time_complex/00785.json
when was the spanish-american war fought,"April 21, 1898[b] – August 13, 1898",Spanish–American War|1898-04-25T00:00:00Z,SimpleQA/NQ_table_test_simple/00365.json
Which weapons are of the type battle riffles ?,AVS-36 | CETME rifle | Desert Tech MDR | FM57 rifle | FN FAL | FN SCAR-H | Gewehr 41 | GRAM 63 battle rifle | Howa Type 64 | IWI ACE 52 | L1A1 Self-Loading Rifle | M1918 Browning Automatic Rifle | M1 Garand | M14 rifle | Madsen LAR | Mk 14 Enhanced Battle Rifle | Model 45A | SIG SG 510 | SIG SG 542 | SLEM-1 | SVT-40 | T48 rifle | Zastava M77 B1,Heckler & Koch HK417|Sako M23|Mk 14 Enhanced Battle Rifle|Howa Type 64|Zastava M05N|...|Saritch 308|Sterling 7.62|Zastava M77|Beretta BM 59|AG-3,SimpleQA/Qampari_wikitables_simple/00009.json
how many seasons of the smurfs are there,9,9.0,SimpleQA/NQ_table_test_simple/00872.json
where's the pro bowl going to be this year,"Camping World Stadium, Orlando, Florida",Allegiant Stadium,SimpleQA/NQ_table_test_simple/00651.json
"What is the capacity of the mosque that is on the list of largest mosques , and that was one of the first mosques built by Muhammad","1,000,000",600000.0,ComplexQA/OTT_QA_dev_complex/01001.json
how many episodes in series 7 of game of thrones are there,7,7.0,SimpleQA/NQ_table_test_simple/00310.json
how many episodes in game if thrones season 7,7,7.0,SimpleQA/NQ_table_test_simple/00070.json
"When was Angels & Demons, the first book in the Robert Landon series, published",01 May 2000,Angels & Demons|2000-01-01T00:00:00Z,ComplexQA/CompMix_table_complex/00409.json
what is the latest version of chrome for linux,67.0,144.0.7559.236|146.0.7680.151|146.0.7680.164|146.0.7680.165|147.0.7727.11|147.0.7727.14|147.0.7727.15,SimpleQA/NQ_table_test_simple/00294.json
"Which record label released Shakira's second English album, Oral Fixation, Vol. 2",Epic,Epic Records,ComplexQA/CompMix_table_complex/00562.json
Which actors won both best supporting actor and best actor Oscar awards,"['Denzel Washington', 'Gene Hackman', 'Jack Lemmon', 'Jack Nicholson', 'Kevin Spacey', 'Robert De Niro']",Gene Hackman|Kevin Spacey|Robert De Niro|Jack Nicholson|Denzel Washington|Sean Penn|Jack Lemmon,ComplexQA/Monaco_time_complex/00748.json
Which club did David Beckham transferred from to LA Galaxy in 2007,Real Madrid CF,England national under-18 association football team|AC Milan|Manchester United F.C.|Preston North End F.C.|England national under-21 association football team|LA Galaxy|England men's national association football team|Paris Saint-Germain FC|Real Madrid Club de Fútbol,ComplexQA/CompMix_table_complex/00538.json
where is the deepest lake in the us located,Oregon,Nevada|California,SimpleQA/NQ_table_test_simple/00724.json
How many titles has Chicago Fire FC won in the US Open Cup,4,0,ComplexQA/CompMix_table_complex/00473.json
Who were the main actors in The Sting that won an Academy Award for Best Picture over American Graffiti,Paul Newman;Robert Redford;Robert Shaw,Paulene Myers|John Quade|Larry D. Mann|Brad Sullivan|Robert Earl Jones|...|Dana Elcar|Robert Redford|Ray Walston|William Benedict|Harold Gould,ComplexQA/CompMix_infobox_complex/00005.json
which award win the Best Supporting Actor role Birds of Prey movie?,Hollywood Critics Association Midseason Awards,Academy Award for Best Supporting Actor,SimpleQA/CompMix_table_simple_qa/00075.json
who won the ladies ice skating in the olympics,Alina Zagitova,Anna Shcherbakova,SimpleQA/NQ_table_test_simple/00660.json
"Who is the sibling of the person who directed the Icelandic submission for the Academy Award for Best International Feature Film , Inter Nos , that works in mathematics",Þorvaldur Gunnlaugsson,Tinna Gunnlaugsdóttir,ComplexQA/OTT_QA_dev_complex/00924.json
who won the medals in men's figure skating 2018,Yuzuru Hanyu | Shoma Uno | Javier Fernández,Yuzuru Hanyū|rdfs:label,SimpleQA/NQ_table_test_simple/00062.json
Stargate SG-1 the science fiction tv series ran for how many seasons,10,10.0,ComplexQA/CompMix_infobox_complex/00261.json
The new Hawaii Five-0 wrapped up after how many season's on CBS,10,10.0,ComplexQA/CompMix_table_complex/00568.json
What are the discovered bog bodies ?,Elling Woman | Grauballe Man | Haraldskær Woman | Huldremose Woman | Tollund Man | Kayhausen Boy | Osterby Man | Cashel Man | Gallagh Man | Old Croghan Man | Weerdinge Men | Yde Girl | Lindow Woman | Lindow Man | Cladh Hallan Skeletons,Röst girl|Peiting Woman|Exloërmond Man|Peat dog from Burlage|Zweeloo Woman|...|Yde Girl|Elling Woman|Girl of the Uchter Moor|Ballynahatty woman|Weerdinge Men,SimpleQA/Qampari_wikitables_simple/00000.json
what type of bridge is the charles bridge,Stone,footbridge|arch bridge|stone bridge|street,SimpleQA/NQ_table_test_simple/00935.json
What is the number of seasons in the Two and a Half Men series,12,12.0,ComplexQA/CompMix_infobox_complex/00098.json
