question,answer
Who was the first winner of the first season of the TV series Survivor?,Richard Hatch
"How many players in the Columbus Crew Soccer Club as of December 1, 2021?",31
For which 1979 movie did Dustin Hoffman win an Academy Award for Best Actor?,Kramer vs. Kramer
What is the title of the second film in the Star Wars prequel trilogy?,Star Wars: The Last Jedi
Which album by Metallica was released first: Ride the Lightning or Master of Puppets?,Ride the Lightning
How many goals did Pele scored for New York Cosmos in the year 1976?,26
What team did New York FC defeated to win the MLS Cup in 2021?,Portland Timbers
What year was Michael Jackson inducted into the Rock and Roll Hall of Fame?,"1997, 2001"
What is the title of the fourth film in the Star Wars film series?,Star Wars: Episode I – The Phantom Menace
in which award won the best song of MTV Europe music awards in 2021?,Bad Habits
"When was Angels & Demons, the first book in the Robert Landon series, published?",01 May 2000
How many tracks were on side two of The Police's debut album Outlandos d'Amour?,5
In what year did the El Salvador national football team win the CCCF Championship?,1943
Who did Terence Stamp play in Star Wars: Episode I – The Phantom Menace?,Finis Valorum
How many goals did the second place score in the 2020-2021 Premier league season?,22
What is the sports team played in 2012 to 2014 by Alessandro Del Piero?,Sydney FC
Who were the directors of the episode named MADMAX of the series Stranger Things?,Duffer brothers
What is the number of movies in the Home Alone series as of 2021?,6
Which is the second book of the novel series Little House on the Prairie?,Farmer Boy
"In which 1995 action thriller movie did Antonio Banderas play an assassin, Miguel Bain?",Assassins
What's the last movie Viggo Mortensen acted in before The Fellowship of the Ring?,28 Days
What is the number of goals scored by Julio Salinas for Spain in football?,22
What is the first book published in the Loyal League series by Alyssa Cole?,An Extraordinary Union
Which actress won the Academy Awards for the best actress in the year 1952?,Vivien Leigh
Who is the Original Broadcaster of Season 1 of the tv series The Tunnel?,Sky Atlantic
In which year did the player Luís Figo transfer from Barcelona to Real Madrid?,2000
Which is the last novel of the book series Diary of a Wimpy Kid?,Diary of a Wimpy Kid: Big Shot
Which football player was the recipient of 2001 FIFA World Player of the Year?,Luís Figo
How many matches has Franz Beckenbauer played for Germany national football team in 1965?,3
What's the US release date for the second film in the Mad Max series?,24 December 1981
How many matches has Jan Oblak played for Slovenia national football team in 2014?,1
"What is the second movie in the film series, The Lord of the Rings?",The Lord of the Rings: The Two Towers
When was the first time the US women's soccer team received a gold medal?,1996
In which year did the novel The Old Man and the Sea come out?,1990
What is the name of the first part of the book series The Expanse?,Leviathan Wakes
When was the first time the US women's soccer team went to the Olympics?,1996
Which is the year in which the director Stephen Chow his very first movie?,1994
Who directs the first season “somebody’s dead” in the tv series Big Little Lies?,Jean-Marc Vallée
What movie starring Jack Nicholson was the last to be released in the 1990s?,As Good as It Gets
Director of season 1 episode 1 in the tv series locke & key?,Michael Morris
How many Golden Globe Awards did One Flew Over the Cuckoo's Nest get?,6
Who was the Spanish king when part 1 of Don Quixote was published?,Philip III of Spain
Name of the director who directed the first episode of the show Vikings?,Johan Renck
What was New England Revolution's final position after the 2021 regular MLS season?,1st
What is the year the first book of the series Earth's Children published?,1980
Who was the kit manufacturer of Chelsea Football Club from 1981 to 1983?,Le Coq Sportif
What was the name of the third series in Empire of the Moghul?,Ruler of the World
What was Black Eyed Peas' debut album after being signed by Interscope Records?,Behind the Front
In which year was the dystopian science fiction novel Brave New World written?,1931
"Who is Kansas City Wizard's number one goalkeeper as of December 21st, 2021?",John Pulskamp
Who was the captain of the San Jose Earthquakes from 2009 to 2013?,Ramiro Corrales
Who is the author of the The Last Thing he told me book?,Laura Dave
How many goals did Harry Kane score in the 2020-2021 Premier league season?,23
What number of years later was the sequel of The Bourne Identity released?,2
Is the film Shazam! won National Film and Television Awards won or not?,Won
Did Yeon Sang-ho wrote and directed the animated film The King of Pigs?,Yes
Who was the kit sponsor for Atlanta United FC in 2016 to present?,Adidas
"Antonio Banderas played an assassin, Miguel Bain, in which 1995 action thriller film?",Assassins
How many goals did Paul Pogba scored for France national under-18 football team?,1
What's the name of the first book in the Wheel of Time series?,The Eye of the World
What is the fourth track on the album Slipknot by the band Slipknot?,Wait and Bleed
How many matches did Paul Pogba played for France national under-18 football team?,6
"Who played Spock, the Vulcan First Officer, in Star Trek: The Original Series?",Leonard Nimoy
What was the name of the novel Charles Dicken wrote before Oliver Twist?,The Pickwick Papers
Who acted as a spider man in the movie spider man from 2002-2007?,Tobey Maguire
Who is the captain of both French football team and Tottenham Hotspur F.C.?,Hugo Lloris
In what year did Real Madrid CF win their first FIFA World Cup?,2014
How many episodes are there in season 1 of the TV series Lucifer?,13
How many matches did 1. FC Köln win during the first Bundesliga season?,17
who is the director of episode 1 in the tv series Sky Castle?,Jo Hyun Tak
What is the title of the first book in the Jack Reacher series?,Killing Floor
How many International matches played for Portugal national football team by João Félix?,20
At which football club did Argentine footballer Diego Maradona score the most goals?,Argentinos Juniors
Which clubs in the Superclasico won the Primera Division league title in 2021?,River Plate
What year was the first book of the series Francisco de Robles published?,1605
How many titles has Chicago Fire FC won in the US Open Cup?,4
What is LL Cool J's role on the 2009 police procedural tv series?,Sam Hanna
Bethlehem Steel's won how many titles in the Lamar Hunt U.S. Open Cup?,5
What is the total number of goals secured by Marco Reus for Germany?,15
"When the book ""The Color Purple"" won the National Book Award for Fiction?",1983
What is the first movie that Zachary Levi was nominated for an award?,Tangled
Who did Arsenal F.C. defeat in the semi-final of the FA Cup 2000-01?,Tottenham Hotspur F.C.
What is the name of the Croatian national  team captain before Luka Modrić,Darijo Srna
Who was the runner up national team in the 2018 FIFA World Cup?,Croatia national football team
What was the title of the second movie in the Indiana Jones series?,Indiana Jones and the Temple of Doom
When did the last episode of How I Met Your Mother air on?,"March 31, 2014"
Which album features Nate Dogg's Billboard Hot 100 no. 1 hit from 2003?,Get Rich or Die Tryin'
How many teams were there in the 2021-2022 season of the Scottish Cup?,113
Which football player was awarded FIFA world player of the year in 1999?,Rivaldo
What club did Darijo Srna play for the most in his overall career?,FC Shakhtar Donetsk
Who is the director of the first movie of the The Expendables series?,Sylvester Stallone
How many matches Thiago Silva played for played for national team in 2008?,3
Who is the director of the second movie of the The Expendables series?,Simon West
What is the name of the movie directed by Tim Burton in 1990?,Edward Scissorhands
In which year does Alisha Chinai won the award Best Music Video?,1996
"How many episodes in the season 1 of ""Emily in Paris"" series?",10
When was Men at Work inducted into the ARIA Hall of Fame?,1994
Who is the director of the third film in the Bourne series?,Paul Greengrass
How many games Kevin De Bruyne played for Belgium national football team?,88
Which album by Britney Spears was released first Baby One More Time?,Baby One More Time
What date did the pilot episode of Space: Above and Beyond aired?,24 September 1995
who is the sponsor of  Kit manufacturer of 2020  Al-Hilal SFC team?,S Team
"When own the award People's Choice Awards for the movie ""Black Widow""?","December 7, 2021"
What is the total number of goals Roy Keane secured for Ireland?,9
Which P. G. Wodehouse novel was first published in the year 1902?,The Pothunters
How many number of national matches did Cristiano Ronaldo played for Portugal?,Six
"What was the population of Lorain, Ohio when the book was set?","44,125"
How many users are there of the TV network Amazon Prime Video?,175 million
"How many tracks are on Jay-Z's 11th studio album, The blueprint 3?",15
What year was the first book of the series Old Kingdom published?,1995
What year end chart did Mr. Bojangles rank 44th on in 1971?,Billboard Hot 100
What is the name of the Tom Tom Club's first studio album?,Tom Tom Club
What football club was represented by Roy Keane in the year 1990?,Cobh Ramblers F.C.
What is the title of the 93rd episode of the Arrow series?,Legacy
Was Terence Stamp in Star Wars: Episode I – The Phantom Menace?,Yes
How many matches did Eden Hazard played for Belgium national football team?,116
On what date did the first episode of Saturday Night Live air?,"October 11, 1975"
What is the first date when the TV series Coupling got aired?,12 May 2000
What is the number of episodes of the TV series Money Heist?,41
What year did Inter Milan win their first FIFA Club World Cup?,2010
Which football club did Robert Lewandowski play for in the year 2020?,FC Bayern Munich
Who was the manager of the soccer Manchester United F.C. in 2017?,José Mourinho
How many goals did Eden Hazard scored for Belgium national football team?,33
What show did Leslie Jordan have a recurring role on in 2005?,Boston Legal
Which soccer player won the European Golden shoe in the year 2005-2006?,Luca Toni
"Who directs the episode ""Liber"" ""The Book"" in tv series Luna Nera?",Francesca Comencini
Who is the director of the season 1 of the series Hanna?,Sarah Adina Smith
Which is the First Hindi movie as Cinematographer of Mr. Laxman Utekar?,Khanna & Iyer
What was the rank of the song ''deja vu'' published by Pitchfork?,10
What is the name of the last movie in the Bourne series?,Jason Bourne
What is the first novel adaptation movie that Matt Damon acted in?,The Good Mother
How many movies are there in the Home Alone franchise till 2021?,6
Which is the First Hindi movie as director of Mr. Laxman Utekar?,Hindi Medium
Who was the director of the 1984 A Nightmare on Elm Street?,Wes Craven
What club did the soccer player Pelé represent in the year 1976?,New York Cosmos
What film is the third in the series of Mad Max films?,Mad Max Beyond Thunderdome
In 2020 which American country singer received the National Medal of Arts?,Toby Keith
How many titles has Bethlehem Steel won in the US Open Cup?,5
Who scored the most number of goals for the club Borussia Dortmund?,Alfred Preissler
What is the name of the first album of the Jeff Russo?,Lemon Parade
Who named Adele the Artist of the Year twice in the 2010s?,Billboard
Which club did David Beckham transferred from to LA Galaxy in 2007?,Real Madrid CF
What is the award received in 2003 by the American rapper Eminem?,Academy Award for Best Original Song
Which movie got Vivien Liegh the Oscar for best actress in 1952?,A Streetcar Named Desire
Who is the director of episode one of the tv series Ekaterina?,Aleksandr Baranov
Which book comes first in the Loyal League series by Alyssa Cole?,An Extraordinary Union
What is the ranking of Kid A on rolling stone in 2009?,1
How many matches did Bruno Fernandes played for Portugal national football team?,40
What was the first scripted TV show that Alan Ritchson performed on?,Smallville
In which country was the novel The Stand by Stephen King published?,United States of America
What is the name of the last movie directed by Alan Parker?,The Life of David Gale
Which movie of the the Terminator series has the highest worldwide collection?,Terminator 2: Judgment Day
In 2021-2022 season how many teams took part in the Scottish Cup?,113
How many tracks are on Inna's I Am the Club Rocker album?,13
What year did the book A Tale of Two Cities come out?,1859
Which 1960 psychological horror film was produced and directed by Alfred Hitchcock?,Psycho
When did the US women's soccer team first win the world cup?,1991
What is the title of the 1st episode of TV series See?,Godflame
Which national team was the runner up in FIFA World Cup 2018?,Croatia national football team
Who played Charline in the movie Willy Wonka and the Chocolate Factory?,Peter Ostrum
What was the title of the fourth book in the Twilight series?,Breaking Dawn
How many songs were on the album Pieces of You by Jewel?,14
How many goals has Jan Oblak scored for Slovenia national football team?,0
"What was the first TV show Tom Welling appeared on after ""Smallville?""",Lucifer
Which movie of the the Terminator series has the lowest worldwide collection?,The Terminator
Did the first Godfather film win the Academy Award for Best Director?,No
"Which record label released Shakira's second English album, Oral Fixation, Vol. 2?",Epic
Which football player's transfer was the most expensive in association football history?,Neymar
"What's the movie after ""West Side Story"" that Rachel Zegler appeared in?",Shazam! Fury of the Gods
What was the name of the first Beatles album that was recorded?,Please Please Me
what year was the book The Old Man and the Sea pubblished?,1990
Name of the winner of the thirteenth season of Master Chef Australia?,Justin Narayan
The new Hawaii Five-0 wrapped up after how many season's on CBS?,10
Manchester United F.C. last won the FIFA world cup in what year?,2008
What was the 16th and final book in the Left Behind series?,Kingdom Come
What club did Andoni Goikoetxea play for in the year 1980?,Athletic Bilbao
how many total pages of The Mirror and the Light book?,784
Who captains the French soccer team and the club Tottenham Hotspur?,Hugo Lloris
"Who directs the episode ""Glorious Purpose"" in the tv series Loki?",Kate Herron
What was the first movie David Callaham wrote the screenplay for?,Doom
What novel was awarded the Pulitzer Prize for Fiction in 2017?,The Underground Railroad
What is the title of the first Wheel of Time book?,The Eye of the World
What was the title of the first movie directed by him?,The Last House on the Left
Who was the top scorer for the 2020-2021 Premier league season?,Harry Kane
Who was the first person to serve as the team's captain?,Jay DeMerit
How many matches did Thibaut Courtois played for Belgium national team?,94
What was the 4th track on All the Stars and Boulevards?,Boston
Which club did David Beckham play for in the year 2000?,Manchester United F.C.
What was the last series title of Empire of the Moghul?,Traitors in the Shadows
What movie by Steven Soderbergh was released in the year 2001?,Ocean's Eleven
How many goals have Lionel Messi scored for Paris Saint-Germain F.C.?,1
Which is the debut studio album of the band Pearl Jam?,Ten (Pearl Jam album)
How many of the Ryanverse books were written by Tom Clancy?,17
How much is the budget of 2001: A Space Odyssey movie?,$10.5 million
How many Academy Awards was won by the film The Matrix?,Four
"How many people are living in Exeter, New Hampshire in 2020?",16049
Which team won the first edition of Copa America in 1916?,Uruguay national football team
What movie was directed by Shane black in the year 2005?,Kiss Kiss Bang Bang
Which artist created the most memorable song on the Juice soundtrack?,Naughty by Nature
Which is the second last novel of the book series Millennium?,The Girl Who Takes an Eye for an Eye
Who scored the most goals on the Portland Thorns in 2018?,Lindsey Horan
Which was the first award won by the movie The Matrix?,Academy Awards
Total number of goals scored by Franz Beckenbauer for Bayern Munich?,75
What TV series did the Duffer Brothers write for in 2015?,Wayward Pines
How many group points did Uruguay have after winning the Maracanazo?,5
For which club did Gareth Bale played in sports team 2006?,Southampton F.C.
What was the first film that he created the music for?,Rumble Fish
How many matches have Lionel Messi played for Paris Saint-Germain F.C.?,10
What is highest number of view for a episode in Friends?,31.3 Million
How many years after The Bourne Identity was its sequel released?,2
What was the publication year of the first Perry Mason book?,1933
Which team won the first MLS Cup in Major League Soccer?,D.C. United
"What was the rating for season 1 of the series""The Wire""?",79
What year did the 4th season of Crank Yankers originally air?,2007
What club did Gabriel Batistuta play for in the year 1999?,ACF Fiorentina
How many matches has João Félix played for Portugal in 2019?,5
What was the first MCU tv series that aired on Netflix?,Daredevil
Name the soccer club Kevin De Bruyne played for in 2018?,Manchester City F.C.
Which club did John Terry play for in the year 2018?,Aston Villa F.C.
Who was the FC Cincinnati soccer club captain from 2019to 2020?,Kendall Waston
Who won the first season of the US version of Survivor?,Richard Hatch
How many goals has João Félix scored for Portugal in 2020?,3
What is the award received by singer Laura Pausini in 2006?,Grammy Award for Best Latin Pop or Urban Album
Which club did Johan Cruyff play for in the year 1976?,FC Barcelona
What team did Brazil beat in the 2020 Olympic soccer finals?,Spain
In 2007 David Beckham transferred from which club to LA Galaxy?,Real Madrid CF
What club did Philipp Lahm play for in the year 2010?,FC Bayern Munich
Which clubs were promoted to the English Premier League in 2021?,Brentford F.C.;Norwich City F.C.;Watford F.C.
What was the award received in 2014 by the movie Leviathan?,Asia Pacific Screen Award for Best Feature Film
What is the first part name of the tv series medici?,"Medici: Masters of Florence, season 1"
"What is the first song on Blink 182's album, Cheshire Cat?",Carousel
Which is the second movie as director of Ashwiny Iyer Tiwari?,Nil Battey Sannata
How many seasons did the new Hawaii Five-0 run on TV?,10
What year was the last film directed by Alan Parker released?,2003
Which soccer club won the U.S. Open Cup title in 2019?,Atlanta United FC
Which song on Songs About Jane has the shortest run time?,Harder to Breathe
Who was the FIFA world player of the year in 1999?,Rivaldo
Number of goals by Michal Helik for Poland national football team?,0
Who was the winning goalkeeper in the 2001 FA Cup Final?,Sander Westerveld
What is the name of the final episode of The Expanse?,Babylon's Ashes
What show was Dalila Bella in before Anne with an E?,Ready Jet Go!
"In 2019, which author received the Hugo Award for Best Novel?",Mary Robinette Kowal
What was the second tv series that John Lithgrow worked on?,Great Performances
What work won the Hugo Award for Best Novelette in 2014?,The Lady Astronaut of Mars
How many matches did Xavi played for the club FC Barcelona?,505
Who was the kit manufacturer for Norwich City F.C. in 2021?,Joma
How many goals did Messi score in international play from 2005-2021?,80
Who won the Grammy Lifetime Achievement Award for the year 1963?,Bing Crosby
Which is the first movie as director of Ashwiny Iyer Tiwari?,What's For Breakfast?
Which sports team did Diego Maradona played in 1982 - 1984?,FC Barcelona
How many stories are collected in Stephen King's novel Skeleton Crew?,22
In what year was the band The Cranberries first album released?,1993
Which sports team did Nuno Gomes played in 2002 to 2011?,S.L. Benfica
Who is the captain of the club FC Barcelona in 2022?,Sergio Busquets
How many albums did the band The Cranberries release in total?,8
Who was the publisher of the The Sun Also Rises book?,Charles Scribner's Sons
What is the number of seasons of the TV series Mom?,8
Who is the captain of Brazilian football team in 2021?,Thiago Silva
Which is the Debut movie as director of Ashutosh Gowariker?,Pehla Nasha
Which is the first film as writer of Leena Gangopadhyay?,Bhalo Theko
Which is the last album of the singer Britney Spears?,Glory
Which is the debut movie as actress of Stephenie Meyer?,Twilight
What was the first show that Ross Hull was in?,Nowhere to Hide (1987 film)
What was the name of the first show he hosted?,Total Panic
What was the most sold album from the band Slipknot?,Slipknot
How many goals did Mesut Özil scored for Arsenal F.C.?,44
Which is the first movie in The Hobbit film series?,The Hobbit: An Unexpected Journey
What number of episodes did the TV series Coupling have?,4
In what film did Donald Sutherland make his acting debut?,The World Ten Times Over
Which is the first album of the singer Jagjit Singh?,Arth
Which team won the 2020 season of UEFA European Championship?,Italy
Who was the winner of best film editing that year?,Michael Kahn
Release year of the first book of Old Kingdom series?,1995
How many goals did Virgil van Dijk scored for Netherland?,5
Which is the second album of the singer Britney Spears?,Oops!... I Did It Again
When did George Lucas receive his first Academy Award nomination?,1973
Which is the second movie in The Hobbit film series?,The Hobbit: The Desolation of Smaug
What role did Hugh Laurie play in Jeeves and Wooster?,Bertie Wooster
Who directed the first episode of the television series Shooter?,Simon Cellan Jones
What year did Mork & Mindy go on the air?,1978
Which is the first short movie directed by Hardik Mehta?,Chal Meri Luna
In 2021 which league did the Nagoya Grampus compete in?,J1 League
In what year did soccer become part of the olympics?,1900
Release year of first book of Earth's Children book series?,1980
What is the name of the first James Bond Film?,Dr. No
How many goals did Franz Beckenbauer score for Bayern Munich?,75
Which is the first movie as writer of Kunal Deshmukh?,Jannat
What is the Daily mean temperature of Kabul in jan?,−2.3
In which movie did Kathleen Turner make her acting debut?,Body Heat
Which is the debut novel of the novel series Millennium?,The Girl with the Dragon Tattoo
Which is the first book of the writer khushwant singh?,The Mark of Vishnu and Other Stories
What was the name of Stephen King's first published book?,Carrie
How many books were given the Newbery Honor in 2019?,2
Which is the second album of the singer Lucky Ali?,Sifar
Which film did Stephen King first credited as a screenwriter?,Creepshow
how many pages of The Sound and the Fury book?,326
How many matches did Thibaut Courtois appeared for Chelsea F.C.?,126
What club did Luca Toni represent in the year 2015?,Hellas Verona F.C.
What is the title of the last James Bond movie?,No Time to Die
Who won the European Golden Boot for the year 2005-2006?,Luca Toni
In how many matches has Dele Alli played for England?,4
How many total matches did Pele played for Santos FC?,660
What was Dove Cameron's first single as a featured artist?,Taste of You
which date releasing the Netherlands country Save Your Tears song?,"August 9, 2020"
Who was the first editor for the newspaper The Times?,John Walter
How many teams participated in the inaugural UEFA European Championship?,4
which date released Someone You Loved song in united states?,16 April 2019
What record come out in 2005 from the band Augustana?,All the Stars and Boulevards
Which is the Debut movie as producer of Ashutosh Gowariker?,Swades
Which movie is the second in the Bridget Jones' series?,Bridget Jones: The Edge of Reason
Which is the first novel of the book series Millennium?,The Girl with the Dragon Tattoo
How many International matches did Lionel Messi played for Argentina?,Twenty
In which club did played in 2010 by harry kane?,Tottenham Hotspur F.C.
What award did The Rachael Ray Show win in 2008?,Daytime Emmy Award for Outstanding Talk Show Entertainment
How many episodes are in season 1 of The Flash?,23
What was Dr. Seuss's last published book before he died?,"Oh, the Places You'll Go!"
Which is the first movie directed by Amit V. Masurkar?,Sulemani Keeda
who is the Sleeve Sponsor of Borussia Dortmund in 2022?,Opel
What is the budget of 2001: A Space Odyssey movie?,$10.5 million
which club did Gareth Bale played in sports team 2008?,Tottenham Hotspur F.C.
How many matches has Roque Júnior played for A.C. Milan?,44
In what film did Elizabeth Inglis make her acting debut?,Borrowed Clothes
Which is the first movie as director of Kunal Deshmukh?,Jannat
"12 Years as a Slave, when did it come out?",8 November 2013
Who comes before the Germany national team in FIFA rankings?,United States National Football Team
When Friends first aired who was the president of NBC?,Pat Weaver
Which soccer club did Fabio Cannavaro play for in 2007?,Parma Calcio 1913
To what football club did Oliver Kahn belong in 2001?,FC Bayern Munich
Who won the Oscars for the best actress in 1952?,Vivien Leigh
Which is the Debut movie as Cinematographer of Ericson Core?,Exit in Red
Which is the debut movie of the actress Richa Chadha?,Oye Lucky! Lucky Oye!
Which club did Cafu play for in the year 2005?,A.C. Milan
which date releasing the song See You Again world wide?,"April 3, 2015"
How many books are in The Chronicles of Narnia series?,7
