question,answer
"If New Zealand were an Australian state, where would it rank on the national list of most populous states?",[4.0]
"Which year did the British House of Commons have a higher number of Labour members, 2000 or current?",['2000']
"Over the past decade, what Nobel prize category has had the highest percentage of winners born outside the US or Europe?",['Physics']
how many current NBA head coaches are former NBA players?,[11]
How many Super Bowl winning teams were actually coached by a person who formerly played for the same team?,[5]
What stadium has hosted the most MLB All-Star games?,['Yankee Stadium']
How many Presidents of Cyprus's House of Representatives have been politically conservative?,[3]
who is the leader of the party with the most seats in Latvia's parliament?,['Evika Siliņa']
What is the most recent novel by Elena Ferrante?,['I margini e il dettato']
"Which religious faction holds the most seats in the Lebanese parliament, based on the religious affiliation of each political party?",['Maronite']
What is the percentage of seats held by conservative and right-wing politicians in the Japanese parliament?,[58.625525946704066]
"Assuming no change in current birthrate or net immigration, what will the United States' population be in 2030?",[350143385.4504]
Name the left-wing party in Belgium that is polling the highest for the next election.,['PS']
How many remakes of their own movies has Disney produced over the past nine years?,[13]
What percentage of votes in Norway's last elections were to the far-left?,[12.305504962890696]
How many science fiction novels have won the Man Booker Prize since 1985?,[1]
By how many people in total has Jakarta's population grown since 1990?,[2505195.0]
Which country bordering the Mediterranean has the lowest life expectancy?,['Libya']
Which UK political party had issued the most budgets in the past two decades?,['Conservative Party']
who was the youngest person to be elected as leader of the Norwegian Labour Party?,['Oscar Torp']
What's the percentage of foreign-born actors out of the notable Lee Strasberg alumni?,[38.888888888888886]
Which Winter Olympics year earned Sweden the highest number of Gold medals?,['2022']
Which Grammy Award-winning rock band for best album had the most members at the time they received the award?,['George Harrison & Friends']
Which country out of Great Britain and Germany had more Nobel prize winners in Literature ?,['Germany']
"Before he became prime minister, what was the Canadian PM's occupation?",['Teacher']
Which US state has historically elected the most representatives in Congress of Asian descent?,['California']
"Of the martial-arts sports that are Olympic events, how many are of Japanese origin?",[1]
What is the percentage of LA Sparks players that were from outside of California?,[64.28571428571429]
What was the percentage change in Turkmenistan's population between its declaration of independence from the Soviet Union and today?,[87.11137327677625]
how many NFL MVPs (by AP) have been won by running backs since Barry Sanders retired?,[4]
"Of the past ten years, how long has the US budget deficit been greater than $1 trillion?",[5]
how many head coaches in the NFC are former NFL players?,[5]
How many native Spanish speakers have won the Nobel Prize for Literature?,[11]
how many QBs who were drafted #1 overall have won a Super Bowl?,[8]
How many Bolivian presidents since the 80s had previously served in the military?,[6]
Which heads of state of Sierra Leone were born in a different country?,['Queen Elizabeth II']
What US state is home to the most Super Bowl championship teams?,['California']
Which best picture oscar winner did the worst at the box office since The Last Emperor?,['CODA']
How many playwrights are currently living in the United States who have won a Pulitzer?,[15]
What is the percentage of non-Israeli Sephardi Jews out of the total Jewish worldwide population?,[4.292993630573249]
What was the joint percentage of all far-left candidates in Uruguay's latest presidential election?,[0.8999999999999999]
"since the Booker Prize was opened up to include any work in English published in the UK, what percentage of winners have been American?",[30.0]
How many countries in the Americas have had heads of state who had never previously held a position in government?,[27]
"Of all people awarded the Nobel prize in medicine, who was the youngest when awarded the prize?",['Sir Frederick Banting']
Who was the tallest NBA player to win league MVP in the past 20 years?,['Dirk Nowitzki']
How many more or less points were scored in the most recent NBA all star game as compared to the WNBA all star game?,[89.0]
in what percentage of James Bond films has Bond not visited the US?,[65.38461538461539]
"Which main cast member from ""Friends"" has appeared in the most films?",['Jennifer Aniston']
What is the average age of winners of the Nobel prize in Literature when they received the award?,[64.06896551724138]
Which left wing party currently holds the most seats in Sierra Leone's parliament?,"[""Sierra Leone People's Party""]"
What percentage of Turkmenistan's foreign trade import is from countries that do not border it?,[79.07999999999998]
What age was the youngest person ever appointed Austrian chancellor when he assumed office?,[31.0]
what percentage of NBA Rookie of the Year winners since the 90s played at least 3 seasons of college basketball?,[20.0]
Is the human development index of Senegal higher than the average of its neighbors?,['no']
"What was the percentage of golden globe award winning actors born either in the States, Ireland, the UK, Canada or Australia over the past 12 years?",[93.47826086956522]
Which European country has had the highest average turnout for its parliamentary elections within the past twenty years?,['Malta']
how many Grammy Awards for best new artist have gone to teenagers?,[18]
"Among the EU countries, which nation has the widest margin between a woman's life expectancy and a man's?",['Austria']
What percentage of the DR Congo's population live in large cities (cities that have population greater than 1 million)?,[25.57600966809133]
How many Super Bowls were between the Giants and Patriots?,[2]
what percentage of seats did the party of the current prime minister gain in the Chamber of Deputies in the 2022 Italian general election?,[25.25]
What was the increase in the population of Paris (in percentage) since 1999?,[-1.0632180933407238]
How many NBA rookie of the year winners have also won a Finals MVP?,[10]
Which decade since 1900 has seen the greatest percentage change in Bulgaria's population?,['1920s']
Which city in Malta has the second highest population?,['Città Hompesch']
"Has AC/DC, Black Sabbath, or Van Halen had more lead singers over the years?",['Black Sabbath']
What is the average age of Nobel laureates in economics when winning the award?,[68.65625]
How many of the currently active NBA players had played in at least eight different teams in the league?,[20]
What percentage of American senators were not born in the state that they represented in the Senate?,[47.0]
Which Taylor Swift album has reached the number one spot in the most countries?,['Midnights']
How much of a gender bias is there in the US senate?,[26.0]
"List the total number of prominent writers, journalists and artists who went to Stanford.",[109]
"Ever since 2010, how many times did Oscar winning films for Best Adapted Screenplay actually do better in the box office than that year's winner for Best Original Screenplay?",[5]
In how many Oscar Award-winning films did Daniel Day Lewis star while not winning an Oscar himself?,[5]
What artist or group has performed the most times at Coachella?,['Gabe Real']
How many parties in the recent federal elections had less than a 2.5 point difference between their popular vote share and share of seats in the Bundestag?,[46]
How many of the past six New York governors graduated from a college or university in New York state?,[4]
How many pixar movies have featured a leading female main character?,[5]
What is the percentage of the population of France out of the total population of the EU?,[15.174940101858954]
"Historically, since the 1960s has Italy's parliament had more Left-wing or Right-wing lead governments?",['Left-wing']
"Which NHL team, has the highest percentage of players born outside of Canada or the United States?",['Calgary Flames']
Which NFL team had the most general managers over the past decade?,['Las Vegas Raiders']
How many dramatic series has Shemar Moore starred in?,[5]
Which African country has the lowest percentage of its population identifying as either Christians or Muslims?,['Togo']
What is the percentage of people in the Balkans that do not speak a Slavic language?,[40.93657627723825]
What is the average number of Olympic medals won by Australia per Olympic games?,[11.407407407407407]
Which European capital has experienced the sharpest decline in population over the past twenty two years?,['Prague']
What percentage of Nobel literature prize winners won primarily for their poetry?,[33.61344537815126]
What current NBA coach has the most wins?,['Gregg Popovich']
Which OECD nation currently has the lowest life expectancy at birth?,['Mexico']
How many Pulitzer Prize-winning novelists have also been awarded the Nobel Prize in Literature?,[6]
Which NBA team has drafted the most foreign-born players over the past three drafts since 2020?,['Indiana Pacers']
Does Britain use more solar power or wind energy?,['wind energy']
Which US state has had the most Native Americans representatives in Congress?,['Oklahoma']
How many of the ten most successful video game consoles of all time (based on units sold) belong to Sony?,[4]
How many Brazillian vice-presidents ultimately became presidents themselves over the years?,[12]
How many films has Pixar released since 2015?,[13]
Which senator has won the largest majority for a Minnesota seat since 2002?,['Amy Klobuchar']
What is the share of African-American journalists among CNN's news anchors?,[12.5]
"Among current NBA head coaches, how many have been coaching for over two decades?",[3]
who was the most recent American born player to win the NBA MVP?,['James Harden']
How many of Cyprus's last three presidential elections ended with the winner being the candidate who was leading in the polls the day prior to the election?,[3]
How many emperors has Japan had since the 19th century ?,[8]
What percentage of queens consort of England have been foreign-born over the past 300 years?,[62.5]
Over the past fifteen years how many artists who won a Grammy Award for Album of the Year also won Song of the Year in the same year?,[4]
"Which former pro-wrestler has appeared in more comedy films: John Cena or Dwayne ""The Rock"" Johnson?",['John Cena']
What is the percentage of South American countries with an above average life expectancy compared to the rest of continent?,[43.75]
Which NBA team has the third most NBA championship titles ?,['Golden State Warriors']
How many Academy award winners for best actress were less than 25 years old ?,[6]
What percentage of top thirty all time MLB saves leaders were born outside the US?,[23.333333333333332]
How many Pulitzer Prize-winning plays have been adapted into movies since 1960?,[27]
which US president in the 21st century allocated the largest percentage of the federal budget to education?,['Barack Obama']
what percentage of Grammy Awards for Best Rap Album were won by women?,[5.882352941176471]
How much longer or shorter has the CEO of Apple been in their position compared to the CEO of Amazon?,[9.871232876712329]
how many presidential elections has Bulgaria had in the last 10 years?,[2]
What percentage of EGOT winners belong to an ethnic minority?,[66.66666666666667]
How many comedy films did Tom Cruise appear in?,[10]
Which state following NY houses the most US banks with over 170 billion dollars in assets?,['North Carolina']
Which of the world's largest tech companies have fewer than 5000 employees?,['None']
which team has Lebron played the most playoff games for?,['Cleveland Cavaliers']
How many women have been nominated for the academy award for best supporting actress more than twice?,[30]
How many directors have worked on more than one Pixar movie?,[8]
"Which country has the most LGBTQ cabinet members out of the UK, US, Canada, Australia and New Zealand?",['UK']
What is the average age difference between Manchester United and Manchester City players?,[-1.537878787878789]
"Of the incumbent British ministers, what is the percentage of those who went to either Oxford or Cambridge?",[56.666666666666664]
How many Spanish teams won the Euroleague?,[3]
what percentage of Slavic language speakers live in Russia?,[44.00947238095238]
how many buildings in China are taller than the tallest building in America?,[2]
How many of the last ten US Presidents were born in a New England state?,[2]
What is the average age of the Mexican Supreme Court members?,[64.2]
"Since 2010, what share of Grammy Album of the Year winners were born to a parent who is also a musician?",[30.76923076923077]
Which US president has had the largest deficit in the past decade?,['Donald Trump']
What percentage of the Japanese population lives in the two largest cities in Japan?,[14.213916361511696]
in how many states in Australia does the Australian Labor Party have a majority?,[5]
What has been the average height of Wimbledon female winners in the past decade?,[1.7575]
Who was the youngest person to be elected as the Lithuanian president ?,['Aleksandras Stulginskis']
What has been the average age of all Super Bowl halftime show performers since 2010?,[36.916666666666664]
What was the most common academic field of the past ten Irish prime ministers when obtaining their first university degree?,['political history']
what percentage of Nobel prizes in economics have been awarded to South Americans?,['0%']
"During the last twenty years, what percentage of the time has the President of the United States not belonged to the same party as the majority in the House of Representatives?",[45.0]
Which city in Cuba has the seventh largest population?,['Las Tunas']
What artists over forty had hits in the Billboard top 10 last year?,['Elton John']
How many Scotland born prime ministers did the United Kingdom have ?,[7]
How many head coaches did the Buffalo Bills have since 1990?,[10]
"Which South American country has the largest population of Polish descent, by percentage of its total population?",['Brazil']
Which Latin American country had the highest body mass index (BMI)?,['Mexico']
how many shows have won back to back Primetime Emmy Awards for Outstanding Comedy Series since the 90s?,[6]
"What percentage of actors who have played Doctor Who, were over 40 years old when beginning the role?",[42.857142857142854]
How many players on the roster of PSG FC were actually born in France?,[9]
How many of the world's 20 highest-capacity nuclear power plants are located in France?,[3]
"List the total percentage of women among the 20 most popular Wikipedia pages of musicians, actors, politicians and athletes.",[31.25]
How many political parties are there in Nigeria's parliament?,[8]
What percentage of National Book Award Fiction winners since the 1970s have been African Americans?,[11.627906976744185]
How many current NFL coaches were born outside the United States?,[1]
Which US state has had the lowest average turnout in presidential elections in the 21st century?,['Texas']
Which French president since the establishment of the Fifth Republic has had the largest margin of victory in an election?,['Charles de Gaulle']
What percentage of US states have never elected a woman to the US Senate?,[34.0]
How many countries have hosted the Olympics more than three times?,[4]
How many songwriters have received the Presidential Medal of Freedom in the United States?,[20]
what is the fewest PPG any number 1 overall NBA draft pick has averaged in his rookie season over the past decade?,['Markelle Fultz']
How many Oscar winning actors and actresses were married to other Oscar winners?,[34]
"Is the combined total natural gas consumption of Germany, united kingdom and Italy in cubic meters per year higher than the natural gas consumption of China ?",['No']
What percentage of Swedish queen consorts came from Slavic-language speaking countries?,[7.462686567164179]
What's the percentage of Canadian prime ministers that had never served as cabinet ministers before entering office?,[39.130434782608695]
How many of the world's twenty largest yachts are owned by Arab royals?,[10]
how many different women have won a Hugo award?,[18]
What country has the largest total net capacity of all of its nuclear power stations combined?,['United States']
What country has produced the most female women's grand slam tennis singles champions since 1990?,['U.S.']
"Which group in the US is more supportive of gay marriage: Postgrads, Rhode Islanders or people aged eighteen to twenty-nine?",['Rhode Islanders']
How many American actors who had won an Oscar over the past ten years are married to people born outside of the US?,[1]
Who was the second oldest player to lead the NBA in scoring?,['Stephen Curry']
For how many years have Presidents of Italy ever been affiliated with a left leaning party?,[28.963]
Which right-wing party won the most votes in Uruguay's most recent election?,['National Party']
Which premier league team has the most South American born players?,['Aston Villa']
Which city in Latin American city with over a million residents has the highest population density?,['Bogotá']
Were more of the last twenty US Presidents born in New England states or Midwestern states?,['Midwestern states']
How many Asian American actors (and actresses) have won an Oscar in either a supporting or a leading role?,[7]
How many women outside of Europe have won the Nobel prize for literature?,[7]
How many of the last fifteen Presidents of Mexico were born outside of Mexico City?,[9]
In how many of the fifteen most expensive transfers of soccer players did the player help his new team win a league title the same year?,[11]
What's the maximum number of Olympic gold medals won by an NBA player?,[4.0]
"Out of the most profitable British businesses, which sector has had greater annual profits, Banking or Insurance?",['Banking']
What has been the average number of women Nobel prize winners in each year over the past decade?,[1.6]
what is the average age of the winners of the Academy Award for best actress since 1998?,[41.25]
"What is the average height (in meters) of Australian opens singles titles, for men and women respectively, in the past 7 years?","[[1.865, 1.7725]]"
"What's the average number of years for UK three-starred Michelin restaurants to have been in operation before being rated, compared to US Michelin restaurants?","[[11.0], [14.4]]"
What are the population growth and total fertility rates of Burkina Faso?,"[['2.46'], ['4.27 children born/woman']]"
what is the largest minority ethnic group in South Korean society and how many people are in it?,"[['Chinese', '849,804']]"
"Has Poland lost any kings to war in the past 600 years and if so, how old were they when they died?","[[True, '20']]"
What is the largest right-wing party in Jamaica and what is its percentage of parliament seats?,"[['Jamaican Labour Party', 73.80952380952381]]"
"Which parties are projected to gain more seats in the next election in the Netherlands, based on recent polls?","['Socialist Party', 'Reformed Political Party']"
"What was the percentage of change in CDU Bundestag seats in the most recent federal election, compared to SPD party?","[[-24.0, 34.64052287581699]]"
Which cast members of Seinfeld won an Emmy award for shows other than Seinfeld?,"['Julia Louis-Dreyfus', 'Jason Alexander']"
What are the political parties in Trinidad on Tobago's parliament?,"['PNM', 'UNC']"
What are the two largest parties in Slovenia's legislature?,"['Freedom Movement', 'Slovenian Democratic Party']"
"Which political party in France is in control right now, and when was that party established?","[['Renaissance', '6 April 2016']]"
Which EGOT winners also have a degree from an Ivy League university?,"['Robert Lopez', 'John Legend']"
Which political parties in Zambia have once led its government but no longer hold any seats in its national assembly?,"['United National Independence Party (UNIP)', 'Movement for Multi-Party Democracy (MMD)']"
Which NFL teams have won more than nine regular season games in every year since 2018?,"['Buffalo Bills', 'Kansas City Chiefs']"
How did the representation of the extreme left in the French assembly change over the past fifty years?,"[[14.89795918367347], [12.305025996533795]]"
Which other tech companies have their headquarters in the same city as Microsoft?,"['Nintendo of America', 'Mindtree']"
"Using the most recent available enrollment figures, how does the average number of students at any of the Ivy League Universities compare to that of any of the other institutions that combine with them to make up the IvyPlus system?","[[18253.0, 23302.0]]"
"Which fillm director has worked with Florence Pugh the most, and on how many films?","[['Zach Braff', 2]]"
Which player was oldest when leading the NFL in tackles?,"['Chris Spielman', 'Paul Posluszny']"
Which director has Meryl Streep worked with most frequently?,"['Mike Nichols', 'Greg MacGillivray']"
What is the major political party in Ireland?,"['Fianna Fáil', 'Sinn Féin']"
How has the percentage of women Nobel prize winners changed over the past 30 years?,"[[9.090909090909092], [36.36363636363637]]"
Have any actors appeared on both House of the Dragon and The Last Kingdom?,"['Ewan Mitchell', 'Phia Saban']"
What teams have won a Super Bowl when it was hosted in their own stadium?,"['Tampa Bay Buccaneers', 'Los Angeles Rams']"
Which nobel prize has the fewest number of Asian-born recipients?,"['Physiology or Medicine', 'Literature']"
"Did any NFL teams change their mascot since 2016? If so, why was it changed?","[[True, ""Part of the team's rebrand in 2022""]]"
Which WNBA point guards have lead the league in scoring while averaging at least 22 points and 4 assists in a single season?,"['Cynthia Cooper', 'Diana Taurasi']"
What's the average median age of countries in the south of Europe compared to countries in its north?,"[[42.03157894736842], [41.35]]"
Compare the percentage of singers among the most popular Twitter accounts to that of the most popular accounts on Instagram.,"[[34.0], [40.0]]"
"Of the past 20 Super Bowl wins, which had a final point spread greater than 14?","['XLVIII', 'LV']"
"Which team has won more Super Bowls, New York Jets or Seattle Seahawks?","['New York Jets', 'Seattle Seahawks']"
What has been the average number of children per Spanish monarch during the 1800s compared to the 2000s?,"[[5.285714285714286], [2.5]]"
Name the NFL team that has won the same number of super bowl titles as the green bay packers ?,"['Kansas City Chiefs', 'New York Giants']"
"How many operational nuclear power plants do the USA, Russia, China, and France have together compared to the rest of the world combined?","[[134, 40.0]]"
What is the worst selling album to win a Grammy for Album of the Year since 2010?,"['Morning Phase', 'Golden Hour']"
What's the average age of first marriages for women in Scandinavia compared to those in the Balkans?,"[[33.56666666666667], [28.275]]"
What are the highest and lowest income tax type brackets (percentage of tax required as payment) in United Kingdom?,"[['£150,001 and over', '£0–£12,570']]"
How does the average Billboard 200 ranking of Taylor Swift albums compares to that of Rihanna?,"[[1.2857142857142858], [26.90909090909091]]"
Which political party that didn't exist 50 years ago received the most votes in the most recent parliamentary election in the United Kingdom?,"['Liberal Democrats', 'Liberal']"
Which NBA teams in the western conference last year had a regular season record over .6?,"['Denver Nuggets', 'Memphis Grizzlies']"
what were the last two sci-fi movies to be nominated for a best picture Oscar?,"['Everything Everywhere All at Once', 'Avatar: The Way of Water']"
How many female authors have won a Hugo for best novel compared to the number who have won a Nebula Award for best novel?,"[[17], [19]]"
"Which, if any, Oscar-winning director has also won an award for Best Screenplay for a movie that he or she did not direct?","['Oliver Stone', 'Francis Ford Coppola']"
Which Canadian provinces are most likely to vote for conservative candidates based on the past three elections?,"['Alberta', 'Saskatchewan']"
Which art schools in Budapest also have a graphic design program?,"['Hungarian University of Fine Arts', 'Moholy-Nagy University of Art and Design']"
"Which Academy award winning directors are women, born outside the US?","['Chloe Zhao', 'Jane Campion']"
What is the percentage of 3-star Michelin restaurants belonging to the French cuisine in the UK compared to the USA?,"[[75.0], [23.076923076923077]]"
"Which two political parties, during the past three elections, have garnered the least of New Zealander's votes (cumulative totals)?","['Attica Project', 'Communist League']"
Which of the Premier-League teams located in London has the highest proportion of British-born players?,"['Charlton Athletic', 'Wimbledon']"
How does the average Billboard 200 ranking of Taylor Swift albums compare to that of Rihanna?,"[[3.0], [26.90909090909091]]"
