source_row_id,question,gold_answer,KG answer,file_path,taxonomy_label,LLM explanation,difference_severity
107,The science fiction tv series Space: Above and Beyond originally aired on which tv network,Fox,Fox Broadcasting Company,ComplexQA/CompMix_infobox_complex/00048.json,Same,"Both answers refer to the same TV network. 'Fox' is the standard common name for the network, while 'Fox Broadcasting Company' is its full legal name. The difference is purely in formality and does not alter the factual meaning. The question asks for the network, and both correctly identify it without conflict or missing information.",none
118,Which tv network originally aired the science fiction tv series Space: Above and Beyond,Fox,Fox Broadcasting Company|Fox Broadcasting Company (lang:en),ComplexQA/CompMix_infobox_complex/00073.json,Same,"The answers are semantically equivalent: 'Fox' is the standard shorthand for the network, and 'Fox Broadcasting Company' is the full legal name. Both refer to the same TV network without factual conflict or meaningful difference in precision for this context.",none
129,what is the genre of  The Last Thing he told me,"Mystery, Thriller","thriller (lang:en)
mystery fiction (lang:en)",ComplexQA/CompMix_infobox_complex/00235.json,Same,"Both answers list the same two genres: Mystery (as 'mystery fiction' in KG) and Thriller (as 'thriller' in KG). Differences are limited to case sensitivity and minor phrasing ('mystery fiction' vs 'Mystery'), which are ignored per formatting rules. No factual conflict or missing information exists.",none
136,who sings the song let me love you,DJ Snake featuring Justin Bieber,"DJ Snake|DJ Snake (lang:en)
Justin Bieber|Justin Bieber (lang:en)",SimpleQA/NQ_table_test_simple/00474.json,Same,"The answers are semantically equivalent. Both correctly identify DJ Snake and Justin Bieber as the artists for the song. The Gold answer uses 'featuring' to describe the relationship, but the question only asks 'who sings', making the KG answer's simple list of names sufficient. The difference is minor, limited to extra wording not required by the question.",minor
144,What is the name of the first book of the series The Dark Tower,The Gunslinger,The Dark Tower: The Gunslinger (lang:en),ComplexQA/CompMix_infobox_complex/00111.json,Same,"The answers refer to the same book. The KG answer includes the series name and language tag, which are common in book title formatting but do not alter the core fact. The difference is purely in presentation (adding context), not in the book's name itself.",none
146,in 1945 which party came into power in england,Labour,Labour Party|Labour Party (lang:en),SimpleQA/NQ_table_test_simple/00765.json,Same,"Both answers correctly identify the Labour Party as the party that came to power in England in 1945. The Gold answer uses the standard short form 'Labour', while the KG answer provides the full name 'Labour Party' (ignoring the irrelevant language note). This is a standard normalization difference with no factual or semantic variation.",none
149,How many goals did Eden Hazard scored for Belgium national football team,33,33.0,ComplexQA/CompMix_table_complex/00219.json,Same,Both answers state 33 goals. The KG answer uses a float format (33.0) but represents the same numerical value as the integer 33. The difference is purely in formatting (numeric type) and does not affect semantic meaning or factual content.,none
153,what is the order of the netflix marvel shows,Marvel's Daredevil | Marvel's Jessica Jones | Marvel's Luke Cage | Marvel's Iron Fist | Marvel's The Defenders | Marvel's The Punisher,"Daredevil|Daredevil (lang:en)|2015-04-10T00:00:00Z
Jessica Jones|Jessica Jones (lang:en)|2015-11-20T00:00:00Z
Luke Cage|Luke Cage (lang:en)|2016-09-30T00:00:00Z
Iron Fist|Iron Fist (lang:en)|2017-03-17T00:00:00Z
The Defenders|The Defenders (lang:en)|2017-08-18T00:00:00Z
The Punisher|The Punisher (lang:en)|2017-11-17T00:00:00Z",SimpleQA/NQ_table_test_simple/00809.json,Same,"The answers list the same shows in identical chronological order. The KG answer includes release dates (not required by the question) but maintains the same sequence. Omission of 'Marvel's' prefix in KG is minor normalization, not semantic change. No factual conflict or completeness difference for the question's intent.",none
157,What is the country of orign of the Godzilla vs. Kong movie,United States of America,United States (lang:en),ComplexQA/CompMix_infobox_complex/00265.json,Same,The answers are semantically equivalent: 'United States of America' and 'United States' both correctly identify the country of origin. The KG answer's 'lang:en' is metadata and does not alter the country fact. No factual discrepancy exists.,none
158,Which country of orgin for the tv series wizards of waverly place,United States of America,United States (lang:en),ComplexQA/CompMix_infobox_complex/00267.json,Same,"The answers are semantically equivalent. 'United States of America' and 'United States' both correctly identify the country of origin for the TV series. The language tag (lang:en) in the KG answer is an annotation, not part of the country name, and does not alter the factual content. No meaningful difference exists.",none
159,What is the country of the orign of the Big star band,United States of America,United States (lang:en),ComplexQA/CompMix_infobox_complex/00272.json,Same,"The answers are semantically equivalent. 'United States of America' and 'United States' both correctly identify the country of origin for the band. The KG answer uses the standard short form, which is widely accepted and does not alter the factual meaning. No conflict or missing information exists.",none
160,In which country was the novel The Stand by Stephen King published,United States of America,United States (lang:en),ComplexQA/CompMix_table_complex/00246.json,Same,"Both answers correctly identify the country of publication as the United States. The Gold answer uses the full name 'United States of America', while the KG answer uses the standard short form 'United States' with an irrelevant language tag (lang:en). The difference is purely in wording and formatting, not in factual content or meaning.",none
163,how many episodes in my name is earl season 4,27,27.0,SimpleQA/NQ_table_test_simple/00631.json,Same,"Both answers represent the integer 27 for the episode count. The KG answer uses a float format (27.0) which is semantically identical to the integer 27 in this context. No factual, precision, or completeness difference exists.",none
169,What club did Andoni Goikoetxea play for in the year 1980,Athletic Bilbao,Athletic Club|Athletic Club (lang:en),ComplexQA/CompMix_table_complex/00271.json,Same,"The answers refer to the same club. 'Athletic Bilbao' is a common English-language reference to the club officially named 'Athletic Club' in English. The difference is solely in naming convention, not the club identity.",none
176,Sort the Formula One seasons where Michael Schumacher was the Drivers' Champion by the number of races from lowest to highest. What is the number of races in the last season in this sorted list,18,18.0,ComplexQA/Sportsreason_TANQ_complex/00073.json,Same,"The answers are semantically equivalent. Gold '18' and KG '18.0' represent the same numerical value (18 races). The difference is solely in formatting (integer vs. float), which is ignored per guidelines. No factual conflict or precision difference exists.",none
181,how many episodes in adventure time season 1,26,26.0,SimpleQA/NQ_table_test_simple/00293.json,Same,"The answers are semantically equivalent. Both '26' and '26.0' represent the same integer count of episodes. The difference is solely in numeric formatting (integer vs. float representation), which does not alter the factual content or precision for a fixed episode count.",none
185,who won the battle of britain in ww2,British,United Kingdom (lang:en),SimpleQA/NQ_table_test_simple/00914.json,Same,"The Gold answer 'British' and KG answer 'United Kingdom' are semantically equivalent, both correctly identifying the United Kingdom as the winner of the Battle of Britain. The difference is solely in wording (adjective vs. country name), not factual content or meaning. This matches the 'Same' taxonomy as seen in examples like 'Netherlands' vs. 'Kingdom of the Netherlands'.",none
193,the atomic number of indium which belongs to 5th period is,49,49.0,SimpleQA/NQ_table_test_simple/00754.json,Same,"Both answers represent the atomic number 49. The KG answer uses a float format (49.0) while the Gold answer uses an integer, but this is a purely formatting difference with no semantic or factual distinction. The value is identical and fully correct for the question.",none
194,Which type of The Scarlet Letter genre?,"Romantic, Historical","historical fiction (lang:en)
romantic fiction (lang:en)",SimpleQA/CompMix_table_simple_qa/00006.json,Same,"Gold answer uses shorthand 'Romantic, Historical' while KG uses full terms 'historical fiction, romantic fiction'. Both refer to identical genres without conflict or missing information. Language tags and minor wording differences are ignored per evaluation rules.",none
204,who is the owner of the crowne plaza,InterContinental Hotels Group,IHG Hotels & Resorts (lang:en),SimpleQA/NQ_table_test_simple/00906.json,Same,"The answers refer to the same entity: InterContinental Hotels Group (IHG). 'IHG Hotels & Resorts' is the common brand name for the company, synonymous with the full name in the Gold answer. The language tag (lang:en) is irrelevant formatting.",none
209,Which country was the winner of the FIFA World Cup in 2010,Spain,Spain men's national football team,ComplexQA/CompMix_infobox_complex/00243.json,Same,"Both answers indicate Spain as the winner. The KG answer adds 'men's national football team' as the representative entity, but the core country fact remains identical. The difference is minor and does not affect semantic meaning or factual accuracy.",minor
214,Sort the years Michael Schumacher won the Drivers' Championship by the number of races from lowest to highest. What is the number of races in the third season in this sorted list,17,17.0,ComplexQA/Sportsreason_TANQ_complex/00113.json,Same,"The answers are semantically equivalent. '17' and '17.0' represent the same numerical value for the number of races. The difference is purely in formatting (integer vs. float representation) and does not affect factual content, precision, or completeness for this integer count.",none
215,"When sorting the Formula One seasons where Michael Schumacher was the Drivers' Champion by the number of races from lowest to highest, what is the number of races in the third season",17,17.0,ComplexQA/Sportsreason_TANQ_complex/00106.json,Same,"The Gold answer '17' and KG answer '17.0' represent identical numerical values (17). The difference is solely in formatting (integer vs. float representation), which is ignored per guidelines. No factual conflict or precision difference exists.",none
217,"Which empire did Miguel de Cervantes, the author of Don Quixote, lived in at the time of the book's publication",Habsburg Spain,Spanish Empire (lang:en),ComplexQA/CompMix_infobox_complex/00001.json,Same,"The answers are semantically equivalent. 'Habsburg Spain' is a historical shorthand for the Spanish Empire under the Habsburg dynasty, which was the empire governing Spain during Don Quixote's publication (1605-1615). The KG answer 'Spanish Empire' refers to the same entity, with the language tag being a neutral formatting difference. No factual conflict or meaningful precision difference exists.",none
238,the golden age of india took place during the rule of the,Sri-Gupta | Chandragupta I | Samudragupta | Chandragupta II | Vishnu Gupta,Gupta Empire (lang:en),SimpleQA/NQ_table_test_simple/00775.json,Same,"Both answers refer to the Gupta dynasty. The Gold answer lists key rulers (a common way to denote the dynasty), and the KG answer states 'Gupta Empire'. The meaning is identical.",none
260,where is kruger national park in south africa,"Limpopo and Mpumalanga provinces, South Africa","Mpumalanga (lang:en)
Limpopo (lang:en)",SimpleQA/NQ_table_test_simple/00263.json,Same,"Both answers correctly identify Kruger National Park's location as spanning Limpopo and Mpumalanga provinces. The KG answer lists provinces in reverse order and includes language tags, but these are formatting differences that do not alter the semantic meaning or factual content.",none
267,how many episodes in game if thrones season 7,7,7.0,SimpleQA/NQ_table_test_simple/00070.json,Same,"The answers are semantically equivalent. '7' and '7.0' both represent the integer 7, with the difference being purely formatting (integer vs. float). No factual, completeness, or precision difference exists. The episode count is fixed and time-insensitive.",none
268,how many episodes in series 7 of game of thrones are there,7,7.0,SimpleQA/NQ_table_test_simple/00310.json,Same,"The answers are semantically equivalent. Both '7' and '7.0' represent the same integer value of 7 episodes. The difference is solely in numerical formatting (integer vs. float), not in factual content, precision, or completeness. No meaningful discrepancy exists.",none
278,who has won more national championships michigan or ohio state,Michigan,Michigan Wolverines football|2,SimpleQA/NQ_table_test_simple/00667.json,Same,"Both answers identify Michigan as the team with more national championships. The KG answer adds extra detail (team specificity and championship count) but does not alter the core fact. The difference is due to supplementary information, not a factual conflict or missing element.",none
292,how many episodes of the white princess will there be,8,8.0,SimpleQA/NQ_table_test_simple/00129.json,Same,"Both answers state the numerical value 8 for the episode count. The KG answer uses a float format (8.0) while the Gold uses an integer (8), but this is purely a formatting difference with no semantic or factual distinction. Episode counts are inherently integer values, so the representation does not alter the meaning.",none
293,how many seasons of vampire diaries r there,8,8.0,SimpleQA/NQ_table_test_simple/00297.json,Same,"Both answers represent the same numerical value (8 seasons) for the TV show. The difference is solely in formatting (integer '8' vs. float '8.0'), which is ignored per judging rules as it doesn't affect semantic meaning or factual accuracy. The question asks for a fixed count, not a time-sensitive value.",none
296,what is the pirates of the caribbean in order,The Curse of the Black Pearl | Dead Man's Chest | At World's End | On Stranger Tides | Dead Men Tell No Tales,"Pirates of the Caribbean: The Curse of the Black Pearl|Pirates of the Caribbean: The Curse of the Black Pearl (lang:en-gb)|2003-07-09T00:00:00Z
Pirates of the Caribbean: The Curse of the Black Pearl|Pirates of the Caribbean: The Curse of the Black Pearl (lang:en-ca)|2003-07-09T00:00:00Z
Pirates of the Caribbean: The Curse of the Black Pearl|Pirates of the Caribbean: The Curse of the Black Pearl (lang:en)|2003-07-09T00:00:00Z
Pirates of the Caribbean: The Curse of the Black Pearl|Pirates of the Caribbean: The Curse of the Black Pearl (lang:en-ca)|2003-08-13T00:00:00Z
Pirates of the Caribbean: The Curse of the Black Pearl|Pirates of the Caribbean: The Curse of the Black Pearl (lang:en)|2003-08-13T00:00:00Z
...|...|...
Pirates of the Caribbean: Dead Men Tell no Tales|Pirates of the Caribbean: Dead Men Tell no Tales (lang:en)|2017-05-25T00:00:00Z
Pirates of the Caribbean: Dead Men Tell no Tales|Pirates of the Carribean:Dead man tell no tales (lang:en-us)|2017-05-26T00:00:00Z
Pirates of the Caribbean: Dead Men Tell no Tales|Pirates of the Caribbean: Dead Men Tell No Tales (lang:en-gb)|2017-05-26T00:00:00Z
Pirates of the Caribbean: Dead Men Tell no Tales|Pirates of the Caribbean: Dead Men Tell No Tales (lang:en-ca)|2017-05-26T00:00:00Z
Pirates of the Caribbean: Dead Men Tell no Tales|Pirates of the Caribbean: Dead Men Tell no Tales (lang:en)|2017-05-26T00:00:00Z",SimpleQA/NQ_table_test_simple/00217.json,Same,"The answers list identical movie order: The Curse of the Black Pearl, Dead Man's Chest, At World's End, On Stranger Tides, Dead Men Tell No Tales. Gold uses common shortened titles; KG uses full official titles with minor capitalization variations (e.g., 'no' vs 'No'). Core order and movie identities match exactly.",none
301,hart of dixie season 4 how many episodes,10,10.0,SimpleQA/NQ_table_test_simple/00088.json,Same,"Both answers represent the exact same numerical value (10 episodes) for the question. The KG answer uses a float format ('10.0') while the Gold uses an integer ('10'), but this is purely a formatting difference with no semantic or factual distinction. The core fact remains identical.",none
302,Stargate SG-1 the science fiction tv series ran for how many seasons,10,10.0,ComplexQA/CompMix_infobox_complex/00261.json,Same,"Both answers state 10 seasons for Stargate SG-1. The KG answer uses a float representation (10.0) while the Gold uses an integer (10), but this is purely a formatting difference with no semantic or factual change. The core value (10 seasons) is identical.",none
303,What is the combined number of games played in the 2008 and 2009 National League Championship Series between the Los Angeles Dodgers and the Philadelphia Phillies,10,10.0,ComplexQA/Sportsreason_TANQ_complex/00168.json,Same,"Both answers represent the numerical value 10. The KG answer uses a floating-point format (10.0) while the Gold answer uses an integer, but this is a purely formatting difference with no semantic or factual distinction. The value is identical and fully equivalent for the question's context.",none
304,The new Hawaii Five-0 wrapped up after how many season's on CBS,10,10.0,ComplexQA/CompMix_table_complex/00268.json,Same,"Both answers state the series ran for 10 seasons. The difference is purely in numeric formatting (integer vs. float), which does not change the semantic meaning or factual content. The core value is identical and no precision or completeness difference exists.",none
314,Who was the distributor of the picture 12 Years as a Slave?,"InterCom, ProVideo, Netflix","InterCom (lang:en)
ProVideo (lang:en)
Netflix (lang:en)",SimpleQA/CompMix_table_simple_qa/00023.json,Same,"Both answers list identical distributors: InterCom, ProVideo, and Netflix. The KG answer includes a language tag (lang:en) for each, which is a minor formatting detail irrelevant to the question's core fact. No semantic, factual, or completeness differences exist.",none
322,is coca cola a public or private company,Public,"food manufacturer
holding company
public company",SimpleQA/NQ_table_test_simple/00586.json,Same,Both answers correctly state Coca-Cola is a public company. The Gold answer 'Public' is a concise equivalent of 'public company' in the KG answer. The additional terms 'food manufacturer' and 'holding company' in the KG answer are irrelevant to the question but do not conflict with the core fact. The semantic meaning matches exactly.,none
333,What was the difference in the number of games played between the 2008 National League Championship Series and the 1977 National League Championship Series,1,1.0,ComplexQA/Sportsreason_TANQ_complex/00193.json,Same,"The answers are semantically equivalent. Gold '1' and KG '1.0' represent the same numerical value (difference of 1 game). The difference is solely in formatting (integer vs. float), which is ignored per guidelines. No factual conflict or precision difference exists.",none
348,what was the lowest barometric pressure for hurricane irma,914 mbar (hPa),914.0,SimpleQA/NQ_table_test_simple/00540.json,Same,"Both answers represent the same numerical value (914) for Hurricane Irma's lowest barometric pressure. The Gold answer specifies the standard unit (mbar/hPa), while the KG answer omits it but uses the equivalent numerical value (914.0 = 914). The unit is contextually implied for barometric pressure, making the difference purely formatting-related with no factual conflict.",none
361,Which are the teams participated in the inaugural UEFA Championship?,Soviet Union; Yugoslavia; Czechoslovakia; France,"Czechoslovakia men's national association football team|Czechoslovakia men's national association football team (lang:en)
Yugoslavia men's national football team|Yugoslavia men's national football team (lang:en)
Soviet Union national association football team|Soviet Union national association football team (lang:en)
France men's national association football team|France men's national association football team (lang:en)",SimpleQA/CompMix_table_simple_qa/00053.json,Same,"The Gold and KG answers list identical country names (Soviet Union, Yugoslavia, Czechoslovakia, France) as the participating teams. The KG answer adds descriptive text (e.g., 'men's national association football team') but does not alter the country names or introduce new/missing teams. The difference is purely in verbosity, not factual content.",none
374,Where was the Men 's long jump athlete in the 1967 European Indoor Games born who competed for a country that includes the northeastern part of an island,Nantymoel,Lynn Davies|Nant-y-moel,ComplexQA/OTT_QA_dev_complex/00078.json,Same,"The birthplace is identical (Nantymoel/Nant-y-moel) with only a minor spelling variation (hyphenation). The KG answer includes the athlete's name (Lynn Davies), which is irrelevant to the question asking only for the birthplace. The core fact matches, and the difference is purely formatting.",minor
396,What is the budget of Boyhood movie?,4 million USD,4000000.0,SimpleQA/CompMix_table_simple_qa/00282.json,Same,"Both answers represent 4,000,000 USD. The Gold answer uses '4 million USD' (human-readable format) while the KG answer uses the numeric value '4000000.0'. The unit is implied in context (movie budget), and the difference is solely in formatting, not factual content or precision.",none
401,show me fort pierce florida on a map,27°26′20″N 80°20′8″W﻿ / ﻿27.43889°N 80.33556°WCoordinates: 27°26′20″N 80°20′8″W﻿ / ﻿27.43889°N 80.33556°W,POINT(-80.335556 27.438889) (geo:wktLiteral),SimpleQA/NQ_table_test_simple/00255.json,Same,"Both answers provide identical geographic coordinates for Fort Pierce, Florida. Gold uses DMS and decimal degrees (rounded to 5 decimals), while KG uses WKT with 6 decimals. The minor rounding difference (e.g., 80.33556 vs. 80.335556) is negligible and due to formatting, not factual discrepancy.",none
403,What is the year the first book of the series Earth's Children published,1980,The Clan of the Cave Bear|1980-05-04T00:00:00Z,ComplexQA/CompMix_table_complex/00143.json,Same,"The Gold answer (1980) and KG answer (1980-05-04) both correctly state the publication year as 1980. The KG answer includes the book title and specific date, which are irrelevant to the question but do not conflict with the year. The core fact (year) is identical.",none
422,how many seasons of johnny bravo are there,4,4.0,SimpleQA/NQ_table_test_simple/00550.json,Same,"Both answers represent the same numerical value (4 seasons). The difference is solely in data type formatting (integer vs. float), which does not alter the factual content or meaning. No semantic, factual, or completeness differences exist.",none
470,Sort the Formula One seasons where Michael Schumacher won the Drivers' Championship by the number of races from fewest to most. What is the number of races in the third season in this sorted list,17,"1994 Formula One World Championship|16.0
2003 Formula One World Championship|16.0
1995 Formula One World Championship|17.0",ComplexQA/Sportsreason_TANQ_complex/00069.json,Same,"The Gold answer (17) matches the race count of the third season in the sorted list. The KG answer, when sorted by race count (16, 16, 17), has the third element as 17. The core value is identical despite the KG answer providing a list instead of a single number, which is a formatting difference.",none
479,What was the difference in the total number of games played between the 2013 American League Championship Series and the 1975 American League Championship Series,3,3.0,ComplexQA/Sportsreason_TANQ_complex/00172.json,Same,"Both answers represent the exact numerical difference of 3 games. The only difference is the formatting (integer '3' vs. float '3.0'), which is a minor normalization and does not alter the semantic meaning or factual content. The historical game counts for both series are fixed and time-insensitive.",none
480,the secret of crickley hall how many episodes,3,3.0,SimpleQA/NQ_table_test_simple/00817.json,Same,"Both answers state the episode count as 3. The KG answer uses a float representation (3.0) while the Gold uses an integer (3), but this is purely a formatting difference with no semantic or factual distinction. The core value (3 episodes) is identical.",none
481,how many episodes are there in ordeal by innocence,3,3.0,SimpleQA/NQ_table_test_simple/00742.json,Same,"The answers are semantically equivalent. Both '3' and '3.0' represent the exact same numerical value (3 episodes) for the TV series. The difference is purely in formatting (integer vs. float representation), which is irrelevant to the factual content. No conflict, completeness, or precision differences exist.",none
482,What is the number of seasons of the TV series Money Heist,3,3.0,ComplexQA/CompMix_infobox_complex/00222.json,Same,"Both answers represent the same numerical value (3) for the number of seasons. The Gold answer uses an integer format (3) while the KG answer uses a float (3.0), but this is purely a formatting difference with no semantic or factual distinction. The core fact remains identical.",none
492,what is the average salary for a us congressman,"$174,000",174000.0,SimpleQA/NQ_table_test_simple/00237.json,Same,"Both answers represent the same numerical value of 174,000. The Gold answer uses standard financial formatting ($174,000), while the KG answer uses a decimal representation (174000.0) without currency symbols. These are formatting differences only, with no semantic or factual discrepancy.",none
523,What was the cost to make Titanic?,$200 million,200000000.0,SimpleQA/CompMix_table_simple_qa/00256.json,Same,"Both answers represent $200 million. The Gold answer uses standard written form ($200 million), while the KG answer provides the numerical equivalent (200000000.0). The difference is solely in formatting (currency symbol, word 'million' vs. raw number), with no factual conflict or precision difference.",none
524,What is the budget of Titanic?,$200 million,200000000.0,SimpleQA/CompMix_table_simple_qa/00063.json,Same,"Both answers represent 200 million USD. The Gold answer uses '$200 million' while the KG answer uses '200000000.0', which is numerically identical (200,000,000). The difference is solely in formatting (currency symbol, word vs. numeric representation), not in factual content or precision.",none
525,Budget of Titanic movie?,$200 million,200000000.0,SimpleQA/CompMix_table_simple_qa/00043.json,Same,"Both answers represent $200 million. The Gold answer uses standard written form with currency symbol and 'million', while the KG answer uses numeric representation. The core value (200 million) is identical, with differences limited to formatting only.",none
532,What are the main differences between the election system in Germany and the US,"['Plurality voting refers to electoral systems in which the candidate in an electoral district who poll more than any other (that is, receive a plurality) are elected. Under single-winner plurality voting, and in systems based on single-member districts, plurality voting is called single member  plurality (SMP), which is widely known as first-past-the-post. In SMP/FPTP the leading candidate, whether or not they have a majority of votes, is elected.', 'Party-list proportional representation (list-PR) is a subset of proportional representation electoral systems in which multiple candidates are elected (e.g., elections to parliament) through their position on an electoral list. They can also be used as part of mixed-member electoral systems.']",mixed-member proportional representation (lang:en)|first-past-the-post voting (lang:en),ComplexQA/Monaco_non_time_complex/00048.json,Same,"Both answers convey the same core facts: US uses first-past-the-post (FPTP) and Germany uses a proportional representation system (described as party-list PR in Gold, named as mixed-member proportional in KG). The difference is purely in descriptive detail vs. naming, not factual content or meaning.",none
546,How many more games were played in the 2013 American League Championship Series won by the Boston Red Sox compared to their 1975 American League Championship Series win,3,6.0|3.0,ComplexQA/Sportsreason_TANQ_complex/00144.json,Same,"The KG answer's 6.0 and 3.0 imply a difference of 3.0, matching the Gold answer's 3. Formatting differences (two numbers vs. one) are ignored as they do not change the core fact of the difference being 3.",none
558,What is the run time of the movie The King of Pigs,97 minutes,97.0,ComplexQA/CompMix_infobox_complex/00234.json,Same,"Both answers represent the same runtime value (97 minutes). The Gold answer explicitly states '97 minutes' while the KG answer uses '97.0', a standard numerical representation. The unit 'minutes' is implied by the question context and standard movie runtime conventions, making the difference purely formatting-related with no factual or semantic conflict.",none
610,who wrote yakkity yak don't talk back,Jerry Leiber | Mike Stoller,Leiber-Stoller (lang:en),SimpleQA/NQ_table_test_simple/00846.json,Same,"Both answers correctly identify the songwriting duo for 'Yakkity Yak (Don't Talk Back)'. Gold uses full names, KG uses standard shorthand 'Leiber-Stoller' (commonly accepted for the duo). The language tag (lang:en) is irrelevant to the core fact. No factual conflict or completeness difference exists.",none
614,how much for a passport in the philippines,₱950,950.0,SimpleQA/NQ_table_test_simple/00640.json,Same,"The answers are semantically equivalent. Both represent the same cost of 950 Philippine pesos. The Gold answer uses the currency symbol (₱) while the KG answer uses a numerical value (950.0), but 950.0 equals 950. The currency is contextually clear from the question about the Philippines. Formatting differences (symbol, decimal) do not alter the core fact.",none
636,what was the real name of saudi arabia,Al-Mamlakah Al-ʿĀrabīyah As-Saʿūdīyah,"السعودية (lang:ar)
المملكة العربية السعودية (lang:ar)
الْمَمْلَكَةُ الْعَرَبِيَّةُ السُّعُودِيَّة (lang:ar)",SimpleQA/NQ_table_test_simple/00709.json,Same,"Both answers refer to Saudi Arabia's official name. The Gold answer provides the Latin transliteration, while the KG answer includes the Arabic script for the same full name (along with a short form, which is irrelevant to the question). Core fact is identical; differences are purely in script representation.",none
645,What is the budget of Rise of the Planet of the Apes movie?,$93 million,93000000.0,SimpleQA/CompMix_table_simple_qa/00080.json,Same,"Both answers represent $93 million. The Gold answer uses standard written form with dollar sign and 'million', while the KG answer provides the numeric equivalent (93,000,000.0). The core value is identical, with differences limited to formatting and representation.",none
680,How much is the budget of 2001: A Space Odyssey movie,$10.5 million,10500000.0,ComplexQA/CompMix_table_complex/00289.json,Same,"Both answers represent $10,500,000. The Gold answer uses '$10.5 million' formatting while the KG answer uses the numeric value 10500000.0. The difference is purely in presentation (currency symbol, word 'million' vs. raw number), not factual content or precision.",none
719,what is the current population of bora bora,"10,605",10605.0,SimpleQA/NQ_table_test_simple/00615.json,Same,"The answers represent the same population value (10605). Gold uses comma formatting (10,605), KG uses decimal notation (10605.0), but the numerical value is identical. Formatting differences (comma vs. decimal) are ignored per guidelines as they don't affect semantic meaning.",none
