question,gold_answer,result_cleaned,result,sparql
What awards are national quality award ?,Canada Awards for Excellence | Deming Prize | EFQM Excellence Award | Malcolm Baldrige National Quality Award | Philippine Quality Award | Rajiv Gandhi National Quality Award | Singapore Business Excellence Awards | Thailand Quality Award,,,
What are the giant sequoias with a trunk volume larger than 912.5 cubic meters ?,General Sherman | General Grant | President | Lincoln | Stagg | Boole | Genesis | King Arthur | Robert E. Lee | Ishi Giant | Washington | Adam | Nelder | Above Diamond (AD) | Hart | Grizzly Giant | Methuselah,,,"SELECT ?tree WHERE {
  ?tree wdt:P31 wd:Q11975 .
  ?tree wdt:P171 wd:Q42418709 .
  ?tree wdt:P2234 ?volume .
  ?volume wikibase:quantityValue ?value .
  ?volume wikibase:quantityUnit wd:Q11573 .
  FILTER(?value > 912.5)
}"
What are the protected areas with an area larger than 250000 km squared ?,Marae Moana | Papahānaumokuākea Marine National Monument | Natural Park of the Coral Sea | Coral Sea Marine Park | Northeast Greenland National Park | British Indian Ocean Territory Marine Protected Area | Phoenix Islands Protected Area | Great Barrier Reef Marine Park | Tuvaijuittuq Marine Protected Area,,,"SELECT ?area ?areaLabel WHERE {
  ?area wdt:P31 / wdt:P279 * wd:Q473972 ; wdt:P2046 ?area_value .
  ?area_value wikibase:quantityAmount ?value .
  FILTER(?value > 250000)
  OPTIONAL {
    ?area rdfs:label ?areaLabel .
  }
  FILTER(LANG(?areaLabel) = ""en"")
}"
Which weapons are of the type bolt action riffle ?,35M rifle | Accuracy International AWM | Arisaka Type 30 | Arisaka Type 38 | Arisaka Type 99 | Berdan rifle | Berthier rifle | BMS Cam rifle | Browning A-Bolt | Carcano | Dreyse needle gun | FN Model 24 | Gewehr 1888 | Gewehr 98 | Hanyang 88 | IOF .30-06 sporting rifle | Ishapore 2A1 rifle | Jungle Carbine | K31 | Karabiner 98k | Krag–Jørgensen | Lebel 1886 rifle | Mannlicher M1886 | Mannlicher M1888 | Mannlicher M1895 | Mannlicher–Schönauer | Mosin–Nagant | Mossberg MVP | Murata rifle | Remington Model 700 | Ross rifle | Ruger American | Ruger M77 | SIG Sauer 200 STR | Steyr Scout | Voere S16 [https://www.all4shooters.com/en/hunting/rifles/voere-k15a-small-caliber-s16-bolt-action-features/ New rifles by Voere: S16 and K15A | all4shooters] | Winchester Model 70,,,"SELECT ?weapon ?weaponLabel WHERE {
  ?weapon wdt:P31 wd:Q40280158 .
  SERVICE wikibase:label {
    bd:serviceParam wikibase:language ""en"" .
  }
}"
What military medals are the highest medal in a country ?,Cross to the Heroic Valour in Combat | The Victoria Cross for Australia | The Victoria Cross of Canada | The Valour Cross | The Legion of Honour | The Cross of Honour for Valour | Param Vir Chakra | Medal of Valor | Military Medal | The Victoria Cross for New Zealand | The War Cross with Sword | Order of Virtuti Militari | Hero of the Russian Federation | Order of St. George | Laureate Cross of Saint Ferdinand | The Victoria Cross | Medal of Honor | The Gold Cross of Zimbabwe,,,"SELECT ?medal ?medalLabel ?country ?countryLabel WHERE {
  ?medal wdt:P31 wd:Q160864 ; wdt:P10262 ?awardingBody .
  ?awardingBody wdt:P17 ?country .
  ?medal rdfs:label ?medalLabel .
  ?country rdfs:label ?countryLabel .
  FILTER(LANG(?medalLabel) = 'en')
  .
  FILTER(LANG(?countryLabel) = 'en')
  .
}
LIMIT 10"
Who is or was a member of the 10cc band ?,"Graham Gouldman | Paul Burgess | Rick Fenn | Eric Stewart | Laurence ""Lol"" Creme | [[Tony OMalley (musician)|Tony OMalley]] | Vic Emerson | Gary Wallis | Mike Stevens","Iain Hornal|Iain Hornal (lang:en)
Lol Creme|Lol Creme (lang:en)
Kevin Godley|Kevin Godley (lang:en)
Mike Stevens|Mike Stevens (lang:en)
Paul Burgess|Paul Burgess (lang:en)
Graham Gouldman|Graham Gouldman (lang:en)
Eric Stewart|Eric Stewart (lang:en)
Stuart Tosh|Stuart Tosh (lang:en)
Duncan Mackay|Duncan Mackay (lang:en)
Rick Fenn|Rick Fenn (lang:en)","| member                       | memberLabel               |
| ---------------------------- | ------------------------- |
| Iain Hornal (wd:Q108936980)  | Iain Hornal (lang:en)     |
| Lol Creme (wd:Q1346568)      | Lol Creme (lang:en)       |
| Kevin Godley (wd:Q1346874)   | Kevin Godley (lang:en)    |
| Mike Stevens (wd:Q16943343)  | Mike Stevens (lang:en)    |
| Paul Burgess (wd:Q1887157)   | Paul Burgess (lang:en)    |
| Graham Gouldman (wd:Q540655) | Graham Gouldman (lang:en) |
| Eric Stewart (wd:Q588591)    | Eric Stewart (lang:en)    |
| Stuart Tosh (wd:Q711535)     | Stuart Tosh (lang:en)     |
| Duncan Mackay (wd:Q980159)   | Duncan Mackay (lang:en)   |
| Rick Fenn (wd:Q984323)       | Rick Fenn (lang:en)       |","SELECT ?member ?memberLabel WHERE {
  ?member wdt:P463 wd:Q169145 .
  OPTIONAL {
    ?member rdfs:label ?memberLabel .
    FILTER(lang(?memberLabel) = ""en"")
  }
}"
What are the different professional wrestling streaming services ?,FITE TV https://www.fite.tv/join/ | Honor Club | IMPACT Plus | New Japan Pro-Wrestling World | WWE Network,,,"SELECT DISTINCT ?serviceLabel WHERE {
  ?service wdt:P31 wd:Q103578 ; rdfs:label ?serviceLabel .
  FILTER(LANG(?serviceLabel) = ""en"")
  FILTER(CONTAINS(LCASE(?serviceLabel) , ""fite"") || CONTAINS(LCASE(?serviceLabel) , ""wwe"") || CONTAINS(LCASE(?serviceLabel) , ""impact"") || CONTAINS(LCASE(?serviceLabel) , ""peacock""))
}"
Which weapons are of the type carbines ?,"AK-104 | Amogh carbine | Burnside carbine | CETME Model LC carbine | Colt Model 1839 Carbine | De Lisle carbine | G13 carbine | ""Jungle Carbine"" (Lee–Enfield, Rifle No. 5 Mk I) | K31 | Karabiner 98k | M1 carbine | M4 carbine | Maynard carbine | Mosin–Nagant (M1907 Carbine) | Mosin–Nagant (M1938 Carbine) | Mosin–Nagant (M1944 Carbine) | Mosin–Nagant (M1891/59 Carbine) | QBZ-95B | SG 443 Carbine | SKS | Stoner 63/63A Carbine | Swiss Mannlicher M1893 Carbine | Type 44 carbine",,,
Which titles are used by current presidents of legislatures ?,Speaker | Chairman | Cathaoirleach | President | Presidents The European President of the Council of Ministers rotates every six months.,,,"SELECT ?title WHERE {
  ?position wdt:P31 wd:Q1190554 ; rdfs:label ?title .
  FILTER(LANG(?title) = ""en"")
  .
  FILTER(CONTAINS(LCASE(?title) , ""president of""))
  .
  FILTER NOT EXISTS {
    ?position wdt:P582 ?end
  }
  .
}"
What are the existring aircraft carriers ?,[[Soviet aircraft carrier Admiral Gorshkov|Admiral Flota Sovetskogo Soyuza Gorshkov]] | [[Japanese aircraft carrier Akagi|Akagi]] | [[Japanese aircraft carrier Amagi|Amagi]] | [[Italian aircraft carrier Aquila|Aquila]] | [[Soviet aircraft carrier Admiral Gorshkov|Baku]] | [[HTMS Chakri Naruebet|Chakri Naruebet]] | [[Japanese aircraft carrier Chitose|Chitose]] | [[Japanese aircraft carrier Chiyoda|Chiyoda]] | [[Japanese aircraft carrier Chūyō|Chuyo]] | [[Spanish aircraft carrier Dédalo|Dédalo]] | [[Italian aircraft carrier Sparviero|Falco]] | [[German aircraft carrier Graf Zeppelin|Graf Zeppelin]] | [[Japanese aircraft carrier Hiryū|Hiryū]] | [[Japanese aircraft carrier Hiyō|Hiyō]] | [[Japanese aircraft carrier Hōshō|Hōshō]] | [[Japanese cruiser Ibuki (1943)|Ibuki]] | Izumo | [[French aircraft carrier Joffre|Joffre]] | [[Japanese aircraft carrier Kaga|Kaga]] | Kaga | [[Japanese aircraft carrier Katsuragi|Katsuragi]] | [[Soviet aircraft carrier Kiev|Kiev]] | [[Soviet aircraft carrier Ulyanovsk|Kremlin]] | [[Chinese aircraft carrier Liaoning|Liaoning]] | [[Brazilian aircraft carrier Minas Gerais|Minas Gerais]] | [[Soviet aircraft carrier Minsk|Minsk]] | [[Soviet aircraft carrier Novorossiysk|Novorossiysk]] | Richelieu (PA2) | [[Japanese aircraft carrier Ryūhō|Ryūhō]] | [[Japanese aircraft carrier Ryūjō|Ryūjō]] | [[Chinese aircraft carrier Shandong|Shandong]] | [[Japanese aircraft carrier Shinano|Shinano]] | [[Japanese aircraft carrier Shōhō|Shōhō]] | [[Japanese aircraft carrier Shōkaku|Shōkaku]] | [[Japanese aircraft carrier Sōryū|Sōryū]] | [[Italian aircraft carrier Sparviero|Sparviero]] | [[Japanese aircraft carrier Taihō|Taihō]] | [[Japanese aircraft carrier Taiyō|Taiyō]] | [[Type 003 aircraft carrier|Type 003]] | [[Type 004 aircraft carrier|Type 004]] | [[Japanese aircraft carrier Unryū|Unryū]] | [[ARA Veinticinco de Mayo (V-2)|Veinticinco de Mayo]] | [[German cruiser Seydlitz|Weser]] | [[Japanese aircraft carrier Zuihō|Zuihō]] | [[Japanese aircraft carrier Zuikaku|Zuikaku]],"Flugzeugträger B
Béarn
USS Hancock
HMS Implacable
HMS Indefatigable
...
Ryūhō
HMS Eagle
future French aircraft carrier
USS Valley Forge
USS Shangri-La","| carrier                                       |
| --------------------------------------------- |
| Flugzeugträger B (wd:Q1002148)                |
| Béarn (wd:Q1019368)                           |
| USS Hancock (wd:Q1024493)                     |
| HMS Implacable (wd:Q1032037)                  |
| HMS Indefatigable (wd:Q1032045)               |
| ...                                           |
| Ryūhō (wd:Q951459)                            |
| HMS Eagle (wd:Q9568)                          |
| future French aircraft carrier (wd:Q95951066) |
| USS Valley Forge (wd:Q961280)                 |
| USS Shangri-La (wd:Q975844)                   |","SELECT ?carrier WHERE {
  ?carrier wdt:P31 wd:Q17205 ;
  FILTER NOT EXISTS {
    ?carrier wdt:P576 ?decommissioned
  }
}"
What are the dams with a fill structure larger than 27.4 millions of metric cubes ?,Tarbela Dam | Fort Peck Dam http://`www.nwd-mr.usace.army.mil/rcc/projdata/summaryengdat.pdf | Atatürk Dam | Oahe Dam | Mangla Dam | Gardiner Dam | Oroville Dam | San Luis Dam (BF Sisk Dam) | Nurek Dam | Garrison Dam | Aswan Dam | San Roque Dam | Fort Randall Dam | Guri Dam,,,"SELECT ?dam WHERE {
  ?dam wdt:P31 wd:Q203511 .
  ?dam wdt:P4661 ?reservoir .
  ?reservoir wdt:P1317 ?capacity .
  ?capacity wikibase:quantityAmount ?numValue .
  FILTER(?numValue > 27400000)
}"
What are the promotion names of women wrestling promotions ?,Shimmer Women Athletes | Shine Wrestling | Women of Wrestling | Women Superstars United | ChickFight | Gorgeous Ladies of Wrestling | Ladies Major League Wrestling | Ladies Professional Wrestling Association | [[Naked Womens Wrestling League]] | Powerful Women of Wrestling | Rise Wrestling | [[World Womens Wrestling]] | Wrestlicious,"Japan Women's Pro-Wrestling|Japan Women's Pro-Wrestling (lang:en)
Marvelous That's Women Pro Wrestling|Marvelous That's Women Pro Wrestling (lang:en)
All Japan Women's Pro-Wrestling|All Japan Women's Pro-Wrestling (lang:en)
Naked Women's Wrestling League|Naked Women's Wrestling League (lang:en)
Women Superstars Uncensored|Women Superstars Uncensored (lang:en)
World Women's Wrestling|World Women's Wrestling (lang:en)","| promotion                                           | name                                           |
| --------------------------------------------------- | ---------------------------------------------- |
| Japan Women's Pro-Wrestling (wd:Q11310059)          | Japan Women's Pro-Wrestling (lang:en)          |
| Marvelous That's Women Pro Wrestling (wd:Q22125870) | Marvelous That's Women Pro Wrestling (lang:en) |
| All Japan Women's Pro-Wrestling (wd:Q2583287)       | All Japan Women's Pro-Wrestling (lang:en)      |
| Naked Women's Wrestling League (wd:Q3870007)        | Naked Women's Wrestling League (lang:en)       |
| Women Superstars Uncensored (wd:Q8031335)           | Women Superstars Uncensored (lang:en)          |
| World Women's Wrestling (wd:Q8036521)               | World Women's Wrestling (lang:en)              |","SELECT ?promotion ?name WHERE {
  ?promotion wdt:P31 wd:Q721067 .
  ?promotion rdfs:label ?name .
  FILTER(LANG(?name) = 'en')
  .
  FILTER(CONTAINS(LCASE(STR(?name)) , 'women'))
  .
}"
Which team has a goalkeeper that scored a goal ?,Porto | New York Red Bulls | Torquay United | Motherwell | Watford,,,"SELECT DISTINCT ?team ?teamLabel
WHERE {
  ?player wdt:P31 wd:Q5 ;
          wdt:P413 wd:Q201330 ;
          wdt:P1351 ?goals ;
          wdt:P54 ?team.
  FILTER(?goals > 0)
  OPTIONAL { ?team rdfs:label ?teamLabel. FILTER(LANG(?teamLabel) = ""en"") }"
Who was a nuclear whistleblower ?,Karen Silkwood | Mordechai Vanunu | Arnold Gundersen | George Galatis | Rainer Moormann,,,"SELECT ?person ?personLabel WHERE {
  ?person wdt:P31 wd:Q7068182 .
  ?person rdfs:label ?personLabel .
  FILTER(LANG(?personLabel) = 'en')
}"
What are the lighthouses with a height of at least 26 meters ?,Jeddah Light | Yokohama Marine Tower | Palacio Barolo | Lighthouse of Genoa | Phare de Gatteville | Lesnoy Mole Rear Range Light | Mulantou Lighthouse | Baishamen Lighthouse | Punta Penna Lighthouse | Osinovetsky Light | Storozhenskiy Light | Vittoria Light | Recalada a Bahía Blanca Light | Maasvlakte Light | Planier Light | Campen Lighthouse | [[Phare dEckmühl]] | Świnoujście Lighthouse | Adziogol Lighthouse | Bari Light | Lighthouse of Praia da Barra | Calcanhar Lighthouse | Roches-Douvres Light | Nosy Alañaña Light,,,"SELECT ?lighthouse ?lighthouseLabel WHERE {
  ?lighthouse wdt:P31 wd:Q39715 .
  ?lighthouse wdt:P2048 ?height .
  ?height wikibase:quantityAmount ?value ; wikibase:quantityUnit ?unit .
  BIND(IF(?unit = wd:Q11573 , ?value , IF(?unit = wd:Q174280 , ?value * 0.3048 , -1)) AS ?heightInMeters)
  FILTER(?heightInMeters >= 26)
  ?lighthouse rdfs:label ?lighthouseLabel .
  FILTER(LANG(?lighthouseLabel) = ""en"")
}"
What are the commercially available software defined radios ?,Elecraft KX3 | USRP B200 | USRP B210 | USRP N200 | USRP N210 | USRP X300 | USRP X310,,,"SELECT ?item ?label WHERE {
  ?item wdt:P31 wd:Q2397 .
  ?item rdfs:label ?label .
  FILTER(LANGMATCHES(LANG(?label) , 'en'))
  FILTER(regex(LCASE(STR(?label)) , 'sdr' , 'i'))
}"
Which game is an alternate reality game ?,[[Ongs Hat]] | [[Majestic (video game)|Majestic]] | [[The Beast (game)|The Beast]] | ReGenesis Extended Reality | I Love Bees | Perplex City | Nowheremen | The Lost Ring | Commander Video | Superstruct | This Is My Milwaukee | [[Xi (alternate reality game)|Xi]] | Picture the Impossible | Potato Sack | Frog Fractions 2 | Cipher Hunt | Oxenfree | [[Sombra (Overwatch)|Sombra]] | [[Waking Titan (ARG)|Waking Titan]],"Year Zero|Year Zero (lang:en)
Cipher Hunt|Cipher Hunt (lang:en)
Spectacular Organic Corporation|Spectacular Organic Corporation (lang:en)
SexyGirlMax2019|SexyGirlMax2019 (lang:en)
Adult Swim ARG|Adult Swim ARG (lang:en)
There is Something in the Sea|There is Something in the Sea (lang:en)
Teragon|Teragon (lang:en)
EverymanHYBRID|EverymanHYBRID (lang:en)
Bubblegum|Bubblegum (lang:en)
Urgent Evoke|Urgent Evoke (lang:en)","| game                                            | gameLabel                                 |
| ----------------------------------------------- | ----------------------------------------- |
| Year Zero (wd:Q10394592)                        | Year Zero (lang:en)                       |
| Cipher Hunt (wd:Q104822351)                     | Cipher Hunt (lang:en)                     |
| Spectacular Organic Corporation (wd:Q110560087) | Spectacular Organic Corporation (lang:en) |
| SexyGirlMax2019 (wd:Q110560192)                 | SexyGirlMax2019 (lang:en)                 |
| Adult Swim ARG (wd:Q110560699)                  | Adult Swim ARG (lang:en)                  |
| There is Something in the Sea (wd:Q110561511)   | There is Something in the Sea (lang:en)   |
| Teragon (wd:Q110589312)                         | Teragon (lang:en)                         |
| EverymanHYBRID (wd:Q110589537)                  | EverymanHYBRID (lang:en)                  |
| Bubblegum (wd:Q11192721)                        | Bubblegum (lang:en)                       |
| Urgent Evoke (wd:Q111942142)                    | Urgent Evoke (lang:en)                    |","SELECT ?game ?gameLabel WHERE {
  ?game wdt:P31 wd:Q438419 .
  ?game rdfs:label ?gameLabel .
  FILTER(LANG(?gameLabel) = 'en')
}
LIMIT 10"
